Station Date(NZST) Height(m) Pressure(hPa) Tair(C) Tdew(C) Dir(degT) Speed(m/s) StdFlag RsdFlag WndFlag IceFlag TurFlag Orig 
1410 20111021:1200 1927 808.0 7.0 2.9 - - N 1 - - - U 
1410 20111021:1200 2060 795.0 6.8 -5.2 - - N 1 - - - U 
1410 20111021:1200 2126 789.0 - - 215 22.1 N - 1 - H U 
1410 20111021:1200 2726 732.0 - - 205 23.2 N - 1 - H U 
1410 20111021:1200 3093 700.0 -0.3 -7.3 195 24.7 Y 0 0 0 P U 
1410 20111021:1200 3626 655.0 - - 190 23.2 N - 1 - H U 
1410 20111021:1200 3670 651.0 -4.3 -8.0 - - N 1 - - - U 
1410 20111021:1200 4226 606.0 - - 195 20.6 N - 1 - H U 
1410 20111021:1200 4526 584.0 - - 215 19.0 N - 1 - H U 
1410 20111021:1200 4575 580.0 -7.7 -15.7 - - N 1 - - - U 
1410 20111021:1200 4724 569.0 -7.5 -17.5 - - N 1 - - - U 
1410 20111021:1200 4826 562.0 - - 230 20.1 N - 1 - H U 
1410 20111021:1200 5720 500.0 -13.5 -25.5 225 20.6 Y 0 0 0 P U 
1410 20111021:1200 6448 454.0 -18.5 -33.5 - - N 1 - - - U 
1410 20111021:1200 7226 408.0 - - 210 22.6 N - 1 - H U 
1410 20111021:1200 7378 400.0 -26.7 -33.7 215 25.2 Y 1 0 0 P U 
1410 20111021:1200 7826 376.0 - - 215 30.9 N - 1 - H U 
1410 20111021:1200 8248 354.0 -33.5 -46.5 - - N 1 - - - U 
1410 20111021:1200 9326 303.0 - - 220 28.3 N - 1 - H U 
1410 20111021:1200 9387 300.0 -43.3 -48.3 220 28.8 Y 0 0 0 P U 
1410 20111021:1200 9432 298.0 -43.7 -48.6 - - N 1 - - - U 
1410 20111021:1200 10526 252.0 - - 215 29.9 N - 1 - H U 
1410 20111021:1200 10586 250.0 -54.1 -60.1 215 29.9 Y 1 0 0 P U 
1410 20111021:1200 11426 219.0 - - 215 34.5 N - 1 - H U 
1410 20111021:1200 11600 213.0 -60.1 -70.1 - - N 3 - - - U 
1410 20111021:1200 11726 209.0 - - 210 25.7 N - 1 - H U 
1410 20111021:1200 11994 200.0 -58.7 -71.7 225 22.1 Y 0 0 0 P U 
1410 20111021:1200 12026 199.0 - - 225 22.1 N - 1 - H U 
1410 20111021:1200 12326 190.0 - - 240 26.3 N - 1 - H U 
1410 20111021:1200 12557 183.0 - - 225 35.0 N - 2 - P U 
1410 20111021:1200 12626 181.0 - - 225 35.0 N - 1 - H U 
1410 20111021:1200 12876 174.0 -55.3 -80.3 - - N 1 - - - U 
1410 20111021:1200 12926 173.0 - - 215 27.8 N - 1 - H U 
1410 20111021:1200 13825 150.0 -54.5 -86.5 230 28.3 Y 0 0 0 P U 
1410 20111021:1200 13955 147.0 -53.7 -86.7 - - N 1 - - - U 
1410 20111021:1200 14126 143.0 - - 225 29.9 N - 1 - H U 
1410 20111021:1200 14743 130.0 -54.9 -86.9 195 12.4 N 1 1 - H U 
1410 20111021:1200 15026 124.0 - - 200 9.3 N - 1 - H U 
1410 20111021:1200 15326 119.0 - - 260 8.8 N - 1 - H U 
1410 20111021:1200 15796 110.0 -61.1 - - - N 3 - - - U 
1410 20111021:1200 15926 108.0 - - 225 9.8 N - 1 - H U 
1410 20111021:1200 16226 103.0 - - 270 7.7 N - 1 - H U 
1410 20111021:1200 16388 100.0 -61.5 - 270 10.8 Y 1 0 0 P U 
1410 20111021:1200 16526 97.8 - - 270 10.8 N - 1 - H U 
1410 20111021:1200 16826 93.2 - - 235 15.4 N - 1 - H U 
1410 20111021:1200 17112 89.0 -60.7 - - - N 1 - - - U 
1410 20111021:1200 17126 88.8 - - 235 17.0 N - 1 - H U 
1410 20111021:1200 17401 85.0 -56.9 -88.9 - - N 1 - - - U 
1410 20111021:1200 17426 84.7 - - 210 10.3 N - 1 - H U 
1410 20111021:1200 18356 73.0 -61.1 - - - N 1 - - - U 
1410 20111021:1200 18618 70.0 -59.7 -90.7 160 2.6 Y 0 0 0 P U 
1410 20111021:1200 18926 66.7 - - 160 5.1 N - 1 - H U 
1410 20111021:1200 19226 63.6 - - 140 7.7 N - 1 - H U 
1410 20111021:1200 19526 60.6 - - 100 8.8 N - 1 - H U 
1410 20111021:1200 19826 57.8 - - 120 9.8 N - 1 - H U 
1410 20111021:1200 19916 57.0 -55.3 -87.3 - - N 1 - - - U 
1410 20111021:1200 20126 55.1 - - 100 8.2 N - 1 - H U 
1410 20111021:1200 20499 52.0 -57.5 -89.5 - - N 1 - - - U 
1410 20111021:1200 20726 50.2 - - 115 8.2 N - 1 - H U 
1410 20111021:1200 20748 50.0 -56.1 -88.1 100 6.7 Y 0 0 0 P U 
1410 20111021:1200 21626 43.6 - - 80 12.9 N - 1 - H U 
1410 20111021:1200 22226 39.7 - - 85 10.8 N - 1 - H U 
1410 20111021:1200 22526 37.9 - - 90 10.8 N - 1 - H U 
1410 20111021:1200 23126 34.5 - - 75 13.4 N - 1 - H U 
1410 20111021:1200 23726 31.4 - - 85 16.0 N - 1 - H U 
1410 20111021:1200 24021 30.0 -52.9 -85.9 75 14.9 Y 0 0 0 P U 
1410 20111021:1200 24326 28.6 - - 75 13.9 N - 1 - H U 
1410 20111021:1200 26426 20.7 - - 90 25.2 N - 1 - H U 
1410 20111021:1200 26658 20.0 -49.5 -83.5 90 25.2 Y 0 0 0 P U 
1410 20111021:1200 27026 18.9 - - 80 24.7 N - 1 - H U 
1410 20111021:1200 27626 17.3 - - 100 20.6 N - 1 - H U 
1410 20111021:1200 29013 14.0 -46.1 -81.1 - - N 1 - - - U 
1410 20111021:1200 29126 13.7 - - 85 22.6 N - 1 - H U 
1410 20111022:0000 26 1014.0 14.8 12.4 260 6.7 Y 4 4 - H U 
1410 20111022:0000 144 1000.0 13.6 11.7 - - Y 0 - 2 - U 
1410 20111022:0000 326 979.0 - - 250 8.2 N - 1 - H U 
1410 20111022:0000 627 944.0 9.8 9.8 225 17.5 N 1 1 - H U 
1410 20111022:0000 671 939.0 10.0 9.6 - - N 1 - - - U 
1410 20111022:0000 716 934.0 13.0 8.6 - - N 1 - - - U 
1410 20111022:0000 761 929.0 16.4 2.4 - - N 1 - - - U 
1410 20111022:0000 798 925.0 16.6 0.6 - - Y 0 - 0 - U 
1410 20111022:0000 863 918.0 16.8 -1.2 - - N 1 - - - U 
1410 20111022:0000 926 911.0 - - 225 19.0 N - 1 - H U 
1410 20111022:0000 1513 850.0 11.8 -2.2 220 21.6 Y 0 0 0 P U 
1410 20111022:0000 1526 849.0 - - 220 21.6 N - 1 - H U 
1410 20111022:0000 2126 789.0 - - 210 20.1 N - 1 - H U 
1410 20111022:0000 2426 761.0 - - 210 19.6 N - 1 - H U 
1410 20111022:0000 2449 759.0 4.6 -0.1 - - N 1 - - - U 
1410 20111022:0000 2726 734.0 - - 230 17.5 N - 1 - H U 
1410 20111022:0000 2777 729.0 2.2 -7.8 - - N 1 - - - U 
1410 20111022:0000 3036 706.0 2.6 -23.4 - - N 1 - - - U 
1410 20111022:0000 3105 700.0 2.4 -12.6 215 17.5 Y 0 0 0 P U 
1410 20111022:0000 3117 699.0 2.2 -12.8 - - N 1 - - - U 
1410 20111022:0000 3626 656.0 - - 215 14.9 N - 1 - H U 
1410 20111022:0000 3638 655.0 -1.9 -13.9 - - N 1 - - - U 
1410 20111022:0000 3897 634.0 -2.5 -38.5 - - N 1 - - - U 
1410 20111022:0000 4226 608.0 - - 225 19.0 N - 1 - H U 
1410 20111022:0000 5732 500.0 -16.3 -43.3 240 19.0 Y 0 0 0 P U 
1410 20111022:0000 5853 492.0 -17.3 -44.3 - - N 1 - - - U 
1410 20111022:0000 6026 481.0 - - 245 19.0 N - 1 - H U 
1410 20111022:0000 6734 437.0 -21.5 -56.5 - - N 1 - - - U 
1410 20111022:0000 6926 426.0 - - 240 19.0 N - 1 - H U 
1410 20111022:0000 7226 408.0 - - 255 20.1 N - 1 - H U 
1410 20111022:0000 7379 400.0 -26.9 -57.9 260 20.6 Y 0 0 0 P U 
1410 20111022:0000 7826 375.0 - - 270 22.6 N - 1 - H U 
1410 20111022:0000 8426 344.0 - - 275 21.1 N - 1 - H U 
1410 20111022:0000 9030 316.0 -41.3 -63.3 - - N 1 - - - U 
1410 20111022:0000 9381 300.0 -43.7 -64.7 260 18.5 Y 0 0 0 P U 
1410 20111022:0000 9626 289.0 - - 255 18.0 N - 1 - H U 
1410 20111022:0000 10226 264.0 - - 245 20.6 N - 1 - H U 
1410 20111022:0000 10526 252.0 - - 255 22.6 N - 1 - H U 
1410 20111022:0000 10586 250.0 -51.3 -69.3 255 23.2 Y 0 0 0 P U 
1410 20111022:0000 11097 231.0 -53.9 -72.9 - - N 3 - - - U 
1410 20111022:0000 11126 230.0 - - 255 24.2 N - 1 - H U 
1410 20111022:0000 11726 209.0 - - 240 27.3 N - 1 - H U 
1410 20111022:0000 12024 200.0 -53.5 -79.5 245 30.9 Y 0 0 0 P U 
1410 20111022:0000 12187 195.0 - - 250 32.9 N - 2 - P U 
1410 20111022:0000 12326 191.0 - - 250 32.9 N - 1 - H U 
1410 20111022:0000 12424 188.0 -52.1 -79.1 - - N 1 - - - U 
1410 20111022:0000 13837 151.0 -54.1 -86.1 250 27.8 N 1 1 - H U 
1410 20111022:0000 13880 150.0 -54.3 -87.3 245 28.3 Y 0 0 0 P U 
1410 20111022:0000 14426 137.0 - - 235 27.8 N - 1 - H U 
1410 20111022:0000 15326 119.0 - - 245 24.2 N - 1 - H U 
1410 20111022:0000 15926 108.0 - - 245 20.1 N - 1 - H U 
1410 20111022:0000 16362 101.0 -63.7 - - - N 1 - - - U 
1410 20111022:0000 16423 100.0 -63.5 - 225 18.0 Y 0 0 0 P U 
1410 20111022:0000 16526 98.3 - - 225 19.6 N - 1 - H U 
1410 20111022:0000 16826 93.6 - - 205 16.0 N - 1 - H U 
1410 20111022:0000 16933 92.0 -65.3 - - - N 3 - - - U 
1410 20111022:0000 17126 89.2 - - 245 16.0 N - 1 - H U 
1410 20111022:0000 17209 88.0 -57.5 -86.5 - - N 1 - - - U 
1410 20111022:0000 17429 85.0 -56.1 -88.1 205 5.1 N 1 1 - H U 
1410 20111022:0000 17726 81.1 - - 175 5.1 N - 1 - H U 
1410 20111022:0000 17970 78.0 -60.9 - - - N 1 - - - U 
1410 20111022:0000 18626 70.2 - - 285 1.0 N - 1 - H U 
1410 20111022:0000 18648 70.0 -57.9 -89.9 240 1.5 Y 0 0 0 P U 
1410 20111022:0000 18739 69.0 -56.7 -88.7 - - N 1 - - - U 
1410 20111022:0000 19826 58.1 - - 150 5.1 N - 1 - H U 
1410 20111022:0000 19836 58.0 -58.3 -89.3 - - N 1 - - - U 
1410 20111022:0000 20426 52.8 - - 115 5.1 N - 1 - H U 
1410 20111022:0000 20726 50.4 - - 70 5.1 N - 1 - H U 
1410 20111022:0000 20776 50.0 -55.7 -87.7 75 5.7 Y 0 0 0 P U 
1410 20111022:0000 21026 48.1 - - 100 10.3 N - 1 - H U 
1410 20111022:0000 21326 45.9 - - 85 6.2 N - 1 - H U 
1410 20111022:0000 21626 43.8 - - 105 8.8 N - 1 - H U 
1410 20111022:0000 21926 41.8 - - 75 10.3 N - 1 - H U 
1410 20111022:0000 22708 37.0 -52.7 -85.7 - - N 1 - - - U 
1410 20111022:0000 22826 36.3 - - 105 12.4 N - 1 - H U 
1410 20111022:0000 23126 34.7 - - 105 11.8 N - 1 - H U 
1410 20111022:0000 23426 33.1 - - 85 14.9 N - 1 - H U 
1410 20111022:0000 23726 31.6 - - 110 15.4 N - 1 - H U 
1410 20111022:0000 24061 30.0 -53.1 -86.1 95 17.0 Y 0 0 0 P U 
1410 20111022:0000 24626 27.5 - - 70 19.0 N - 1 - H U 
1410 20111022:0000 24926 26.2 - - 85 17.5 N - 1 - H U 
1410 20111022:0000 24983 26.0 -53.5 -86.5 - - N 1 - - - U 
1410 20111022:1200 26 1015.0 16.0 11.3 260 7.2 Y 4 4 - H U 
1410 20111022:1200 152 1000.0 14.2 9.2 - - Y 0 - 2 - U 
1410 20111022:1200 326 979.0 - - 245 7.7 N - 1 - H U 
1410 20111022:1200 626 945.0 - - 245 9.3 N - 1 - H U 
1410 20111022:1200 804 925.0 8.0 7.1 - - Y 0 - 0 - U 
1410 20111022:1200 926 911.0 - - 245 11.3 N - 1 - H U 
1410 20111022:1200 957 908.0 6.8 6.0 - - N 1 - - - U 
1410 20111022:1200 1012 902.0 12.2 3.2 - - N 1 - - - U 
1410 20111022:1200 1068 896.0 12.8 -4.2 - - N 1 - - - U 
1410 20111022:1200 1324 869.0 11.4 -11.6 - - N 1 - - - U 
1410 20111022:1200 1508 850.0 10.2 -6.8 235 16.0 Y 0 0 0 P U 
1410 20111022:1200 1526 848.0 - - 235 16.0 N - 1 - H U 
1410 20111022:1200 1896 811.0 6.8 -5.2 - - N 1 - - - U 
1410 20111022:1200 2126 789.0 - - 235 17.5 N - 1 - H U 
1410 20111022:1200 2246 777.0 4.0 -11.0 - - N 1 - - - U 
1410 20111022:1200 2630 741.0 0.8 -5.2 - - N 1 - - - U 
1410 20111022:1200 2726 732.0 - - 230 19.0 N - 1 - H U 
1410 20111022:1200 2816 724.0 -0.5 -10.5 - - N 1 - - - U 
1410 20111022:1200 2939 713.0 0.4 -32.6 - - N 1 - - - U 
1410 20111022:1200 2995 708.0 0.6 -30.4 - - N 1 - - - U 
1410 20111022:1200 3052 703.0 0.0 -9.0 - - N 1 - - - U 
1410 20111022:1200 3086 700.0 0.0 -8.0 230 20.1 Y 0 0 0 P U 
1410 20111022:1200 3120 697.0 -0.1 -8.1 - - N 1 - - - U 
1410 20111022:1200 3306 681.0 -1.5 -7.5 - - N 1 - - - U 
1410 20111022:1200 3326 679.0 - - 230 20.6 N - 1 - H U 
1410 20111022:1200 3436 670.0 -2.1 -21.1 - - N 1 - - - U 
1410 20111022:1200 3762 643.0 -4.3 -7.8 - - N 1 - - - U 
1410 20111022:1200 3836 637.0 -4.9 -8.4 - - N 1 - - - U 
1410 20111022:1200 3898 632.0 -4.9 -20.9 - - N 1 - - - U 
1410 20111022:1200 4099 616.0 -5.7 -11.7 - - N 1 - - - U 
1410 20111022:1200 4226 606.0 - - 220 18.0 N - 1 - H U 
1410 20111022:1200 4526 583.0 - - 215 18.5 N - 1 - H U 
1410 20111022:1200 4649 574.0 -9.9 -16.9 - - N 1 - - - U 
1410 20111022:1200 4812 562.0 -10.9 -42.9 - - N 1 - - - U 
1410 20111022:1200 4826 561.0 - - 225 16.0 N - 1 - H U 
1410 20111022:1200 4992 549.0 -11.7 -45.7 - - N 1 - - - U 
1410 20111022:1200 5218 533.0 -13.5 -35.5 - - N 1 - - - U 
1410 20111022:1200 5333 525.0 -14.3 -21.3 - - N 1 - - - U 
1410 20111022:1200 5493 514.0 -15.5 -20.5 - - N 1 - - - U 
1410 20111022:1200 5701 500.0 -16.9 -22.9 235 21.6 Y 0 0 0 P U 
1410 20111022:1200 5868 489.0 -17.7 -26.7 - - N 1 - - - U 
1410 20111022:1200 5929 485.0 -17.9 -23.9 - - N 1 - - - U 
1410 20111022:1200 6732 435.0 -24.7 -28.3 - - N 1 - - - U 
1410 20111022:1200 7226 406.0 - - 250 21.6 N - 1 - H U 
1410 20111022:1200 7338 400.0 -28.5 -34.5 250 22.6 Y 0 0 0 P U 
1410 20111022:1200 7826 373.0 - - 260 21.1 N - 1 - H U 
1410 20111022:1200 8726 328.0 - - 245 27.8 N - 1 - H U 
1410 20111022:1200 9338 300.0 -43.3 -56.3 250 28.8 Y 0 0 0 P U 
1410 20111022:1200 9612 288.0 -45.3 -61.3 - - N 1 - - - U 
1410 20111022:1200 10137 266.0 -50.1 -58.1 - - N 1 - - - U 
1410 20111022:1200 10526 251.0 - - 250 28.3 N - 1 - H U 
1410 20111022:1200 10541 250.0 -52.1 -67.1 250 27.8 Y 0 0 0 P U 
1410 20111022:1200 10826 239.0 - - 255 26.8 N - 1 - H U 
1410 20111022:1200 10995 233.0 -54.3 -70.3 - - N 3 - - - U 
1410 20111022:1200 11126 228.0 - - 260 30.4 N - 1 - H U 
1410 20111022:1200 11367 220.0 -50.1 -75.1 - - N 1 - - - U 
1410 20111022:1200 11701 209.0 - - 250 36.0 N - 2 - P U 
1410 20111022:1200 11726 208.0 - - 250 36.0 N - 1 - H U 
1410 20111022:1200 11988 200.0 -51.5 -80.5 250 32.9 Y 0 0 0 P U 
1410 20111022:1200 12926 173.0 - - 255 29.9 N - 1 - H U 
1410 20111022:1200 13007 171.0 -50.9 -83.9 - - N 1 - - - U 
1410 20111022:1200 13526 158.0 - - 240 25.7 N - 1 - H U 
1410 20111022:1200 13855 150.0 -53.9 -86.9 245 21.1 Y 0 0 0 P U 
1410 20111022:1200 14126 144.0 - - 250 19.6 N - 1 - H U 
1410 20111022:1200 14426 137.0 - - 265 22.1 N - 1 - H U 
1410 20111022:1200 15026 125.0 - - 255 20.1 N - 1 - H U 
1410 20111022:1200 15926 108.0 - - 270 16.0 N - 1 - H U 
1410 20111022:1200 16408 100.0 -62.7 - 245 7.7 Y 1 0 0 P U 
1410 20111022:1200 16526 98.1 - - 245 7.7 N - 1 - H U 
1410 20111022:1200 16788 94.0 -64.3 - - - N 3 - - - U 
1410 20111022:1200 16826 93.4 - - 245 16.0 N - 1 - H U 
1410 20111022:1200 17125 89.0 -60.7 - - - N 1 - - - U 
1410 20111022:1200 17426 84.8 - - 170 5.1 N - 1 - H U 
1410 20111022:1200 17726 80.8 - - 195 1.5 N - 1 - H U 
1410 20111022:1200 18030 77.0 -59.3 -90.3 - - N 1 - - - U 
1410 20111022:1200 18326 73.4 - - 230 7.7 N - 1 - H U 
1410 20111022:1200 18363 73.0 -60.9 - - - N 1 - - - U 
1410 20111022:1200 18626 70.0 -57.9 -89.9 195 3.1 Y 0 1 0 P U 
1410 20111022:1200 18903 67.0 -56.5 -88.5 - - N 1 - - - U 
1410 20111022:1200 19226 63.7 - - 95 6.2 N - 1 - H U 
1410 20111022:1200 19293 63.0 -57.3 -89.3 - - N 1 - - - U 
1410 20111022:1200 19526 60.7 - - 65 5.1 N - 1 - H U 
1410 20111022:1200 19826 57.9 - - 85 6.7 N - 1 - H U 
1410 20111022:1200 20126 55.3 - - 95 5.7 N - 1 - H U 
1410 20111022:1200 20426 52.7 - - 85 7.7 N - 1 - H U 
1410 20111022:1200 20726 50.3 - - 100 11.3 N - 1 - H U 
1410 20111022:1200 20762 50.0 -55.1 -87.1 100 9.8 Y 0 0 0 P U 
1410 20111022:1200 21026 48.0 - - 75 8.2 N - 1 - H U 
1410 20111022:1200 21626 43.7 - - 80 10.8 N - 1 - H U 
1410 20111022:1200 22526 38.0 - - 70 11.3 N - 1 - H U 
1410 20111022:1200 22826 36.3 - - 95 10.3 N - 1 - H U 
1410 20111022:1200 22878 36.0 -51.5 -84.5 - - N 1 - - - U 
1410 20111022:1200 23126 34.6 - - 70 10.8 N - 1 - H U 
1410 20111022:1200 23726 31.6 - - 80 9.8 N - 1 - H U 
1410 20111022:1200 24026 30.2 - - 100 14.4 N - 1 - H U 
1410 20111022:1200 24061 30.0 -52.1 -85.1 100 15.4 Y 0 0 0 P U 
1410 20111022:1200 24986 26.0 -53.1 -86.1 - - N 1 - - - U 
1410 20111022:1200 26426 20.8 - - 65 20.6 N - 1 - H U 
1410 20111022:1200 26686 20.0 -50.9 -84.9 70 20.1 Y 0 0 0 P U 
1410 20111022:1200 27326 18.1 - - 90 24.2 N - 1 - H U 
1410 20111022:1200 27926 16.5 - - 70 28.8 N - 1 - H U 
1410 20111022:1200 28826 14.4 - - 70 30.9 N - 1 - H U 
1410 20111022:1200 29021 14.0 -48.5 -82.5 70 30.9 N 1 3 - P U 
1410 20111022:1200 29126 13.8 - - 75 29.9 N - 1 - H U 
1410 20111023:0000 26 1016.0 14.4 13.4 260 2.1 Y 4 4 - H U 
1410 20111023:0000 160 1000.0 13.6 12.5 - - Y 0 - 0 - U 
1410 20111023:0000 326 980.0 - - 215 5.1 N - 1 - H U 
1410 20111023:0000 626 946.0 - - 200 5.7 N - 1 - H U 
1410 20111023:0000 814 925.0 9.6 7.5 - - Y 0 - 0 - U 
1410 20111023:0000 926 913.0 - - 190 5.7 N - 1 - H U 
1410 20111023:0000 1217 881.0 6.2 6.2 - - N 1 - - - U 
1410 20111023:0000 1426 859.0 8.4 4.0 - - N 1 - - - U 
1410 20111023:0000 1513 850.0 7.8 2.8 190 6.2 Y 0 0 0 P U 
1410 20111023:0000 1526 849.0 - - 190 6.2 N - 1 - H U 
1410 20111023:0000 1826 818.0 - - 195 5.7 N - 1 - H U 
1410 20111023:0000 2126 788.0 - - 180 3.6 N - 1 - H U 
1410 20111023:0000 2599 744.0 0.8 -8.2 - - N 1 - - - U 
1410 20111023:0000 2726 732.0 - - 180 6.2 N - 1 - H U 
1410 20111023:0000 2852 721.0 1.2 -12.8 - - N 1 - - - U 
1410 20111023:0000 3090 700.0 0.4 -9.6 180 11.3 Y 0 0 0 P U 
1410 20111023:0000 3252 686.0 -0.7 -7.7 - - N 1 - - - U 
1410 20111023:0000 3326 680.0 - - 180 13.9 N - 1 - H U 
1410 20111023:0000 3926 630.0 - - 185 14.4 N - 1 - H U 
1410 20111023:0000 4019 623.0 -2.5 -25.5 - - N 1 - - - U 
1410 20111023:0000 4226 607.0 - - 180 13.9 N - 1 - H U 
1410 20111023:0000 4826 562.0 - - 165 16.0 N - 1 - H U 
1410 20111023:0000 4869 559.0 -8.5 -48.5 - - N 1 - - - U 
1410 20111023:0000 5426 520.0 - - 185 18.0 N - 1 - H U 
1410 20111023:0000 5723 500.0 -15.1 -47.1 180 17.5 Y 0 0 0 P U 
1410 20111023:0000 6026 480.0 - - 175 19.0 N - 1 - H U 
1410 20111023:0000 6188 470.0 -18.1 -49.1 - - N 1 - - - U 
1410 20111023:0000 7226 408.0 - - 200 23.2 N - 1 - H U 
1410 20111023:0000 7369 400.0 -28.3 -51.3 200 24.7 Y 0 0 0 P U 
1410 20111023:0000 7526 391.0 - - 200 25.2 N - 1 - H U 
1410 20111023:0000 8697 331.0 -39.3 -57.3 - - N 1 - - - U 
1410 20111023:0000 9363 300.0 -44.7 -61.7 200 22.6 Y 0 0 0 P U 
1410 20111023:0000 9626 288.0 - - 200 22.1 N - 1 - H U 
1410 20111023:0000 10109 268.0 -50.3 -68.3 - - N 1 - - - U 
1410 20111023:0000 10226 263.0 - - 210 34.0 N - 1 - H U 
1410 20111023:0000 10526 251.0 - - 205 31.4 N - 1 - H U 
1410 20111023:0000 10562 250.0 -51.7 -72.7 210 32.4 Y 0 0 0 P U 
1410 20111023:0000 10719 244.0 -52.3 -73.3 - - N 1 - - - U 
1410 20111023:0000 10826 240.0 - - 220 29.3 N - 1 - H U 
1410 20111023:0000 10935 236.0 -51.5 -73.5 - - N 1 - - - U 
1410 20111023:0000 11426 219.0 - - 230 35.0 N - 1 - H U 
1410 20111023:0000 11445 218.0 -55.7 -75.7 - - N 3 - - - U 
1410 20111023:0000 11504 216.0 - - 230 35.0 N - 2 - P U 
1410 20111023:0000 11995 200.0 -55.3 -77.3 240 24.2 Y 0 0 0 P U 
1410 20111023:0000 12026 199.0 - - 230 23.2 N - 1 - H U 
1410 20111023:0000 12427 187.0 -52.3 -81.3 - - N 1 - - - U 
1410 20111023:0000 12626 181.0 - - 245 30.9 N - 1 - H U 
1410 20111023:0000 13526 158.0 - - 235 26.8 N - 1 - H U 
1410 20111023:0000 13842 150.0 -55.9 -87.9 250 25.7 Y 0 0 0 P U 
1410 20111023:0000 14426 137.0 - - 250 22.1 N - 1 - H U 
1410 20111023:0000 14726 130.0 - - 240 20.1 N - 1 - H U 
1410 20111023:0000 15026 124.0 - - 250 21.6 N - 1 - H U 
1410 20111023:0000 15326 118.0 - - 245 16.5 N - 1 - H U 
1410 20111023:0000 15626 113.0 - - 245 13.9 N - 1 - H U 
1410 20111023:0000 15926 108.0 - - 235 13.9 N - 1 - H U 
1410 20111023:0000 16392 100.0 -61.1 - 255 11.3 Y 1 0 0 P U 
1410 20111023:0000 16526 97.9 - - 255 11.3 N - 1 - H U 
1410 20111023:0000 16710 95.0 -61.9 - - - N 3 - - - U 
1410 20111023:0000 16826 93.3 - - 270 11.8 N - 1 - H U 
1410 20111023:0000 17047 90.0 -58.5 -88.5 - - N 1 - - - U 
1410 20111023:0000 17126 88.9 - - 300 10.3 N - 1 - H U 
1410 20111023:0000 17426 84.7 - - 295 11.8 N - 1 - H U 
1410 20111023:0000 17726 80.7 - - 230 12.9 N - 1 - H U 
1410 20111023:0000 18026 76.9 - - 155 5.1 N - 1 - H U 
1410 20111023:0000 18326 73.3 - - 260 0.5 N - 1 - H U 
1410 20111023:0000 18353 73.0 -61.9 - - - N 1 - - - U 
1410 20111023:0000 18614 70.0 -59.9 -90.9 210 4.6 Y 0 0 0 P U 
1410 20111023:0000 18626 69.9 - - 215 6.7 N - 1 - H U 
1410 20111023:0000 19481 61.0 -56.3 -88.3 - - N 1 - - - U 
1410 20111023:0000 19526 60.6 - - 95 6.7 N - 1 - H U 
1410 20111023:0000 19826 57.8 - - 115 5.7 N - 1 - H U 
1410 20111023:0000 20126 55.1 - - 85 7.2 N - 1 - H U 
1410 20111023:0000 20426 52.6 - - 70 2.1 N - 1 - H U 
1410 20111023:0000 20746 50.0 -55.7 -87.7 50 2.6 Y 0 0 0 P U 
1410 20111023:0000 21007 48.0 -54.9 -86.9 - - N 1 - - - U 
1410 20111023:0000 21026 47.9 - - 105 8.2 N - 1 - H U 
1410 20111023:0000 21326 45.7 - - 80 9.3 N - 1 - H U 
1410 20111023:0000 21926 41.6 - - 80 8.8 N - 1 - H U 
1410 20111023:0000 22226 39.7 - - 70 8.8 N - 1 - H U 
1410 20111023:0000 22526 37.9 - - 80 11.8 N - 1 - H U 
1410 20111023:0000 22826 36.2 - - 70 16.0 N - 1 - H U 
1410 20111023:0000 23126 34.5 - - 80 10.3 N - 1 - H U 
1410 20111023:0000 23426 33.0 - - 85 14.4 N - 1 - H U 
1410 20111023:0000 24032 30.0 -52.1 -85.1 65 11.8 Y 0 0 0 P U 
1410 20111023:0000 24965 26.0 -49.3 -83.3 - - N 1 - - - U 
1410 20111023:0000 26681 20.0 -50.5 -84.5 80 18.5 Y 1 0 0 P U 
1410 20111023:0000 28576 15.0 -46.3 -81.3 - - N 1 - - - U 
1410 20111023:1200 26 1019.0 16.0 12.7 260 2.6 Y 4 4 - H U 
1410 20111023:1200 186 1000.0 13.8 10.9 - - Y 0 - 0 - U 
1410 20111023:1200 326 983.0 - - 230 2.1 N - 1 - H U 
1410 20111023:1200 599 952.0 10.0 8.8 - - N 1 - - - U 
1410 20111023:1200 626 949.0 - - 235 5.7 N - 1 - H U 
1410 20111023:1200 838 925.0 8.6 6.4 - - Y 0 - 0 - U 
1410 20111023:1200 926 915.0 - - 225 5.7 N - 1 - H U 
1410 20111023:1200 1226 882.0 - - 245 5.1 N - 1 - H U 
1410 20111023:1200 1400 864.0 5.0 4.4 - - N 1 - - - U 
1410 20111023:1200 1526 851.0 - - 220 6.2 N - 1 - H U 
1410 20111023:1200 1534 850.0 6.4 2.1 220 6.2 Y 1 0 0 P U 
1410 20111023:1200 1950 808.0 6.2 -3.8 - - N 1 - - - U 
1410 20111023:1200 2126 791.0 - - 215 6.7 N - 1 - H U 
1410 20111023:1200 2218 782.0 4.8 -4.2 - - N 1 - - - U 
1410 20111023:1200 2281 776.0 4.6 -10.4 - - N 1 - - - U 
1410 20111023:1200 2426 762.0 - - 240 8.8 N - 1 - H U 
1410 20111023:1200 2569 749.0 2.8 -9.2 - - N 1 - - - U 
1410 20111023:1200 2700 737.0 3.2 -32.8 - - N 1 - - - U 
