date,percentile.no2,percentile.pm10,percentile.pm2.5,X,BH.photo,BH.met,ceilmoter.signal,ceilometer.signal.giulio,kidson.type,wd,ws,t,blh.12,percent.point,pm10.pn,pm2.5.pn,no2.pn,no2.qs,nox.qs,sp,dry,bh.1,hinv,oinv,year,kidson.group
8/08/13,<75th,<75th,<75th,100,1,NOBH,2,shallow,HE,N,2.5,17.4,200,16,12,7,22,42.9,164.4,UP,DRY,NOBH,,,2013,blocking
19/08/13,>75th,<75th,>75th,111,0,NOBH,NA,shallow,NE,WSW,1.5,13.4,550,21,18,10,33,45.2,160.3,UP,,NOBH,,,2013,blocking
23/08/13,>90th,<75th,>75th,115,0,NOBH,NA,shallow,TNW,SSW,2.1,11.4,850,15,17,11,39,55.2,216.1,UP,,NOBH,,,2013,through
24/08/13,<75th,<75th,<75th,116,NA,NOBH,2,shallow,HE,NNE,3.6,15.1,200,19,10,5,15,40.1,138.3,UP,DRY,NOBH,,,2013,blocking
26/08/13,<75th,<75th,<75th,118,0,NOBH,2,shallow,W,W,3,14.8,400,22,15,7,28,50.7,164.8,UP,,NOBH,,X,2013,zonal
28/08/13,<75th,<75th,<75th,120,1,NOBH,2,shallow,HE,WNW,3.7,16.7,850,16,15,7,30,49.1,169.6,UP,,NOBH,,,2013,blocking
1/05/14,>75th,<75th,>75th,124,0,NOBH,NA,shallow,TNW,WSW,2.2,18.2,1150,29,18,10,25,57.4,221.8,SP2,DRY,NOBH,,X,2014,through
2/05/14,>90th,>75th,>75th,125,0,NOBH,2,shallow,TNW,WSW,1.6,18.4,830,34,19,11,27,56.3,237.3,SP2,DRY,NOBH,,X,2014,through
11/05/14,<75th,<75th,>75th,134,0,NOBH,NA,shallow,NA,W,0.8,19,1050,21,18,11,19,49.1,154.7,SP1?,NA,NOBH,,,2014,NA
12/05/14,>75th,<75th,<75th,135,0,NOBH,NA,shallow,NA,N,1.5,17.9,1300,22,13,8,24,60.8,214.7,SP1?,NA,NOBH,,,2014,NA
16/05/14,<75th,<75th,>75th,139,0,NOBH,NA,shallow,W,SSW,3.7,14.8,450,6,18,9,21,54.8,165.7,SP2,DRY,NOBH,,X,2014,zonal
17/05/14,>75th,>75th,>75th,140,0,NOBH,NA,shallow,T,SW,6.1,16.1,1100,32,20,11,24,60,183.2,SP2,DRY,NOBH,,X,2014,through
20/05/14,>95th,>75th,>75th,143,0,NOBH,NA,shallow,W,SW,3.4,17.8,800,58,20,10,32,65.4,236.8,SP2,DRY,NOBH,,X,2014,zonal
28/05/14,>95th,>95th,>95th,151,2,BH,NA,shallow,SW,W,1.3,13.1,NA,NA,33,27,42,69.5,306.1,SP1,DRY,NOBH,X,,2014,through
14/06/14,<75th,>90th,>95th,168,0,NOBH,2,shallow,HSE,WSW,3,14.2,NA,NA,23,18,22,53.9,170.4,SP1,DRY,BH,X,X,2014,blocking
15/06/14,>75th,>95th,>95th,169,3,BH,2,shallow,H,WSW,0.8,14.9,200,42,31,21,26,NA,NA,SP1,DRY,BH,X,,2014,zonal
23/06/14,>90th,>75th,>90th,177,NA,BH?,1,shallow,HSE,WSW,1.4,13.2,200,64,22,12,27,54,185.2,SP2,DRY,BH?,X,X,2014,blocking
29/06/14,>75th,>95th,>75th,183,NA,BH?,0,shallow,HSE,WNW,1.2,16,200,55,24,10,26,55.8,137.5,SP2,DRY,BH?,,X,2014,blocking
14/07/14,<75th,>75th,>95th,198,NA,BH?,2,shallow,SW,SSE,1.4,9.7,100,72,22,15,21,59,206.1,SP1,DRY,BH?,X,,2014,through
16/07/14,<75th,>75th,>90th,200,NA,NOBH,NA,shallow,HSE,S,2.3,11.9,NA,NA,21,13,22,48.7,146,SP2,DRY,NOBH,,,2014,blocking
26/07/14,<75th,>75th,<75th,210,0,NOBH,NA,shallow,HSE,W,1.5,14.8,1050,24,19,7,21,38.3,107.8,SP2,DRY,NOBH,,,2014,blocking
18/08/14,>90th,>75th,>75th,233,NA,NOBH,1,shallow,HNW,W,1.5,15,400,38,20,11,27,51.5,134.7,SP2,DRY,NOBH,,X,2014,zonal
23/08/14,<75th,>95th,<75th,238,0,NOBH,NA,shallow,H,SW,6.5,14,1050,50,24,7,22,43.1,97.9,SP1,DRY,BH?,,X,2014,zonal
24/08/14,<75th,<75th,<75th,239,0,NOBH,NA,shallow,HNW,WSW,2.8,14.8,NA,NA,12,8,13,38.5,85.7,SP1,DRY,NOBH,,,2014,zonal
6/05/15,<75th,>75th,<75th,252,1,NOBH,NA,shallow,W,W,4.8,20.1,800,NA,19,13,9.4,NA,NA,SP2,DRY,NA,NA,NA,2015,zonal
7/05/15,<75th,<75th,<75th,253,0,NOBH,NA,shallow,T,NW,3.7,20.9,228,NA,18,13,6.2,NA,NA,SP1,,NA,NA,NA,2015,through
16/05/15,<75th,<75th,<75th,262,0,NOBH,NA,shallow,W,SW,3.7,16,930,NA,16,11,29.9,NA,NA,UP,,NA,NA,NA,2015,zonal
20/05/15,>75th,>90th,>75th,266,0,NOBH,1,shallow,W,SW,3.4,16.6,1456,NA,27,18,36.6,NA,NA,SP2,DRY,NA,NA,NA,2015,zonal
21/05/15,<75th,<75th,<75th,267,0,NOBH,NA,shallow,H,W,5.2,17.1,647,NA,14,11,23.3,NA,NA,UP,DRY,NA,NA,NA,2015,zonal
23/05/15,<75th,<75th,<75th,269,0,NOBH,NA,shallow,H,W,7.9,13.3,151,NA,17,13,23,NA,NA,SP1,,NA,NA,NA,2015,zonal
2/06/15,<75th,<75th,<75th,279,0,NOBH,NA,shallow,TNW,S,2.7,18,433,NA,14,11,6,NA,NA,UP,,NA,NA,NA,2015,through
6/06/15,>75th,>95th,>95th,283,0,NOBH,NA,shallow,H,NW,1,14,867,NA,40,31,31.5,NA,NA,SP1,DRY,NA,NA,NA,2015,zonal
9/06/15,>75th,>95th,>95th,286,0,NOBH,NA,shallow,W,NE,7.3,15.1,1295,NA,33,24,33,NA,NA,SP1,DRY,NA,NA,NA,2015,zonal
17/06/15,>75th,>75th,>75th,294,1,NOBH,NA,shallow,H,W,8.6,15.1,204,NA,25,18,38.3,NA,NA,SP2,DRY,NA,NA,NA,2015,zonal
4/07/15,<75th,<75th,<75th,311,0,NOBH,NA,shallow,T,SW,3.4,14.2,302,NA,15,12,23.5,NA,NA,UP,,NA,NA,NA,2015,through
22/07/15,>75th,>90th,>90th,329,2,BH,2,shallow,T,SW,3.6,14.3,500,NA,28,19,35.7,NA,NA,UP,,NA,NA,NA,2015,through
23/07/15,>75th,>95th,>95th,330,3,BH,2,shallow,SW,SW,8.7,12,672,NA,38,25,35.7,NA,NA,SP2,DRY,NA,NA,NA,2015,through
27/07/15,<75th,<75th,<75th,334,0,NOBH,NA,shallow,SW,SW,3.9,14.4,116,NA,15,11,14.3,NA,NA,SP1,,NA,NA,NA,2015,through
1/08/15,<75th,<75th,<75th,339,0,NOBH,NA,shallow,HE,NE,4.2,14.7,1446,NA,17,12,30.7,NA,NA,SP2,DRY,NA,NA,NA,2015,blocking
4/08/15,<75th,<75th,<75th,342,0,NOBH,NA,shallow,W,SW,1.7,16.7,1200,NA,11,7,15.6,NA,NA,UP,,NA,NA,NA,2015,zonal
5/08/15,<75th,<75th,<75th,343,0,NOBH,NA,shallow,TNW,SW,11.3,12.2,151,NA,17,12,24.5,NA,NA,UP,,NA,NA,NA,2015,through
6/08/15,<75th,<75th,<75th,344,0,NOBH,NA,shallow,T,W,9.2,16.3,984,NA,17,11,23.4,NA,NA,UP,,NA,NA,NA,2015,through
24/08/15,<75th,<75th,<75th,362,0,NOBH,NA,shallow,W,W,2.8,16.6,1895,NA,8,5,10.5,NA,NA,UP,,NA,NA,NA,2015,zonal
28/08/15,<75th,>90th,>90th,366,2,BH,2,shallow,SW,E,6.3,15.8,228,NA,28,20,27.1,NA,NA,SP2,DRY,NA,NA,NA,2015,through
29/08/15,<75th,>75th,>75th,367,NA,NOBH,1,shallow,R,E,6.2,14.8,1164,NA,20,14,14.4,NA,NA,SP2,DRY,NA,NA,NA,2015,blocking
31/08/15,<75th,<75th,<75th,369,0,NOBH,2,shallow,HE,E,5,14.5,209,NA,18,13,16.1,NA,NA,UP,,NA,NA,NA,2015,blocking
1/05/13,>75th,>95th,>75th,1,0,NOBH,NA,,HSE,SSW,3.1,18.6,550,37,28,11,34,38.9,88.6,SP1,DRY,NOBH,,X,2013,blocking
2/05/13,<75th,<75th,<75th,2,0,NOBH,NA,,R,NNE,4.5,19.9,700,79,9,5,13,30.6,68.4,UP,,NOBH,,X,2013,blocking
3/05/13,<75th,<75th,<75th,3,0,NOBH,NA,,R,NE,4.6,19.2,750,25,16,5,15,34.8,104.8,SP2,,NOBH,,,2013,blocking
4/05/13,<75th,<75th,<75th,4,0,NOBH,NA,,TSW,NE,5,14.4,50,39,9,4,10,24.3,47.5,UP,,NOBH,,,2013,through
5/05/13,<75th,<75th,<75th,5,0,NOBH,NA,,TSW,N,4.3,16.7,750,29,12,5,8,37.6,92,UP,,NOBH,,,2013,through
6/05/13,<75th,<75th,<75th,6,0,NOBH,NA,,SW,N,6.2,11.9,600,23,18,7,19,44.7,130.3,UP,,NOBH,,,2013,through
8/05/13,<75th,<75th,<75th,8,0,NOBH,NA,,H,E,3,14.3,250,27,13,5,22,21.4,36.8,UP,,NOBH,,,2013,zonal
9/05/13,>75th,<75th,>75th,9,0,NOBH,NA,,HNW,ENE,0.7,13.5,300,27,16,11,35,43.6,152,UP,,NOBH,,,2013,zonal
10/05/13,>75th,<75th,<75th,10,0,NOBH,NA,,HW,NE,5.5,15.3,750,22,14,9,33,56.7,236.8,UP,,NOBH,,,2013,blocking
11/05/13,>75th,<75th,<75th,11,0,NOBH,NA,,HSE,SSE,2.9,14.4,1850,38,15,7,33,29.1,62.5,UP,DRY,NOBH,,,2013,blocking
12/05/13,<75th,<75th,<75th,12,0,NOBH,NA,,R,SSW,2.8,16.2,NA,NA,11,9,28,34.8,93.1,SP1,DRY,NOBH,,X,2013,blocking
17/05/13,<75th,<75th,<75th,17,0,NOBH,NA,,H,NE,7,16.2,400,42,10,4,7,39.7,98.8,UP,,NOBH,,,2013,zonal
18/05/13,<75th,<75th,<75th,18,0,NOBH,NA,,H,W,4.4,18.7,900,17,13,4,18,49.3,146.1,UP,,NOBH,,,2013,zonal
19/05/13,<75th,<75th,<75th,19,0,NOBH,NA,,HNW,WNW,6.8,17.4,50,34,14,5,11,51.4,135.5,UP,,NOBH,,,2013,zonal
20/05/13,<75th,>75th,<75th,20,0,NOBH,NA,,TSW,W,1.1,18.3,450,20,22,8,28,51.8,151.5,UP,DRY,NOBH,,,2013,through
21/05/13,<75th,<75th,<75th,21,0,NOBH,NA,,HSE,NNE,4.3,17.9,750,8,9,4,18,42.4,112.8,UP,,NOBH,,,2013,blocking
22/05/13,<75th,<75th,<75th,22,0,NOBH,NA,,R,NNE,3.2,14.7,850,31,12,5,25,54.2,179.4,UP,,NOBH,,,2013,blocking
23/05/13,<75th,<75th,<75th,23,0,NOBH,NA,,R,W,8,15.5,50,18,15,5,24,62.8,188,UP,,NOBH,,X,2013,blocking
24/05/13,>75th,>75th,>90th,24,0,NOBH,NA,,TSW,W,1.2,16.8,950,40,22,13,34,47.5,169.7,SP2,DRY,NOBH,,,2013,through
25/05/13,<75th,<75th,<75th,25,0,NOBH,NA,,TSW,ENE,2.9,14.9,950,32,13,6,13,36.1,115.2,SP1,,NOBH,X,,2013,through
26/05/13,<75th,<75th,<75th,26,0,NOBH,NA,,SW,SW,6.1,17.3,1050,44,11,4,16,40.1,96.1,SP2,DRY,NOBH,,,2013,through
27/05/13,<75th,<75th,<75th,27,0,NOBH,NA,,H,WSW,6.9,17.4,1150,55,17,7,24,54.1,165.2,SP2,DRY,NOBH,,,2013,zonal
28/05/13,>75th,<75th,<75th,28,0,NOBH,NA,,H,SSE,5.1,7.2,350,33,15,5,33,46,110.4,UP,,NOBH,,,2013,zonal
29/05/13,>95th,>95th,>95th,29,0,NOBH,NA,,HNW,S,2.3,13,700,25,28,16,42,45.1,145.8,UP,DRY,NOBH,,X,2013,zonal
30/05/13,>95th,>75th,>75th,30,0,NOBH,NA,,H,WNW,2.6,15.1,250,32,21,12,40,51.8,204.6,UP,,NOBH,,,2013,zonal
31/05/13,>90th,<75th,>75th,31,0,NOBH,NA,,HSE,W,2.4,14,1300,60,13,10,39,51.1,203.6,UP,DRY,NOBH,,X,2013,blocking
1/06/13,<75th,<75th,<75th,32,NA,NOBH,NA,,W,WSW,4.6,15.6,1150,47,10,6,32,47.1,145.7,SP2,DRY,NOBH,,X,2013,zonal
2/06/13,<75th,<75th,>95th,33,NA,NOBH,NA,,TSW,W,2.4,16.2,1050,70,15,15,28,42.4,139.4,SP2,DRY,NOBH,,X,2013,through
4/06/13,<75th,<75th,<75th,35,0,NOBH,NA,,TSW,ENE,6.6,13.2,500,32,13,4,9,30.3,64.6,UP,,NOBH,,,2013,through
5/06/13,<75th,<75th,<75th,36,0,NOBH,NA,,HW,SE,5.2,15,650,23,14,6,27,28.4,57.3,UP,,NOBH,,,2013,blocking
6/06/13,>75th,<75th,<75th,37,0,NOBH,NA,,H,SSE,3.5,14.1,NA,NA,17,8,33,33.6,69.2,SP2,DRY,NOBH,,,2013,zonal
7/06/13,>90th,>75th,>75th,38,0,NOBH,NA,,HE,WSW,0.9,13.5,650,18,19,11,39,41.2,114.1,UP,,NOBH,,,2013,blocking
8/06/13,<75th,<75th,<75th,39,0,NOBH,NA,,HE,NE,6,15.9,1000,24,18,7,15,24.8,40.3,UP,DRY,NOBH,,,2013,blocking
12/06/13,<75th,>90th,<75th,43,0,NOBH,NA,,TSW,SSW,5.4,15.4,600,24,25,7,27,35.2,80.9,UP,,NOBH,,,2013,through
13/06/13,<75th,<75th,<75th,44,0,NOBH,NA,,TSW,SW,4.7,15.1,950,36,17,6,30,46.2,127.5,UP,DRY,NOBH,,X,2013,through
14/06/13,<75th,<75th,<75th,45,0,NOBH,NA,,TSW,WSW,2.1,13.3,350,46,15,9,31,44.9,124.6,UP,,NOBH,,,2013,through
15/06/13,<75th,<75th,<75th,46,0,NOBH,NA,,HW,NE,4.7,13.9,550,48,6,3,7,26.2,49.4,UP,DRY,NOBH,,,2013,blocking
16/06/13,<75th,<75th,<75th,47,0,NOBH,NA,,H,NE,8.8,13.9,400,21,13,3,6,27.9,52.1,UP,,NOBH,,,2013,zonal
17/06/13,<75th,<75th,<75th,48,0,NOBH,NA,,HE,NNW,3.6,16.8,750,32,14,6,14,44.8,131.1,UP,,NOBH,,,2013,blocking
18/06/13,<75th,<75th,<75th,49,0,NOBH,NA,,HE,NNE,3.2,18.2,200,47,14,5,10,47,139.1,UP,,NOBH,,,2013,blocking
19/06/13,<75th,<75th,<75th,50,0,NOBH,NA,,HSE,NNW,2.9,11.5,600,23,11,5,27,57.6,174.9,UP,,NOBH,,,2013,blocking
20/06/13,<75th,<75th,<75th,51,0,NOBH,NA,,TSW,W,7.3,10,600,18,11,5,19,57.2,161.5,UP,,NOBH,,,2013,through
21/06/13,<75th,>75th,<75th,52,0,NOBH,NA,,W,SW,7.4,12.7,1300,30,23,5,25,45.5,123.1,UP,,NOBH,,,2013,zonal
22/06/13,<75th,<75th,<75th,53,NA,NOBH,NA,,TSW,SW,8.7,13.1,1200,25,11,4,18,46.2,122.3,UP,DRY,NOBH,,X,2013,through
23/06/13,<75th,<75th,<75th,54,0,NOBH,NA,,TSW,WSW,6.9,8.7,850,25,7,5,22,40.3,95.3,UP,,NOBH,,,2013,through
24/06/13,>75th,>75th,>75th,55,0,NOBH,NA,,TSW,W,2,12.2,600,34,20,10,34,52.6,172.2,UP,,NOBH,,,2013,through
25/06/13,>75th,<75th,<75th,56,0,NOBH,NA,,HW,WSW,4.4,14.6,1450,18,15,6,35,52.4,132.8,SP2,DRY,NOBH,,X,2013,blocking
26/06/13,<75th,<75th,<75th,57,0,NOBH,NA,,H,NNE,1.4,13.2,550,29,10,6,29,42.8,106,UP,DRY,NOBH,,X,2013,zonal
27/06/13,<75th,<75th,<75th,58,0,NOBH,NA,,HE,SE,4.2,11,1000,25,11,7,32,24.6,43.5,SP2,DRY,NOBH,,X,2013,blocking
28/06/13,>75th,>90th,>95th,59,0,NOBH,NA,,HE,SSE,2.3,12.3,1650,11,25,17,36,37,124.5,SP1,DRY,NOBH,,,2013,blocking
29/06/13,>75th,>95th,>95th,60,1?,NOBH,NA,,HSE,WSW,1.4,11.8,NA,NA,43,27,33,42.7,164.1,SP1,DRY,NOBH,X,,2013,blocking
30/06/13,<75th,<75th,>75th,61,0,NOBH,NA,,HNW,W,1.4,12.2,1250,18,17,11,24,40.8,127.4,UP,DRY,NOBH,,,2013,zonal
1/07/13,>75th,<75th,>75th,62,0,NOBH,NA,,W,WSW,6.9,14.6,1300,44,18,10,36,50.8,179,UP,DRY,NOBH,,,2013,zonal
2/07/13,<75th,<75th,>75th,63,0,NOBH,NA,,W,NNW,3,15.1,1400,24,13,11,29,49.8,181.9,UP,DRY,NOBH,,X,2013,zonal
3/07/13,<75th,<75th,<75th,64,NA,NOBH,NA,,HNW,NE,3.4,12.8,450,15,14,6,18,44.3,93.8,UP,,NOBH,,X,2013,zonal
4/07/13,<75th,<75th,<75th,65,0,NOBH,NA,,W,S,3,15.2,500,31,17,8,32,34.9,77.2,UP,,NOBH,,,2013,zonal
5/07/13,>75th,<75th,>75th,66,0,NOBH,NA,,W,SW,2.1,14.7,800,57,16,10,34,44,109.3,SP1,DRY,NOBH,,X,2013,zonal
8/07/13,<75th,>75th,<75th,69,0,NOBH,NA,,HNW,SW,7,14.1,1550,22,19,7,29,53,128.9,UP,,NOBH,,,2013,zonal
9/07/13,>75th,<75th,<75th,70,0,NOBH,NA,,H,WNW,3.5,12.2,1300,39,16,8,36,65.1,196,UP,DRY,NOBH,,,2013,zonal
10/07/13,>75th,<75th,<75th,71,0,NOBH,NA,,H,WSW,6.5,11.6,1050,27,12,7,37,56.8,164,UP,,NOBH,,,2013,zonal
11/07/13,>90th,>75th,<75th,72,0,NOBH,NA,,W,SE,3.8,9.4,1450,63,19,8,38,40.8,94.3,UP,,NOBH,X,,2013,zonal
12/07/13,<75th,<75th,>75th,73,0,NOBH,NA,,W,NE,1.3,13,NA,NA,15,11,29,41.5,78.2,UP,,NOBH,,,2013,zonal
13/07/13,<75th,<75th,>75th,74,0,NOBH,NA,,HNW,SW,2.3,13,NA,NA,12,11,31,50.4,138.5,UP,,NOBH,,,2013,zonal
14/07/13,<75th,<75th,<75th,75,0,NOBH,NA,,W,SW,11.7,14.4,NA,NA,17,7,13,35.4,72.6,UP,,NOBH,,,2013,zonal
15/07/13,<75th,<75th,<75th,76,0,NOBH,NA,,W,SSW,5.8,9.9,NA,NA,15,6,23,34.3,66.2,SP1,DRY,NOBH,,,2013,zonal
16/07/13,>95th,>90th,>95th,77,0,NOBH,NA,,T,SSW,5,13,NA,NA,27,16,41,52.5,161.2,SP2,DRY,NOBH,,X,2013,through
17/07/13,>75th,>75th,>90th,78,0,NOBH,NA,,HNW,SW,4.9,13.8,1250,76,24,13,37,62.1,165.7,SP2,DRY,NOBH,,X,2013,zonal
18/07/13,>75th,<75th,<75th,79,0,NOBH,NA,,HNW,WSW,5.7,13.7,1300,61,13,5,36,61.9,144.6,SP2,DRY,NOBH,,X,2013,zonal
20/07/13,<75th,<75th,>75th,81,0,NOBH,NA,,H,WSW,0.9,16.1,1400,26,14,10,32,55.2,157.8,SP2,DRY,NOBH,,,2013,zonal
23/07/13,<75th,<75th,>95th,84,0,NOBH,NA,,HNW,NNE,1.7,14.5,1050,24,16,15,27,53,181.7,SP2,DRY,NOBH,,X,2013,zonal
24/07/13,<75th,<75th,>75th,85,0,NOBH,NA,,W,NNW,2.6,13,300,83,14,10,28,58.7,191,UP,,NOBH,,X,2013,zonal
25/07/13,<75th,<75th,<75th,86,NA,NOBH,NA,,W,WSW,6.3,15.6,900,59,15,5,23,58.5,164.7,UP,,NOBH,,,2013,zonal
26/07/13,<75th,<75th,<75th,87,0,NOBH,NA,,T,WSW,7.5,13.7,1250,60,16,6,30,55.2,132.5,SP2,DRY,NOBH,,X,2013,through
31/07/13,<75th,<75th,<75th,92,0,NOBH,NA,,W,ENE,5.1,15.5,1400,25,14,7,23,20.2,28.1,SP2,DRY,NOBH,,X,2013,zonal
1/08/13,<75th,<75th,<75th,93,0,NOBH,NA,,HSE,ENE,5.8,14.7,1100,30,18,4,13,14.2,18.8,UP,,NOBH,,X,2013,blocking
6/08/13,<75th,<75th,<75th,98,0,NOBH,NA,,W,W,3.9,17.9,500,16,16,7,31,49.8,154,UP,,NOBH,,,2013,zonal
7/08/13,<75th,<75th,<75th,99,0,NOBH,NA,,W,NNW,2.8,17.4,900,28,11,7,25,44.1,140.1,UP,,NOBH,,,2013,zonal
9/08/13,<75th,<75th,<75th,101,0,NOBH,NA,,NE,ENE,5.1,17.2,1900,3,14,7,31,23.4,49.9,UP,,NOBH,,,2013,blocking
10/08/13,<75th,<75th,<75th,102,0,NOBH,NA,,TSW,SSE,3,12.4,300,30,13,7,28,31.6,89.5,UP,,NOBH,,,2013,through
11/08/13,<75th,<75th,<75th,103,0,NOBH,NA,,HSE,WSW,12.5,13.5,800,43,18,4,9,36,95.1,UP,,NOBH,,,2013,blocking
12/08/13,<75th,<75th,<75th,104,0,NOBH,NA,,R,WSW,"10.,",11.9,400,44,16,5,17,56.7,149.8,UP,,NOBH,,,2013,blocking
13/08/13,<75th,>75th,<75th,105,0,NOBH,NA,,TNW,W,7.1,16.8,1150,24,22,7,19,49.5,164.2,UP,DRY,NOBH,,,2013,through
14/08/13,<75th,>95th,<75th,106,0,NOBH,NA,,HE,SW,7.6,15.3,600,24,28,7,25,55.3,177.7,UP,DRY,NOBH,,,2013,blocking
15/08/13,>90th,>75th,<75th,107,0,NOBH,NA,,HE,N,0,15.9,1300,27,21,6,39,57,177.9,SP2,DRY,NOBH,,X,2013,blocking
16/08/13,<75th,<75th,<75th,108,0,NOBH,NA,,W,NE,8.8,15.2,1100,42,11,5,28,42.2,110.9,UP,DRY,NOBH,,,2013,zonal
17/08/13,<75th,<75th,<75th,109,0,NOBH,NA,,W,NNE,5.4,15.6,1000,27,11,4,14,36.2,91.1,UP,,NOBH,,,2013,zonal
18/08/13,<75th,<75th,<75th,110,0,NOBH,NA,,HE,SW,3.8,15.7,1800,19,9,7,24,36.8,93.5,UP,,NOBH,,,2013,blocking
20/08/13,<75th,<75th,<75th,112,0,NOBH,NA,,TNW,ENE,5.3,14.9,1450,25,10,5,22,30.2,60.4,UP,,NOBH,,,2013,through
21/08/13,<75th,<75th,<75th,113,0,NOBH,NA,,HSE,NE,7.1,12.7,450,41,9,3,7,26.5,50.8,UP,,NOBH,,,2013,blocking
22/08/13,>75th,<75th,<75th,114,0,NOBH,NA,,R,WSW,0.9,17.6,800,36,16,8,36,55.5,168.7,UP,DRY,NOBH,,,2013,blocking
25/08/13,<75th,<75th,<75th,117,0,NOBH,NA,,HE,NW,2.3,15.9,550,30,11,5,17,38.6,95.8,UP,,NOBH,,,2013,blocking
27/08/13,<75th,<75th,<75th,119,0,NOBH,NA,,W,WSW,6.7,15.8,1200,25,18,8,32,55.2,176.5,UP,,NOBH,,,2013,zonal
29/08/13,<75th,<75th,<75th,121,0,NOBH,NA,,NE,WSW,6.3,13.8,1100,27,13,6,31,57.7,177.2,UP,,NOBH,,,2013,blocking
30/08/13,>75th,<75th,<75th,122,0,NOBH,NA,,HSE,SSE,4,10.3,500,22,11,6,37,37.4,102.9,UP,,NOBH,,,2013,blocking
31/08/13,<75th,<75th,<75th,123,0,NOBH,NA,,HSE,ESE,4.4,14.4,1350,33,9,5,29,26.9,61.7,UP,DRY,NOBH,,,2013,blocking
3/05/14,>75th,>75th,>75th,126,0,NOBH,NA,,NE,NW,2.8,20,NA,NA,19,11,24,48.9,203,UP,,NOBH,,X,2014,blocking
4/05/14,<75th,<75th,<75th,127,1?,NOBH,NA,,HE,NNE,3.2,21.1,NA,NA,12,8,13,31.8,95,SP1,DRY,NOBH,,,2014,blocking
5/05/14,<75th,<75th,<75th,128,0,NOBH,NA,,W,NNE,7.4,18.8,NA,NA,7,3,14,44.1,153.4,UP,,NOBH,,,2014,zonal
6/05/14,>95th,>75th,<75th,129,0,NOBH,NA,,W,W,4.8,21.7,NA,NA,21,8,39,59.2,231.9,UP,DRY,NOBH,,,2014,zonal
7/05/14,<75th,<75th,<75th,130,0,NOBH,NA,,T,NW,3.7,20.4,NA,NA,16,5,21,55.9,221.7,UP,,NOBH,,,2014,through
8/05/14,<75th,<75th,<75th,131,0,NOBH,NA,,SW,N,2.4,20.4,550,35,6,4,18,51.1,173.8,UP,,NOBH,,,2014,through
9/05/14,<75th,<75th,<75th,132,0,NOBH,NA,,SW,NNW,4.4,17.5,900,16,11,6,20,64.4,243.7,UP,,NOBH,,,2014,through
10/05/14,<75th,<75th,>75th,133,0,NOBH,NA,,HNW,S,2.5,17,NA,NA,14,9,18,50,140.3,UP,,NOBH,,,2014,zonal
13/05/14,<75th,<75th,<75th,136,0,NOBH,NA,,NE,NW,2.5,18.3,850,48,5,4,15,59.8,189.3,UP,,NOBH,,,2014,blocking
14/05/14,<75th,<75th,<75th,137,0,NOBH,NA,,HE,WSW,6.1,15.3,50,29,8,4,19,63.8,224.7,UP,,NOBH,,,2014,blocking
15/05/14,<75th,<75th,<75th,138,0,NOBH,NA,,W,SW,9,16.6,1200,21,13,6,21,61.6,186.1,UP,DRY,NOBH,,,2014,zonal
18/05/14,<75th,<75th,>90th,141,0,NOBH,NA,,SW,WSW,1.4,17.6,550,22,17,12,23,45,104.8,SP2,DRY,NOBH,,X,2014,through
19/05/14,>95th,>90th,>90th,142,0,NOBH,NA,,SW,SW,6.2,18.6,850,61,23,12,32,59.3,176.9,SP2,DRY,NOBH,,X,2014,through
21/05/14,>75th,<75th,<75th,144,0,NOBH,1,,TNW,W,5.2,17.8,750,22,13,7,26,69.1,239.7,UP,,NOBH,,,2014,through
22/05/14,>90th,>75th,<75th,145,0,NOBH,NA,,TNW,SW,6.7,16.2,1050,49,21,7,27,60,166.4,SP2,DRY,NOBH,,X,2014,through
23/05/14,<75th,<75th,<75th,146,0,NOBH,NA,,NE,W,7.9,17.2,900,26,17,4,22,70.9,240.5,UP,,NOBH,,X,2014,blocking
24/05/14,<75th,<75th,<75th,147,0,NOBH,NA,,HE,WNW,9.4,19.4,750,40,15,7,22,54.8,158.9,UP,,NOBH,,,2014,blocking
25/05/14,<75th,<75th,<75th,148,0,NOBH,NA,,W,WNW,3.7,18.9,450,38,17,6,21,46.8,131.6,UP,,NOBH,,,2014,zonal
26/05/14,<75th,<75th,<75th,149,0,NOBH,NA,,W,SSW,9.5,14.4,1300,13,16,6,23,55.8,120.8,SP2,DRY,NOBH,,X,2014,zonal
27/05/14,<75th,>95th,>90th,150,0,NOBH,NA,,T,SSE,2.2,12.1,NA,NA,24,13,23,48.4,120.4,SP1,DRY,BH?,,,2014,through
29/05/14,<75th,<75th,>75th,152,0,NOBH,NA,,SW,NW,6.2,16.2,500,30,17,9,20,61.1,217.3,UP,,NOBH,,,2014,through
30/05/14,<75th,<75th,<75th,153,0,NOBH,NA,,HW,SW,4.7,16.6,650,68,12,5,20,55.5,151.8,UP,,NOBH,,,2014,blocking
31/05/14,<75th,<75th,<75th,154,0,NOBH,NA,,TNW,SSE,2.2,14.8,1650,NA,12,7,13,43.3,112.3,UP,,NOBH,,,2014,through
1/06/14,<75th,<75th,<75th,155,0,NOBH,NA,,H,S,2.2,14,1500,8,12,7,12,39.8,99,SP1,,NOBH,,X,2014,zonal
2/06/14,<75th,<75th,<75th,156,0,NOBH,NA,,H,SSW,2.7,12.2,1250,NA,8,6,10,32,70.1,UP,,NOBH,,X,2014,zonal
