Station	Date(NZST)	Height(m)	Pressure(hPa)	Tair(C)	Tdew(C)	Dir(degT)	Speed(m/s)	StdFlag	RsdFlag	WndFlag	IceFlag	TurFlag	Orig	
17355	20120825:1200	299	992.0	11.0	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	333	988.0	12.2	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	392	981.0	11.4	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	417	978.0	9.4	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	451	974.0	11.0	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	816	932.0	7.8	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	878	925.0	7.2	-	30	5.7	Y	0	0	4	P	U	
17355	20120825:1200	958	916.0	4.6	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	1111	899.0	5.2	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	1377	870.0	1.4	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	1564	850.0	0.8	-	360	3.6	Y	0	0	3	P	U	
17355	20120825:1200	1630	843.0	1.8	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	1851	820.0	-2.1	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	2593	747.0	-1.3	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	2918	717.0	-4.1	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	3107	700.0	-4.1	-	45	1.5	Y	0	0	2	P	U	
17355	20120825:1200	3175	694.0	-4.1	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	3486	667.0	-8.1	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	3580	659.0	-7.1	-	-	-	N	1	-	-	-	U	
17355	20120825:1200	4255	604.0	-10.7	-	-	-	N	1	-	-	-	U	
17355	20120826:1200	7	1023.9	16.2	9.7	9	6.3	Y	4	4	-	H	U	
17355	20120826:1200	31	1021.0	15.0	-	-	-	N	1	-	-	-	U	
17355	20120826:1200	206	1000.0	13.6	-	20	7.2	Y	0	0	7	P	U	
17355	20120826:1200	791	932.0	7.2	-	-	-	N	1	-	-	-	U	
17355	20120826:1200	853	925.0	7.6	-	15	7.7	Y	0	0	4	P	U	
17355	20120826:1200	1541	850.0	1.6	-	350	5.1	Y	1	0	3	P	U	
17355	20120826:1200	2006	802.0	-1.3	-	-	-	N	1	-	-	-	U	
17355	20120826:1200	2520	752.0	-0.5	-	-	-	N	1	-	-	-	U	
17355	20120826:1200	3090	700.0	-2.9	-	300	4.1	Y	1	0	2	P	U	
17355	20120826:1200	4940	551.0	-15.7	-	-	-	N	1	-	-	-	U	
17355	20120827:0000	7	1020.7	12.7	10.5	31	4.4	Y	4	4	-	H	U	
17355	20120827:0000	179	1000.0	13.2	-	25	9.8	Y	0	0	6	P	U	
17355	20120827:0000	829	925.0	9.2	-	355	16.5	Y	0	0	3	P	U	
17355	20120827:0000	1521	850.0	3.4	-	340	10.8	Y	1	0	3	P	U	
17355	20120827:0000	3572	657.0	-6.1	-	-	-	N	1	-	-	-	U	
17355	20120827:1200	7	1017.7	18.3	13.7	340	6.6	Y	4	4	-	H	U	
17355	20120827:1200	72	1010.0	16.0	-	-	-	N	1	-	-	-	U	
17355	20120827:1200	156	1000.0	15.2	-	290	8.2	Y	0	0	6	P	U	
17355	20120827:1200	656	942.0	10.2	-	-	-	N	1	-	-	-	U	
17355	20120827:1200	807	925.0	9.6	-	300	8.2	Y	0	0	3	P	U	
17355	20120827:1200	1098	893.0	7.8	-	-	-	N	1	-	-	-	U	
17355	20120827:1200	1502	850.0	4.0	-	300	10.8	Y	1	0	2	P	U	
17355	20120827:1200	3055	700.0	-4.5	-	305	13.9	Y	0	0	1	P	U	
17355	20120827:1200	4327	594.0	-12.9	-	-	-	N	1	-	-	-	U	
17355	20120828:0000	7	1018.5	11.1	10.2	313	2.0	Y	4	4	-	H	U	
17355	20120828:0000	77	1010.0	12.4	-	-	-	N	1	-	-	-	U	
17355	20120828:0000	160	1000.0	12.0	-	245	3.6	Y	0	0	6	P	U	
17355	20120828:0000	806	925.0	7.4	-	240	5.7	Y	0	0	3	P	U	
17355	20120828:0000	1465	853.0	1.4	-	-	-	N	1	-	-	-	U	
17355	20120828:0000	1493	850.0	1.4	-	275	10.3	Y	0	0	2	P	U	
17355	20120828:0000	2472	752.0	-2.1	-	-	-	N	1	-	-	-	U	
17355	20120828:0000	3038	700.0	-5.5	-	290	16.0	Y	0	0	0	P	U	
17355	20120828:0000	3568	654.0	-8.3	-	-	-	N	1	-	-	-	U	
17355	20120828:1200	7	1020.7	15.4	8.6	239	6.4	Y	4	4	-	H	U	
17355	20120828:1200	38	1017.0	12.2	-	-	-	N	1	-	-	-	U	
17355	20120828:1200	179	1000.0	11.8	-	230	7.2	Y	0	0	6	P	U	
17355	20120828:1200	187	999.0	11.8	-	-	-	N	1	-	-	-	U	
17355	20120828:1200	457	967.0	8.0	-	-	-	N	1	-	-	-	U	
17355	20120828:1200	699	939.0	7.2	-	-	-	N	1	-	-	-	U	
17355	20120828:1200	822	925.0	6.0	-	225	8.2	Y	0	0	3	P	U	
17355	20120828:1200	1412	860.0	0.2	-	-	-	N	1	-	-	-	U	
17355	20120828:1200	1506	850.0	0.0	-	240	10.3	Y	0	1	2	P	U	
17355	20120828:1200	1969	802.0	-2.9	-	-	-	N	1	-	-	-	U	
17355	20120828:1200	2058	793.0	-2.3	-	-	-	N	1	-	-	-	U	
17355	20120828:1200	2476	752.0	-6.3	-	-	-	N	1	-	-	-	U	
17355	20120828:1200	2560	744.0	-5.3	-	-	-	N	1	-	-	-	U	
17355	20120828:1200	3035	700.0	-9.3	-	215	13.9	Y	1	0	0	P	U	
17355	20120828:1200	3102	694.0	-5.7	-	-	-	N	1	-	-	-	U	
17355	20120828:1200	3711	642.0	-7.1	-	-	-	N	1	-	-	-	U	
17355	20120828:1200	4337	592.0	-11.9	-	-	-	N	1	-	-	-	U	
17355	20120829:0000	7	1021.0	7.8	6.1	85	1.3	Y	4	4	-	H	U	
17355	20120829:0000	179	1000.0	9.8	-	160	4.1	Y	0	0	6	P	U	
17355	20120829:0000	821	925.0	6.4	-	150	6.2	Y	0	0	3	P	U	
17355	20120829:0000	1018	903.0	4.6	-	-	-	N	1	-	-	-	U	
17355	20120829:0000	1509	850.0	3.4	-	170	4.1	Y	1	1	2	P	U	
17355	20120829:1200	7	1019.8	15.7	8.5	68	3.1	Y	4	4	-	H	U	
17355	20120829:1200	64	1013.0	14.4	-	-	-	N	1	-	-	-	U	
17355	20120829:1200	173	1000.0	13.4	-	70	6.2	Y	0	0	6	P	U	
17355	20120829:1200	274	988.0	11.4	-	-	-	N	1	-	-	-	U	
17355	20120829:1200	333	981.0	12.4	-	-	-	N	1	-	-	-	U	
17355	20120829:1200	784	929.0	7.0	-	-	-	N	1	-	-	-	U	
17355	20120829:1200	819	925.0	7.0	-	60	7.7	Y	0	0	3	P	U	
17355	20120829:1200	1016	903.0	6.0	-	-	-	N	1	-	-	-	U	
17355	20120829:1200	1052	899.0	4.4	-	-	-	N	1	-	-	-	U	
17355	20120829:1200	1107	893.0	5.4	-	-	-	N	1	-	-	-	U	
17355	20120829:1200	1413	860.0	2.6	-	-	-	N	1	-	-	-	U	
17355	20120829:1200	1508	850.0	2.8	-	85	6.7	Y	0	1	2	P	U	
17355	20120829:1200	1946	805.0	0.8	-	-	-	N	1	-	-	-	U	
17355	20120829:1200	2067	793.0	3.4	-	-	-	N	1	-	-	-	U	
17355	20120829:1200	2464	755.0	1.6	-	-	-	N	1	-	-	-	U	
17355	20120829:1200	2496	752.0	-1.1	-	-	-	N	1	-	-	-	U	
17355	20120829:1200	3033	703.0	-1.7	-	-	-	N	1	-	-	-	U	
17355	20120829:1200	3067	700.0	-4.1	-	95	2.6	Y	1	0	1	P	U	
17355	20120829:1200	3625	652.0	-6.5	-	-	-	N	1	-	-	-	U	
17355	20120829:1200	4475	584.0	-12.9	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	7	1015.8	13.9	8.5	119	6.1	Y	4	4	-	H	U	
17355	20120830:1200	30	1013.0	12.6	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	138	1000.0	11.2	-	105	9.8	Y	0	0	5	P	U	
17355	20120830:1200	146	999.0	11.2	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	205	992.0	12.4	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	239	988.0	10.4	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	298	981.0	11.4	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	323	978.0	9.4	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	572	949.0	9.0	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	598	946.0	7.2	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	747	929.0	7.6	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	774	926.0	6.0	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	783	925.0	6.0	-	95	12.9	Y	0	0	1	P	U	
17355	20120830:1200	836	919.0	6.6	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	1043	896.0	3.6	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	1469	850.0	2.4	-	85	18.5	Y	0	0	0	P	U	
17355	20120830:1200	1877	808.0	0.2	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	1937	802.0	2.2	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	1967	799.0	0.2	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	2453	752.0	0.2	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	2474	750.0	-1.5	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	2985	703.0	-5.7	-	-	-	N	1	-	-	-	U	
17355	20120830:1200	3019	700.0	-3.1	-	100	7.7	Y	1	0	0	P	U	
17355	20120830:1200	4841	553.0	-15.7	-	-	-	N	1	-	-	-	U	
17355	20120831:1200	7	1020.1	15.7	8.3	141	4.4	Y	4	4	-	H	U	
17355	20120831:1200	175	1000.0	14.0	-	130	4.6	Y	0	0	6	P	U	
17355	20120831:1200	824	925.0	7.6	-	70	5.1	Y	0	0	3	P	U	
17355	20120831:1200	1241	879.0	4.0	-	-	-	N	1	-	-	-	U	
17355	20120831:1200	1296	873.0	2.0	-	-	-	N	1	-	-	-	U	
17355	20120831:1200	1324	870.0	3.0	-	-	-	N	1	-	-	-	U	
17355	20120831:1200	1389	863.0	1.4	-	-	-	N	1	-	-	-	U	
17355	20120831:1200	1511	850.0	2.2	-	60	3.6	Y	1	1	2	P	U	
17355	20120831:1200	1977	802.0	-1.7	-	-	-	N	1	-	-	-	U	
17355	20120831:1200	2067	793.0	-0.7	-	-	-	N	1	-	-	-	U	
17355	20120831:1200	3058	700.0	-3.5	-	175	5.1	Y	1	0	1	P	U	
17355	20120831:1200	4703	566.0	-14.5	-	-	-	N	1	-	-	-	U	
