Station	Date(NZST)	Height(m)	Pressure(hPa)	Tair(C)	Tdew(C)	Dir(degT)	Speed(m/s)	StdFlag	RsdFlag	WndFlag	IceFlag	TurFlag	Orig
1410	20130324:1200	20726	50.3	-	-	0	0	N	-	1	-	H	U
1410	20130324:1200	20764	50	-60.9	-	0	0	Y	0	0	0	P	U
1410	20130324:1200	21017	48	-61.7	-	-	-	N	1	-	-	-	U
1410	20130324:1200	21026	47.9	-	-	100	6.2	N	-	1	-	H	U
1410	20130324:1200	21326	45.7	-	-	85	5.1	N	-	1	-	H	U
1410	20130324:1200	21626	43.6	-	-	90	6.7	N	-	1	-	H	U
1410	20130324:1200	22226	39.6	-	-	110	6.2	N	-	1	-	H	U
1410	20130324:1200	22483	38	-56.3	-88.3	-	-	N	1	-	-	-	U
1410	20130324:1200	22526	37.7	-	-	115	8.8	N	-	1	-	H	U
1410	20130324:1200	22826	36	-	-	85	8.8	N	-	1	-	H	U
1410	20130324:1200	23126	34.4	-	-	70	7.2	N	-	1	-	H	U
1410	20130324:1200	23426	32.8	-	-	105	7.2	N	-	1	-	H	U
1410	20130324:1200	23726	31.3	-	-	110	11.8	N	-	1	-	H	U
1410	20130324:1200	23988	30	-55.3	-87.3	90	10.8	Y	0	0	0	P	U
1410	20130324:1200	24026	29.8	-	-	75	7.2	N	-	1	-	H	U
1410	20130324:1200	24906	26	-53.3	-86.3	-	-	N	1	-	-	-	U
1410	20130324:1200	25158	25	-53.7	-86.7	-	-	N	1	-	-	-	U
1410	20130325:0000	26	1023	17.6	13.3	90	2.1	Y	4	4	-	H	U
1410	20130325:0000	221	1000	17	12.7	-	-	Y	0	-	0	-	U
1410	20130325:0000	326	988	-	-	65	5.7	N	-	1	-	H	U
1410	20130325:0000	626	953	-	-	65	7.2	N	-	1	-	H	U
1410	20130325:0000	781	936	12	10.6	-	-	N	1	-	-	-	U
1410	20130325:0000	880	925	11.4	9.3	-	-	Y	0	-	0	-	U
1410	20130325:0000	926	920	-	-	55	7.7	N	-	1	-	H	U
1410	20130325:0000	1526	856	-	-	45	8.2	N	-	1	-	H	U
1410	20130325:0000	1582	850	6.8	3.6	45	8.8	Y	0	0	0	P	U
1410	20130325:0000	1997	808	4.4	-0.5	-	-	N	1	-	-	-	U
1410	20130325:0000	2126	795	-	-	55	9.3	N	-	1	-	H	U
1410	20130325:0000	2211	787	3	1.5	-	-	N	1	-	-	-	U
1410	20130325:0000	2263	782	3.2	-1.7	-	-	N	1	-	-	-	U
1410	20130325:0000	2426	766	-	-	55	9.3	N	-	1	-	H	U
1410	20130325:0000	2726	738	-	-	50	8.2	N	-	1	-	H	U
1410	20130325:0000	3026	711	-	-	40	5.1	N	-	1	-	H	U
1410	20130325:0000	3144	701	-0.5	-23.5	-	-	N	1	-	-	-	U
1410	20130325:0000	3155	700	0	-25	50	4.1	Y	0	0	0	P	U
1410	20130325:0000	3247	692	1.8	-45.2	-	-	N	1	-	-	-	U
1410	20130325:0000	3412	678	2	-47	-	-	N	1	-	-	-	U
1410	20130325:0000	4226	611	-	-	95	3.1	N	-	1	-	H	U
1410	20130325:0000	4526	588	-	-	155	1	N	-	1	-	H	U
1410	20130325:0000	5787	500	-16.1	-55.1	180	3.1	Y	0	0	0	P	U
1410	20130325:0000	5878	494	-16.9	-53.9	-	-	N	1	-	-	-	U
1410	20130325:0000	6626	446	-	-	200	5.1	N	-	1	-	H	U
1410	20130325:0000	6926	429	-	-	200	6.7	N	-	1	-	H	U
1410	20130325:0000	7226	412	-	-	215	6.7	N	-	1	-	H	U
1410	20130325:0000	7437	400	-25.3	-43.3	200	6.7	Y	0	0	0	P	U
1410	20130325:0000	7526	395	-	-	200	6.7	N	-	1	-	H	U
1410	20130325:0000	7789	381	-27.5	-45.5	-	-	N	1	-	-	-	U
1410	20130325:0000	7826	379	-	-	210	6.7	N	-	1	-	H	U
1410	20130325:0000	8135	363	-30.5	-39.5	185	5.7	N	1	1	-	H	U
1410	20130325:0000	8426	348	-	-	200	5.1	N	-	1	-	H	U
1410	20130325:0000	8454	347	-33.5	-43.5	-	-	N	1	-	-	-	U
1410	20130325:0000	8618	339	-34.3	-38.8	-	-	N	1	-	-	-	U
1410	20130325:0000	9460	300	-41.9	-44.7	190	7.7	Y	0	0	0	P	U
1410	20130325:0000	9551	296	-42.7	-44.8	-	-	N	1	-	-	-	U
1410	20130325:0000	9620	293	-43.3	-45.7	185	7.7	N	1	1	-	H	U
1410	20130325:0000	9759	287	-44.1	-50.1	-	-	N	1	-	-	-	U
1410	20130325:0000	10166	270	-47.7	-51.4	-	-	N	1	-	-	-	U
1410	20130325:0000	10226	268	-	-	230	8.2	N	-	1	-	H	U
1410	20130325:0000	10526	256	-	-	225	9.3	N	-	1	-	H	U
1410	20130325:0000	10670	250	-51.3	-57.3	230	10.3	Y	0	0	0	P	U
1410	20130325:0000	10988	238	-54.1	-62.1	-	-	N	1	-	-	-	U
1410	20130325:0000	11726	212	-	-	220	13.4	N	-	1	-	H	U
1410	20130325:0000	12026	202	-	-	210	9.8	N	-	1	-	H	U
1410	20130325:0000	12080	200	-63.9	-	215	9.3	Y	3	0	0	P	U
1410	20130325:0000	12626	183	-	-	225	12.9	N	-	1	-	H	U
1410	20130325:0000	12662	182	-61.3	-	-	-	N	1	-	-	-	U
1410	20130325:0000	12872	176	-57.5	-78.5	-	-	N	1	-	-	-	U
1410	20130325:0000	12926	175	-	-	245	8.2	N	-	1	-	H	U
1410	20130325:0000	13226	166	-	-	290	5.1	N	-	1	-	H	U
1410	20130325:0000	13475	160	-57.1	-85.1	-	-	N	1	-	-	-	U
1410	20130325:0000	13526	159	-	-	260	12.4	N	-	1	-	H	U
1410	20130325:0000	13826	151	-	-	265	13.9	N	-	1	-	H	U
1410	20130325:0000	13882	150	-58.5	-89.5	265	12.9	Y	0	0	0	P	U
1410	20130325:0000	14426	138	-	-	245	12.9	N	-	1	-	H	U
1410	20130325:0000	14726	131	-	-	200	6.2	N	-	1	-	H	U
1410	20130325:0000	15026	125	-	-	270	5.7	N	-	1	-	H	U
1410	20130325:0000	15326	119	-	-	255	11.3	N	-	1	-	H	U
1410	20130325:0000	15626	113	-	-	255	9.3	N	-	1	-	H	U
1410	20130325:0000	15926	108	-	-	210	5.1	N	-	1	-	H	U
1410	20130325:0000	16418	100	-60.9	-	225	4.6	Y	1	0	0	P	U
1410	20130325:0000	16526	98.3	-	-	235	5.1	N	-	1	-	H	U
1410	20130325:0000	16826	93.6	-	-	235	6.2	N	-	1	-	H	U
1410	20130325:0000	17126	89.2	-	-	210	5.7	N	-	1	-	H	U
1410	20130325:0000	18449	72	-63.3	-	-	-	N	1	-	-	-	U
1410	20130325:0000	18622	70	-63.1	-	25	2.6	Y	0	0	0	P	U
1410	20130325:0000	19226	63.5	-	-	0	0	N	-	1	-	H	U
1410	20130325:0000	19826	57.6	-	-	85	5.1	N	-	1	-	H	U
1410	20130325:0000	19888	57	-62.5	-	-	-	N	1	-	-	-	U
1410	20130325:0000	20426	52.3	-	-	115	5.7	N	-	1	-	H	U
1410	20130325:0000	20460	52	-58.7	-89.7	-	-	N	1	-	-	-	U
1410	20130325:0000	20706	50	-59.9	-90.9	175	2.6	Y	0	0	0	P	U
1410	20130325:0000	21026	47.5	-	-	130	5.7	N	-	1	-	H	U
1410	20130325:0000	21326	45.3	-	-	80	7.7	N	-	1	-	H	U
1410	20130325:0000	21504	44	-60.5	-	-	-	N	1	-	-	-	U
1410	20130325:0000	21626	43.2	-	-	155	5.7	N	-	1	-	H	U
1410	20130325:0000	21926	41.2	-	-	120	7.7	N	-	1	-	H	U
1410	20130325:0000	22526	37.4	-	-	100	6.7	N	-	1	-	H	U
1410	20130325:0000	22826	35.7	-	-	90	7.7	N	-	1	-	H	U
1410	20130325:0000	23126	34	-	-	95	9.3	N	-	1	-	H	U
1410	20130325:0000	23426	32.5	-	-	50	8.2	N	-	1	-	H	U
1410	20130325:0000	23726	31	-	-	75	11.8	N	-	1	-	H	U
1410	20130325:0000	23923	30	-54.7	-86.7	70	9.8	Y	0	0	0	P	U
1410	20130325:0000	24026	29.5	-	-	65	7.7	N	-	1	-	H	U
1410	20130325:0000	25642	23	-50.1	-84.1	-	-	N	1	-	-	-	U
1410	20130325:1200	26	1022	19.8	14.8	65	4.1	Y	4	4	-	H	U
1410	20130325:1200	213	1000	17	11	-	-	Y	0	-	0	-	U
1410	20130325:1200	264	994	16.4	11.4	-	-	N	1	-	-	-	U
1410	20130325:1200	326	987	-	-	80	5.1	N	-	1	-	H	U
1410	20130325:1200	626	952	-	-	65	6.2	N	-	1	-	H	U
1410	20130325:1200	872	925	11	8.1	-	-	Y	0	-	0	-	U
1410	20130325:1200	926	919	-	-	60	6.7	N	-	1	-	H	U
1410	20130325:1200	1226	886	-	-	45	7.2	N	-	1	-	H	U
1410	20130325:1200	1268	882	8.2	4.1	-	-	N	1	-	-	-	U
1410	20130325:1200	1325	876	9	-2	-	-	N	1	-	-	-	U
1410	20130325:1200	1477	860	8.2	-6.8	-	-	N	1	-	-	-	U
1410	20130325:1200	1526	855	-	-	65	5.1	N	-	1	-	H	U
1410	20130325:1200	1573	850	7.4	-6.6	90	4.1	Y	0	0	0	P	U
1410	20130325:1200	2048	802	3.4	-1.5	-	-	N	1	-	-	-	U
1410	20130325:1200	2126	794	-	-	150	3.6	N	-	1	-	H	U
1410	20130325:1200	2315	776	1.6	-9.4	-	-	N	1	-	-	-	U
1410	20130325:1200	2409	767	2	-21	-	-	N	1	-	-	-	U
1410	20130325:1200	2726	737	-	-	45	3.6	N	-	1	-	H	U
1410	20130325:1200	3043	709	1.8	-33.2	-	-	N	1	-	-	-	U
1410	20130325:1200	3146	700	1.2	-39.8	40	4.6	Y	0	0	0	P	U
1410	20130325:1200	3462	673	0.4	-40.6	-	-	N	1	-	-	-	U
1410	20130325:1200	4226	610	-	-	175	2.1	N	-	1	-	H	U
1410	20130325:1200	4826	565	-	-	0	0	N	-	1	-	H	U
1410	20130325:1200	5756	501	-16.3	-54.3	-	-	N	1	-	-	-	U
1410	20130325:1200	5771	500	-16.5	-55.5	180	1	Y	0	0	0	P	U
1410	20130325:1200	6124	477	-18.7	-49.7	-	-	N	1	-	-	-	U
1410	20130325:1200	6410	459	-20.7	-25	-	-	N	1	-	-	-	U
1410	20130325:1200	6721	440	-23.1	-24.9	-	-	N	1	-	-	-	U
1410	20130325:1200	6926	428	-	-	185	5.1	N	-	1	-	H	U
1410	20130325:1200	7226	411	-	-	165	5.7	N	-	1	-	H	U
1410	20130325:1200	7253	409	-26.1	-28.7	-	-	N	1	-	-	-	U
1410	20130325:1200	7414	400	-26.9	-31.3	195	9.3	Y	0	0	0	P	U
1410	20130325:1200	7826	378	-	-	210	9.3	N	-	1	-	H	U
1410	20130325:1200	8069	365	-31.5	-44.5	-	-	N	1	-	-	-	U
1410	20130325:1200	8943	322	-39.1	-48.1	-	-	N	1	-	-	-	U
1410	20130325:1200	9026	318	-	-	225	8.8	N	-	1	-	H	U
1410	20130325:1200	9424	300	-42.9	-52.9	220	9.8	Y	0	0	0	P	U
1410	20130325:1200	9560	294	-43.9	-59.9	-	-	N	1	-	-	-	U
1410	20130325:1200	10226	266	-	-	215	11.3	N	-	1	-	H	U
1410	20130325:1200	10526	254	-	-	210	9.8	N	-	1	-	H	U
1410	20130325:1200	10628	250	-52.9	-62.9	215	9.3	Y	0	0	0	P	U
1410	20130325:1200	10837	242	-54.7	-62.7	-	-	N	1	-	-	-	U
1410	20130325:1200	11106	232	-56.5	-62.5	-	-	N	1	-	-	-	U
1410	20130325:1200	11126	231	-	-	205	9.8	N	-	1	-	H	U
1410	20130325:1200	11414	221	-57.3	-68.3	225	9.8	N	1	1	-	H	U
1410	20130325:1200	11726	210	-	-	185	9.3	N	-	1	-	H	U
1410	20130325:1200	12026	201	-	-	210	7.7	N	-	1	-	H	U
1410	20130325:1200	12043	200	-59.1	-73.1	190	6.7	Y	1	0	0	P	U
1410	20130325:1200	12326	191	-	-	215	13.4	N	-	1	-	H	U
1410	20130325:1200	12396	189	-60.9	-	-	-	N	3	-	-	-	U
1410	20130325:1200	12626	182	-	-	205	7.7	N	-	1	-	H	U
1410	20130325:1200	12926	174	-	-	225	8.2	N	-	1	-	H	U
1410	20130325:1200	13226	166	-	-	190	8.2	N	-	1	-	H	U
1410	20130325:1200	13526	158	-	-	235	7.2	N	-	1	-	H	U
1410	20130325:1200	13826	151	-	-	220	7.2	N	-	1	-	H	U
1410	20130325:1200	13850	150	-55.9	-87.9	235	5.1	Y	0	0	0	P	U
1410	20130325:1200	14066	145	-55.7	-87.7	-	-	N	1	-	-	-	U
1410	20130325:1200	14126	144	-	-	210	6.2	N	-	1	-	H	U
1410	20130325:1200	14426	137	-	-	260	1.5	N	-	1	-	H	U
1410	20130325:1200	14726	131	-	-	270	8.8	N	-	1	-	H	U
1410	20130325:1200	15026	124	-	-	265	10.3	N	-	1	-	H	U
1410	20130325:1200	15326	119	-	-	260	5.7	N	-	1	-	H	U
1410	20130325:1200	15626	113	-	-	215	2.1	N	-	1	-	H	U
1410	20130325:1200	15915	108	-62.3	-	290	6.2	N	3	1	-	H	U
1410	20130325:1200	16391	100	-61.5	-	230	5.1	Y	1	0	0	P	U
1410	20130325:1200	16526	97.8	-	-	230	5.1	N	-	1	-	H	U
1410	20130325:1200	17726	80.5	-	-	100	0.5	N	-	1	-	H	U
1410	20130325:1200	18333	73	-63.7	-	-	-	N	1	-	-	-	U
1410	20130325:1200	18592	70	-61.7	-	120	6.2	Y	0	0	0	P	U
1410	20130325:1200	18626	69.6	-	-	140	5.1	N	-	1	-	H	U
1410	20130325:1200	18926	66.3	-	-	85	6.2	N	-	1	-	H	U
1410	20130325:1200	19226	63.2	-	-	30	7.2	N	-	1	-	H	U
1410	20130325:1200	19526	60.3	-	-	75	6.7	N	-	1	-	H	U
1410	20130325:1200	19826	57.4	-	-	80	8.8	N	-	1	-	H	U
1410	20130325:1200	20126	54.7	-	-	30	9.8	N	-	1	-	H	U
1410	20130325:1200	20426	52.2	-	-	15	3.1	N	-	1	-	H	U
1410	20130325:1200	20446	52	-58.9	-89.9	-	-	N	1	-	-	-	U
1410	20130325:1200	20692	50	-59.1	-90.1	345	2.6	Y	0	0	0	P	U
1410	20130325:1200	21026	47.4	-	-	130	5.1	N	-	1	-	H	U
1410	20130325:1200	21326	45.2	-	-	110	7.2	N	-	1	-	H	U
1410	20130325:1200	21626	43.1	-	-	70	5.7	N	-	1	-	H	U
1410	20130325:1200	21781	42	-60.7	-	-	-	N	1	-	-	-	U
1410	20130325:1200	21926	41	-	-	115	5.7	N	-	1	-	H	U
1410	20130325:1200	22226	39.1	-	-	75	7.2	N	-	1	-	H	U
1410	20130325:1200	22526	37.3	-	-	100	7.7	N	-	1	-	H	U
1410	20130325:1200	23126	33.9	-	-	45	7.2	N	-	1	-	H	U
1410	20130325:1200	23426	32.3	-	-	80	11.3	N	-	1	-	H	U
1410	20130325:1200	23900	30	-55.7	-87.7	75	9.8	Y	0	0	0	P	U
1410	20130325:1200	24116	29	-55.7	-87.7	-	-	N	1	-	-	-	U
1410	20130325:1200	25622	23	-47.1	-82.1	-	-	N	1	-	-	-	U
1410	20130325:1200	26548	20	-47.1	-82.1	40	14.9	Y	0	0	0	P	U
1410	20130325:1200	27248	18	-45.9	-80.9	-	-	N	1	-	-	-	U
1410	20130325:1200	29962	12	-43.5	-79.5	-	-	N	1	-	-	-	U
1410	20130326:0000	26	1021	13.2	11.9	290	2.1	Y	4	4	-	H	U
1410	20130326:0000	76	1015	17	14.1	-	-	N	1	-	-	-	U
1410	20130326:0000	178	1003	17.8	13.6	-	-	N	1	-	-	-	U
1410	20130326:0000	204	1000	17.6	13.4	-	-	Y	0	-	0	-	U
1410	20130326:0000	326	986	-	-	35	4.1	N	-	1	-	H	U
1410	20130326:0000	623	952	14	12	45	3.1	N	1	1	-	H	U
1410	20130326:0000	865	925	12	8.7	-	-	Y	0	-	0	-	U
1410	20130326:0000	926	918	-	-	50	2.1	N	-	1	-	H	U
1410	20130326:0000	956	915	11.2	9.1	-	-	N	1	-	-	-	U
1410	20130326:0000	1526	854	-	-	185	1	N	-	1	-	H	U
1410	20130326:0000	1568	850	7.6	-0.4	170	1	Y	0	0	0	P	U
1410	20130326:0000	2126	794	-	-	85	3.1	N	-	1	-	H	U
1410	20130326:0000	2417	766	1.8	-9.2	-	-	N	1	-	-	-	U
1410	20130326:0000	2480	760	1.2	-8.8	-	-	N	1	-	-	-	U
1410	20130326:0000	2726	737	-	-	0	0	N	-	1	-	H	U
1410	20130326:0000	2783	732	3.4	-28.6	-	-	N	1	-	-	-	U
1410	20130326:0000	3145	700	2.2	-34.8	265	3.1	Y	0	0	0	P	U
1410	20130326:0000	3238	692	2.2	-41.8	-	-	N	1	-	-	-	U
1410	20130326:0000	4226	611	-	-	205	4.1	N	-	1	-	H	U
1410	20130326:0000	4321	604	-5.1	-44.1	-	-	N	1	-	-	-	U
1410	20130326:0000	4492	591	-6.3	-14.3	-	-	N	1	-	-	-	U
1410	20130326:0000	4526	588	-	-	190	6.2	N	-	1	-	H	U
1410	20130326:0000	4720	574	-8.5	-12.1	-	-	N	1	-	-	-	U
1410	20130326:0000	4826	566	-	-	170	6.7	N	-	1	-	H	U
1410	20130326:0000	5776	500	-15.9	-26.9	185	6.2	Y	0	0	0	P	U
1410	20130326:0000	6026	484	-	-	190	8.2	N	-	1	-	H	U
1410	20130326:0000	6130	477	-17.5	-40.5	-	-	N	1	-	-	-	U
1410	20130326:0000	6193	473	-16.9	-45.9	-	-	N	1	-	-	-	U
1410	20130326:0000	6326	465	-	-	180	6.2	N	-	1	-	H	U
1410	20130326:0000	6926	428	-	-	190	6.7	N	-	1	-	H	U
1410	20130326:0000	7226	411	-	-	175	5.7	N	-	1	-	H	U
1410	20130326:0000	7428	400	-26.7	-36.7	150	5.1	Y	0	0	0	P	U
1410	20130326:0000	7526	394	-	-	150	4.6	N	-	1	-	H	U
1410	20130326:0000	8126	362	-	-	200	9.3	N	-	1	-	H	U
1410	20130326:0000	9026	318	-	-	180	13.4	N	-	1	-	H	U
1410	20130326:0000	9212	310	-41.9	-47.9	-	-	N	1	-	-	-	U
1410	20130326:0000	9434	300	-42.9	-52.9	200	12.4	Y	0	0	0	P	U
1410	20130326:0000	9626	292	-	-	205	12.4	N	-	1	-	H	U
1410	20130326:0000	9779	285	-44.9	-58.9	-	-	N	1	-	-	-	U
1410	20130326:0000	10526	254	-	-	210	11.3	N	-	1	-	H	U
1410	20130326:0000	10643	250	-51.5	-61.5	210	11.3	Y	0	0	0	P	U
1410	20130326:0000	11126	232	-	-	215	13.9	N	-	1	-	H	U
1410	20130326:0000	11426	221	-	-	210	10.8	N	-	1	-	H	U
1410	20130326:0000	12026	201	-	-	180	7.7	N	-	1	-	H	U
1410	20130326:0000	12063	200	-60.5	-	200	7.2	Y	0	0	0	P	U
1410	20130326:0000	12189	196	-61.3	-	-	-	N	3	-	-	-	U
1410	20130326:0000	12326	192	-	-	220	8.2	N	-	1	-	H	U
1410	20130326:0000	12626	183	-	-	195	12.4	N	-	1	-	H	U
1410	20130326:0000	12687	181	-58.1	-76.1	-	-	N	1	-	-	-	U
1410	20130326:0000	13226	166	-	-	0	0	N	-	1	-	H	U
1410	20130326:0000	13345	163	-59.7	-83.7	-	-	N	1	-	-	-	U
1410	20130326:0000	13867	150	-57.9	-89.9	225	4.6	Y	0	0	0	P	U
1410	20130326:0000	14126	144	-	-	270	7.7	N	-	1	-	H	U
1410	20130326:0000	14440	137	-56.9	-88.9	-	-	N	1	-	-	-	U
1410	20130326:0000	14726	131	-	-	245	9.3	N	-	1	-	H	U
1410	20130326:0000	15026	125	-	-	235	2.1	N	-	1	-	H	U
1410	20130326:0000	15326	119	-	-	270	5.1	N	-	1	-	H	U
1410	20130326:0000	15626	113	-	-	250	8.8	N	-	1	-	H	U
1410	20130326:0000	15926	108	-	-	200	5.7	N	-	1	-	H	U
1410	20130326:0000	16349	101	-61.9	-	-	-	N	1	-	-	-	U
1410	20130326:0000	16411	100	-61.9	-	250	1.5	Y	0	0	0	P	U
1410	20130326:0000	16526	98.2	-	-	225	1	N	-	1	-	H	U
1410	20130326:0000	17636	82	-63.1	-	-	-	N	1	-	-	-	U
1410	20130326:0000	18026	77	-	-	0	0	N	-	1	-	H	U
1410	20130326:0000	18612	70	-62.1	-	0	0	Y	0	0	0	P	U
1410	20130326:0000	18926	66.6	-	-	0	0	N	-	1	-	H	U
1410	20130326:0000	19226	63.4	-	-	90	8.2	N	-	1	-	H	U
1410	20130326:0000	19526	60.5	-	-	85	5.7	N	-	1	-	H	U
1410	20130326:0000	19826	57.6	-	-	100	5.1	N	-	1	-	H	U
1410	20130326:0000	20426	52.3	-	-	80	6.2	N	-	1	-	H	U
1410	20130326:0000	20711	50	-58.5	-89.5	60	5.7	Y	0	0	0	P	U
1410	20130326:0000	20726	49.9	-	-	60	5.7	N	-	1	-	H	U
1410	20130326:0000	21026	47.6	-	-	30	6.7	N	-	1	-	H	U
1410	20130326:0000	21326	45.3	-	-	0	0	N	-	1	-	H	U
1410	20130326:0000	21626	43.2	-	-	70	6.7	N	-	1	-	H	U
1410	20130326:0000	21809	42	-57.9	-89.9	-	-	N	1	-	-	-	U
1410	20130326:0000	21926	41.2	-	-	145	5.1	N	-	1	-	H	U
1410	20130326:0000	22275	39	-59.1	-90.1	-	-	N	1	-	-	-	U
1410	20130326:0000	22526	37.5	-	-	95	5.1	N	-	1	-	H	U
1410	20130326:0000	22826	35.8	-	-	85	0.5	N	-	1	-	H	U
1410	20130326:0000	23126	34.1	-	-	70	5.7	N	-	1	-	H	U
1410	20130326:0000	23726	31	-	-	65	5.7	N	-	1	-	H	U
1410	20130326:0000	23942	30	-53.5	-86.5	70	5.7	Y	0	0	0	P	U
1410	20130326:0000	24026	29.6	-	-	70	6.2	N	-	1	-	H	U
1410	20130326:0000	24326	28.3	-	-	50	8.8	N	-	1	-	H	U
1410	20130326:0000	24626	27	-	-	45	7.7	N	-	1	-	H	U
1410	20130326:0000	24868	26	-51.1	-85.1	-	-	N	1	-	-	-	U
1410	20130326:0000	25967	22	-46.3	-81.3	-	-	N	1	-	-	-	U
1410	20130326:0000	26599	20	-47.3	-82.3	110	1.5	Y	0	0	0	P	U
1410	20130326:0000	27295	18	-48.1	-82.1	-	-	N	1	-	-	-	U
1410	20130326:0000	28075	16	-46.3	-81.3	-	-	N	1	-	-	-	U
1410	20130326:0000	28974	14	-40.3	-77.3	-	-	N	1	-	-	-	U
1410	20130326:0000	30026	12	-40.1	-77.1	-	-	N	1	-	-	-	U
1410	20130326:1200	26	1022	18.8	16	90	1	Y	4	4	-	H	U
1410	20130326:1200	213	1000	17	13.7	-	-	Y	0	-	0	-	U
1410	20130326:1200	326	987	-	-	155	2.1	N	-	1	-	H	U
1410	20130326:1200	626	952	-	-	170	4.6	N	-	1	-	H	U
1410	20130326:1200	874	925	12.4	7.4	-	-	Y	0	-	0	-	U
1410	20130326:1200	926	919	-	-	155	5.1	N	-	1	-	H	U
1410	20130326:1200	1020	909	11.8	3.8	-	-	N	1	-	-	-	U
1410	20130326:1200	1281	881	9.6	5.2	-	-	N	1	-	-	-	U
1410	20130326:1200	1526	855	-	-	145	1.5	N	-	1	-	H	U
1410	20130326:1200	1578	850	7.6	1.6	150	2.1	Y	0	0	0	P	U
1410	20130326:1200	1646	843	7.4	-2.6	-	-	N	1	-	-	-	U
1410	20130326:1200	2116	796	3.6	0.9	-	-	N	1	-	-	-	U
1410	20130326:1200	2126	795	-	-	175	5.1	N	-	1	-	H	U
1410	20130326:1200	2178	790	3.8	-3.2	-	-	N	1	-	-	-	U
1410	20130326:1200	2230	785	3.6	-6.4	-	-	N	1	-	-	-	U
1410	20130326:1200	2426	766	-	-	135	9.3	N	-	1	-	H	U
1410	20130326:1200	2547	755	5	-14	-	-	N	1	-	-	-	U
1410	20130326:1200	2726	739	-	-	130	8.8	N	-	1	-	H	U
1410	20130326:1200	2810	731	3.6	-10.4	-	-	N	1	-	-	-	U
1410	20130326:1200	2967	717	2	-3	-	-	N	1	-	-	-	U
1410	20130326:1200	3161	700	1.2	-7.8	155	8.8	Y	0	0	0	P	U
1410	20130326:1200	3288	689	0.8	-11.2	-	-	N	1	-	-	-	U
1410	20130326:1200	3394	680	0.2	-4.8	-	-	N	1	-	-	-	U
1410	20130326:1200	3626	661	-	-	190	8.2	N	-	1	-	H	U
1410	20130326:1200	3706	654	-1.7	-6.5	-	-	N	1	-	-	-	U
1410	20130326:1200	4226	612	-	-	180	9.8	N	-	1	-	H	U
1410	20130326:1200	4362	602	-5.5	-13.5	-	-	N	1	-	-	-	U
1410	20130326:1200	4721	575	-7.5	-28.5	-	-	N	1	-	-	-	U
1410	20130326:1200	5126	546	-	-	165	11.3	N	-	1	-	H	U
1410	20130326:1200	5306	533	-12.1	-33.1	-	-	N	1	-	-	-	U
1410	20130326:1200	5426	525	-	-	160	8.8	N	-	1	-	H	U
1410	20130326:1200	5726	504	-	-	175	6.7	N	-	1	-	H	U
1410	20130326:1200	5793	500	-14.5	-46.5	200	6.2	Y	0	0	0	P	U
1410	20130326:1200	6026	485	-	-	210	4.1	N	-	1	-	H	U
1410	20130326:1200	6634	447	-19.5	-57.5	235	5.1	N	1	1	-	H	U
1410	20130326:1200	6926	430	-	-	220	6.7	N	-	1	-	H	U
1410	20130326:1200	7226	412	-	-	235	7.7	N	-	1	-	H	U
1410	20130326:1200	7448	400	-26.5	-47.5	235	8.8	Y	0	0	0	P	U
1410	20130326:1200	7526	396	-	-	235	8.8	N	-	1	-	H	U
1410	20130326:1200	7987	371	-31.3	-53.3	-	-	N	1	-	-	-	U
1410	20130326:1200	8126	364	-	-	200	8.2	N	-	1	-	H	U
1410	20130326:1200	8161	362	-32.7	-43.7	-	-	N	1	-	-	-	U
1410	20130326:1200	8559	342	-36.1	-49.1	-	-	N	1	-	-	-	U
1410	20130326:1200	9017	320	-40.3	-47.3	-	-	N	1	-	-	-	U
1410	20130326:1200	9454	300	-43.9	-53.9	225	10.3	Y	0	0	0	P	U
1410	20130326:1200	10057	274	-48.7	-59.7	-	-	N	1	-	-	-	U
1410	20130326:1200	10226	267	-	-	240	12.4	N	-	1	-	H	U
1410	20130326:1200	10526	255	-	-	240	12.4	N	-	1	-	H	U
1410	20130326:1200	10653	250	-53.7	-60.7	240	12.4	Y	0	0	0	P	U
1410	20130326:1200	10756	246	-54.7	-60.7	-	-	N	1	-	-	-	U
1410	20130326:1200	10826	243	-	-	240	13.4	N	-	1	-	H	U
1410	20130326:1200	11426	221	-	-	215	8.8	N	-	1	-	H	U
1410	20130326:1200	11466	220	-57.5	-69.5	-	-	N	3	-	-	-	U
1410	20130326:1200	12026	201	-	-	245	9.8	N	-	1	-	H	U
1410	20130326:1200	12068	200	-57.7	-73.7	250	9.3	Y	0	0	0	P	U
1410	20130326:1200	12261	194	-55.9	-74.9	-	-	N	1	-	-	-	U
1410	20130326:1200	12326	192	-	-	260	8.2	N	-	1	-	H	U
1410	20130326:1200	12626	183	-	-	205	10.3	N	-	1	-	H	U
1410	20130326:1200	13886	150	-59.1	-90.1	180	3.1	Y	0	0	0	P	U
1410	20130326:1200	14126	144	-	-	105	1	N	-	1	-	H	U
1410	20130326:1200	14726	131	-	-	300	5.7	N	-	1	-	H	U
1410	20130326:1200	15026	125	-	-	285	11.3	N	-	1	-	H	U
1410	20130326:1200	15326	119	-	-	235	5.1	N	-	1	-	H	U
1410	20130326:1200	15926	108	-	-	145	1.5	N	-	1	-	H	U
1410	20130326:1200	16226	103	-	-	195	5.1	N	-	1	-	H	U
