Station	Date(NZST)	Height(m)	Pressure(hPa)	Tair(C)	Tdew(C)	Dir(degT)	Speed(m/s)	StdFlag	RsdFlag	WndFlag	IceFlag	TurFlag	Orig
1410	20130517:0000	12026	199	-	-	275	36.5	N	-	1	-	H	U
1410	20130517:0000	13515	157	-59.1	-85.1	-	-	N	3	-	-	-	U
1410	20130517:0000	13801	150	-59.3	-86.3	280	29.9	Y	0	0	0	P	U
1410	20130517:0000	13826	149	-	-	275	29.9	N	-	1	-	H	U
1410	20130517:0000	14126	142	-	-	275	34.5	N	-	1	-	H	U
1410	20130517:0000	14191	141	-57.1	-87.1	-	-	N	1	-	-	-	U
1410	20130517:0000	15210	120	-58.1	-89.1	-	-	N	1	-	-	-	U
1410	20130517:0000	15626	112	-	-	280	20.6	N	-	1	-	H	U
1410	20130517:0000	15926	107	-	-	285	23.2	N	-	1	-	H	U
1410	20130517:0000	16226	102	-	-	275	25.2	N	-	1	-	H	U
1410	20130517:0000	16344	100	-63.7	-	275	24.7	Y	3	0	0	P	U
1410	20130517:0000	16826	92.5	-	-	285	21.1	N	-	1	-	H	U
1410	20130517:0000	17726	80	-	-	255	14.9	N	-	1	-	H	U
1410	20130517:0000	17884	78	-59.5	-89.5	-	-	N	1	-	-	-	U
1410	20130517:0000	18026	76.2	-	-	275	10.8	N	-	1	-	H	U
1410	20130517:0000	18326	72.7	-	-	285	12.4	N	-	1	-	H	U
1410	20130517:0000	18559	70	-61.3	-	300	11.3	Y	0	0	0	P	U
1410	20130517:0000	18926	66	-	-	300	17	N	-	1	-	H	U
1410	20130517:0000	19226	62.8	-	-	280	7.7	N	-	1	-	H	U
1410	20130517:0000	19526	59.9	-	-	340	6.7	N	-	1	-	H	U
1410	20130517:0000	19940	56	-62.5	-	-	-	N	1	-	-	-	U
1410	20130517:0000	20126	54.3	-	-	305	18	N	-	1	-	H	U
1410	20130517:0000	20426	51.8	-	-	280	14.9	N	-	1	-	H	U
1410	20130517:0000	20645	50	-59.3	-90.3	275	13.9	Y	0	0	0	P	U
1410	20130517:0000	20726	49.4	-	-	275	13.9	N	-	1	-	H	U
1410	20130517:0000	21026	47.1	-	-	270	4.1	N	-	1	-	H	U
1410	20130517:0000	21034	47	-58.3	-89.3	-	-	N	1	-	-	-	U
1410	20130517:0000	21626	42.8	-	-	305	7.2	N	-	1	-	H	U
1410	20130517:0000	21926	40.8	-	-	280	10.8	N	-	1	-	H	U
1410	20130517:0000	22226	38.9	-	-	280	7.7	N	-	1	-	H	U
1410	20130517:0000	22526	37.1	-	-	255	8.2	N	-	1	-	H	U
1410	20130517:0000	22826	35.4	-	-	240	7.2	N	-	1	-	H	U
1410	20130517:0000	23126	33.7	-	-	260	5.7	N	-	1	-	H	U
1410	20130517:0000	23426	32.1	-	-	320	8.2	N	-	1	-	H	U
1410	20130517:0000	23726	30.6	-	-	305	14.4	N	-	1	-	H	U
1410	20130517:0000	23859	30	-58.5	-89.5	285	12.9	Y	0	0	0	P	U
1410	20130517:0000	24326	27.9	-	-	260	9.8	N	-	1	-	H	U
1410	20130517:0000	24626	26.6	-	-	285	8.8	N	-	1	-	H	U
1410	20130517:0000	24926	25.3	-	-	260	9.3	N	-	1	-	H	U
1410	20130517:0000	25011	25	-56.5	-88.5	-	-	N	1	-	-	-	U
1410	20130517:0000	25226	24.2	-	-	260	7.2	N	-	1	-	H	U
1410	20130517:1200	26	1010	17.2	16	45	6.2	Y	4	4	-	H	U
1410	20130517:1200	111	1000	16.6	15.2	-	-	Y	0	-	3	-	U
1410	20130517:1200	326	975	-	-	35	12.4	N	-	1	-	H	U
1410	20130517:1200	626	941	-	-	20	17	N	-	1	-	H	U
1410	20130517:1200	771	925	11.8	10.7	-	-	Y	0	-	0	-	U
1410	20130517:1200	844	917	11.2	10.4	-	-	N	1	-	-	-	U
1410	20130517:1200	926	908	-	-	15	17	N	-	1	-	H	U
1410	20130517:1200	1476	850	8.6	8.5	350	14.9	Y	0	0	0	P	U
1410	20130517:1200	1526	845	-	-	350	14.9	N	-	1	-	H	U
1410	20130517:1200	1545	843	8.4	8.3	-	-	N	1	-	-	-	U
1410	20130517:1200	1826	814	-	-	350	10.8	N	-	1	-	H	U
1410	20130517:1200	2126	785	-	-	355	13.4	N	-	1	-	H	U
1410	20130517:1200	2426	757	-	-	5	12.4	N	-	1	-	H	U
1410	20130517:1200	2726	729	-	-	360	12.4	N	-	1	-	H	U
1410	20130517:1200	2932	711	-1.1	-1.5	-	-	N	1	-	-	-	U
1410	20130517:1200	3057	700	-1.5	-1.9	335	11.3	Y	0	0	0	P	U
1410	20130517:1200	3326	676	-	-	330	11.8	N	-	1	-	H	U
1410	20130517:1200	4226	603	-	-	320	17.5	N	-	1	-	H	U
1410	20130517:1200	4837	558	-10.1	-12.6	-	-	N	1	-	-	-	U
1410	20130517:1200	5675	500	-15.5	-17.5	305	22.6	Y	0	0	0	P	U
1410	20130517:1200	5726	497	-	-	305	23.2	N	-	1	-	H	U
1410	20130517:1200	6332	458	-20.1	-21.9	-	-	N	1	-	-	-	U
1410	20130517:1200	6626	440	-	-	305	19	N	-	1	-	H	U
1410	20130517:1200	7226	405	-	-	305	22.1	N	-	1	-	H	U
1410	20130517:1200	7323	400	-27.1	-30.3	305	22.1	Y	0	0	0	P	U
1410	20130517:1200	7977	365	-31.5	-37.5	-	-	N	1	-	-	-	U
1410	20130517:1200	8726	328	-	-	285	37.1	N	-	1	-	H	U
1410	20130517:1200	9089	311	-40.9	-46.9	-	-	N	1	-	-	-	U
1410	20130517:1200	9333	300	-42.7	-48.7	280	49.4	Y	0	0	0	P	U
1410	20130517:1200	9515	292	-43.3	-49.3	-	-	N	1	-	-	-	U
1410	20130517:1200	9626	287	-	-	285	54.6	N	-	1	-	H	U
1410	20130517:1200	10437	254	-51.5	-56.5	-	-	N	1	-	-	-	U
1410	20130517:1200	10514	251	-	-	280	59.7	N	-	2	-	P	U
1410	20130517:1200	10540	250	-52.3	-56.6	280	59.7	Y	0	0	0	P	U
1410	20130517:1200	10618	247	-52.9	-57.2	-	-	N	1	-	-	-	U
1410	20130517:1200	11360	220	-56.1	-72.1	-	-	N	3	-	-	-	U
1410	20130517:1200	11426	218	-	-	270	49.4	N	-	1	-	H	U
1410	20130517:1200	11726	208	-	-	280	38.1	N	-	1	-	H	U
1410	20130517:1200	11971	200	-52.7	-77.7	280	36.5	Y	0	0	0	P	U
1410	20130517:1200	12069	197	-52.5	-79.5	-	-	N	1	-	-	-	U
1410	20130517:1200	12626	181	-	-	280	28.8	N	-	1	-	H	U
1410	20130517:1200	13226	164	-	-	290	35.5	N	-	1	-	H	U
1410	20130517:1200	13811	150	-57.5	-85.5	285	38.6	Y	0	1	0	P	U
1410	20130517:1200	14426	136	-	-	285	25.7	N	-	1	-	H	U
1410	20130517:1200	14726	130	-	-	275	31.4	N	-	1	-	H	U
1410	20130517:1200	15009	124	-59.1	-88.1	-	-	N	1	-	-	-	U
1410	20130517:1200	15326	118	-	-	290	22.6	N	-	1	-	H	U
1410	20130517:1200	15626	112	-	-	300	28.8	N	-	1	-	H	U
1410	20130517:1200	15697	111	-63.3	-	-	-	N	3	-	-	-	U
1410	20130517:1200	15926	107	-	-	295	31.4	N	-	1	-	H	U
1410	20130517:1200	16226	102	-	-	285	24.7	N	-	1	-	H	U
1410	20130517:1200	16343	100	-60.3	-	285	25.7	Y	1	0	0	P	U
1410	20130517:1200	16526	97.1	-	-	285	23.7	N	-	1	-	H	U
1410	20130517:1200	17278	86	-62.9	-	-	-	N	1	-	-	-	U
1410	20130517:1200	17426	84	-	-	260	21.6	N	-	1	-	H	U
1410	20130517:1200	18026	76.2	-	-	290	14.4	N	-	1	-	H	U
1410	20130517:1200	18326	72.6	-	-	320	13.4	N	-	1	-	H	U
1410	20130517:1200	18459	71	-62.7	-	-	-	N	1	-	-	-	U
1410	20130517:1200	18547	70	-62.3	-	295	17.5	Y	0	0	0	P	U
1410	20130517:1200	18626	69.1	-	-	290	18	N	-	1	-	H	U
1410	20130517:1200	18926	65.9	-	-	300	15.4	N	-	1	-	H	U
1410	20130517:1200	19106	64	-58.3	-88.3	-	-	N	1	-	-	-	U
1410	20130517:1200	19226	62.9	-	-	280	16.5	N	-	1	-	H	U
1410	20130518:0000	26	1003	16.4	15.5	325	2.6	Y	4	4	-	H	U
1410	20130518:0000	52	1000	16.6	15.5	-	-	Y	0	-	4	-	U
1410	20130518:0000	326	968	-	-	300	12.9	N	-	1	-	H	U
1410	20130518:0000	626	935	-	-	290	12.9	N	-	1	-	H	U
1410	20130518:0000	713	925	12.6	11.8	-	-	Y	0	-	0	-	U
1410	20130518:0000	926	902	-	-	285	13.4	N	-	1	-	H	U
1410	20130518:0000	1419	850	8.4	6.8	290	14.4	Y	0	0	0	P	U
1410	20130518:0000	1526	839	-	-	285	15.4	N	-	1	-	H	U
1410	20130518:0000	1746	817	7	5.3	-	-	N	1	-	-	-	U
1410	20130518:0000	1919	800	6.2	0.2	-	-	N	1	-	-	-	U
1410	20130518:0000	2126	780	-	-	310	16	N	-	1	-	H	U
1410	20130518:0000	2211	772	4.8	3.7	-	-	N	1	-	-	-	U
1410	20130518:0000	2726	725	-	-	325	17.5	N	-	1	-	H	U
1410	20130518:0000	3005	700	0.6	0	325	20.6	Y	0	0	0	P	U
1410	20130518:0000	3156	687	-0.3	-0.5	-	-	N	1	-	-	-	U
1410	20130518:0000	3215	682	-0.7	-0.9	-	-	N	1	-	-	-	U
1410	20130518:0000	3333	672	-0.5	-2.6	-	-	N	1	-	-	-	U
1410	20130518:0000	4226	600	-	-	315	21.6	N	-	1	-	H	U
1410	20130518:0000	4965	546	-10.7	-11.8	-	-	N	1	-	-	-	U
1410	20130518:0000	5093	537	-9.5	-15.5	-	-	N	1	-	-	-	U
1410	20130518:0000	5126	535	-	-	310	26.3	N	-	1	-	H	U
1410	20130518:0000	5640	500	-14.5	-19.1	310	25.2	Y	1	0	0	P	U
1410	20130518:0000	6026	475	-	-	310	23.7	N	-	1	-	H	U
1410	20130518:0000	6326	456	-	-	330	22.6	N	-	1	-	H	U
1410	20130518:0000	6349	455	-19.3	-20.8	-	-	N	1	-	-	-	U
1410	20130518:0000	6626	438	-	-	330	20.6	N	-	1	-	H	U
1410	20130518:0000	6926	421	-	-	320	23.2	N	-	1	-	H	U
1410	20130518:0000	7152	408	-24.9	-27	-	-	N	1	-	-	-	U
1410	20130518:0000	7226	404	-	-	325	23.7	N	-	1	-	H	U
1410	20130518:0000	7296	400	-25.9	-28.4	325	23.2	Y	0	0	0	P	U
1410	20130518:0000	8426	341	-	-	320	27.8	N	-	1	-	H	U
1410	20130518:0000	8617	332	-36.7	-42.7	-	-	N	1	-	-	-	U
1410	20130518:0000	9131	308	-41.9	-44.6	-	-	N	1	-	-	-	U
1410	20130518:0000	9309	300	-42.9	-46.9	315	34	Y	0	0	0	P	U
1410	20130518:0000	10034	269	-49.7	-53.6	-	-	N	1	-	-	-	U
1410	20130518:0000	10226	261	-	-	315	44.8	N	-	1	-	H	U
1410	20130518:0000	10511	250	-51.7	-56.3	305	46.3	Y	0	0	0	P	U
1410	20130518:0000	10526	249	-	-	305	46.3	N	-	1	-	H	U
1410	20130518:0000	10563	248	-52.1	-57.1	-	-	N	1	-	-	-	U
1410	20130518:0000	10722	242	-51.7	-64.7	-	-	N	1	-	-	-	U
1410	20130518:0000	11079	229	-53.7	-69.7	295	51	N	3	2	-	P	U
1410	20130518:0000	11126	227	-	-	295	51	N	-	1	-	H	U
1410	20130518:0000	11948	200	-54.3	-78.3	295	43.8	Y	0	0	0	P	U
1410	20130518:0000	12414	186	-53.3	-83.3	-	-	N	1	-	-	-	U
1410	20130518:0000	12626	180	-	-	290	40.7	N	-	1	-	H	U
1410	20130518:0000	13790	150	-56.3	-88.3	295	31.4	Y	0	0	0	P	U
1410	20130518:0000	14049	144	-56.9	-88.9	-	-	N	1	-	-	-	U
1410	20130518:0000	14426	136	-	-	300	26.3	N	-	1	-	H	U
1410	20130518:0000	14726	129	-	-	310	31.4	N	-	1	-	H	U
1410	20130518:0000	14985	124	-62.3	-	-	-	N	3	-	-	-	U
1410	20130518:0000	15326	117	-	-	290	38.1	N	-	1	-	H	U
1410	20130518:0000	15510	114	-57.5	-89.5	-	-	N	1	-	-	-	U
1410	20130518:0000	15926	107	-	-	280	25.2	N	-	1	-	H	U
1410	20130518:0000	16226	102	-	-	300	17.5	N	-	1	-	H	U
1410	20130518:0000	16332	100	-60.5	-	300	17.5	Y	1	0	0	P	U
1410	20130518:0000	16586	96	-61.5	-	-	-	N	1	-	-	-	U
1410	20130518:0000	16826	92.3	-	-	285	24.7	N	-	1	-	H	U
1410	20130518:0000	17126	88	-	-	270	20.6	N	-	1	-	H	U
1410	20130518:0000	17426	83.8	-	-	280	16	N	-	1	-	H	U
1410	20130518:0000	17726	79.8	-	-	295	12.9	N	-	1	-	H	U
1410	20130518:0000	18026	76	-	-	285	12.4	N	-	1	-	H	U
1410	20130518:0000	18364	72	-62.9	-	-	-	N	1	-	-	-	U
1410	20130518:0000	18538	70	-62.5	-	305	13.4	Y	0	0	0	P	U
1410	20130518:0000	18626	69	-	-	310	16	N	-	1	-	H	U
1410	20130518:0000	19196	63	-57.7	-89.7	-	-	N	1	-	-	-	U
1410	20130518:0000	19226	62.7	-	-	290	21.6	N	-	1	-	H	U
1410	20130518:0000	19826	57	-	-	265	11.8	N	-	1	-	H	U
1410	20130518:0000	20126	54.3	-	-	295	12.4	N	-	1	-	H	U
1410	20130518:0000	20277	53	-61.9	-	-	-	N	1	-	-	-	U
1410	20130518:0000	20426	51.7	-	-	295	15.4	N	-	1	-	H	U
1410	20130518:0000	20639	50	-60.1	-	285	9.8	Y	0	0	0	P	U
1410	20130518:0000	20726	49.3	-	-	285	10.3	N	-	1	-	H	U
1410	20130518:0000	21626	42.7	-	-	260	11.8	N	-	1	-	H	U
1410	20130518:0000	21878	41	-60.1	-	-	-	N	1	-	-	-	U
1410	20130518:0000	21926	40.7	-	-	300	8.8	N	-	1	-	H	U
1410	20130518:0000	22193	39	-56.7	-88.7	-	-	N	1	-	-	-	U
1410	20130518:0000	22226	38.8	-	-	310	16	N	-	1	-	H	U
1410	20130518:0000	23126	33.6	-	-	250	10.3	N	-	1	-	H	U
1410	20130518:0000	23426	32.1	-	-	265	5.7	N	-	1	-	H	U
1410	20130518:0000	23642	31	-58.7	-89.7	-	-	N	1	-	-	-	U
1410	20130518:0000	23726	30.6	-	-	310	7.2	N	-	1	-	H	U
1410	20130518:0000	23848	30	-58.3	-89.3	315	7.7	Y	0	0	0	P	U
1410	20130518:0000	24326	27.8	-	-	255	13.9	N	-	1	-	H	U
1410	20130518:0000	24926	25.3	-	-	250	9.3	N	-	1	-	H	U
1410	20130518:0000	25226	24.1	-	-	300	13.9	N	-	1	-	H	U
1410	20130518:0000	25526	23	-	-	275	11.8	N	-	1	-	H	U
1410	20130518:0000	25813	22	-55.5	-87.5	-	-	N	1	-	-	-	U
1410	20130518:0000	25826	21.9	-	-	295	13.4	N	-	1	-	H	U
1410	20130518:1200	26	999	18.4	15.2	285	4.6	Y	4	4	-	H	U
1410	20130518:1200	112	989	16.4	13.2	-	-	N	1	-	-	-	U
1410	20130518:1200	326	964	-	-	275	7.2	N	-	1	-	H	U
1410	20130518:1200	626	931	-	-	265	7.2	N	-	1	-	H	U
1410	20130518:1200	633	930	12	10.7	-	-	N	1	-	-	-	U
1410	20130518:1200	678	925	12	10.4	-	-	Y	0	-	0	-	U
1410	20130518:1200	926	898	-	-	265	7.7	N	-	1	-	H	U
1410	20130518:1200	1383	850	8.2	4.6	275	7.2	Y	0	0	0	P	U
1410	20130518:1200	1526	835	-	-	275	8.8	N	-	1	-	H	U
1410	20130518:1200	2126	776	-	-	270	11.3	N	-	1	-	H	U
1410	20130518:1200	2726	721	-	-	280	12.4	N	-	1	-	H	U
1410	20130518:1200	2963	700	-0.7	-4.1	280	14.4	Y	0	0	0	P	U
1410	20130518:1200	3026	694	-	-	280	13.9	N	-	1	-	H	U
1410	20130518:1200	3432	660	-2.9	-8.9	-	-	N	1	-	-	-	U
1410	20130518:1200	3626	644	-	-	270	14.9	N	-	1	-	H	U
1410	20130518:1200	3988	615	-7.3	-12.3	-	-	N	1	-	-	-	U
1410	20130518:1200	4090	607	-7.3	-21.3	-	-	N	1	-	-	-	U
1410	20130518:1200	4226	596	-	-	285	18	N	-	1	-	H	U
1410	20130518:1200	4470	578	-9.1	-27.1	-	-	N	1	-	-	-	U
1410	20130518:1200	5350	515	-17.1	-32.1	-	-	N	1	-	-	-	U
1410	20130518:1200	5468	507	-16.9	-47.9	-	-	N	1	-	-	-	U
1410	20130518:1200	5572	500	-17.7	-50.7	295	19.6	Y	0	0	0	P	U
1410	20130518:1200	6626	433	-	-	315	20.6	N	-	1	-	H	U
1410	20130518:1200	7202	400	-30.1	-61.1	315	23.2	Y	0	0	0	P	U
1410	20130518:1200	7226	399	-	-	315	23.2	N	-	1	-	H	U
1410	20130518:1200	7961	359	-37.3	-62.3	-	-	N	1	-	-	-	U
1410	20130518:1200	8426	335	-	-	315	24.2	N	-	1	-	H	U
1410	20130518:1200	9026	307	-	-	330	20.6	N	-	1	-	H	U
1410	20130518:1200	9182	300	-44.7	-66.7	325	20.1	Y	0	0	0	P	U
1410	20130518:1200	9326	294	-	-	320	19.6	N	-	1	-	H	U
1410	20130518:1200	9340	293	-45.9	-67.9	-	-	N	1	-	-	-	U
1410	20130518:1200	10226	256	-	-	310	23.2	N	-	1	-	H	U
1410	20130518:1200	10386	250	-50.5	-73.5	320	23.7	Y	0	0	0	P	U
1410	20130518:1200	10526	245	-	-	320	24.7	N	-	1	-	H	U
1410	20130518:1200	10571	243	-51.7	-74.7	-	-	N	3	-	-	-	U
1410	20130518:1200	11726	204	-	-	295	35.5	N	-	1	-	H	U
1410	20130518:1200	11842	200	-49.1	-83.1	300	34	Y	0	0	0	P	U
1410	20130518:1200	11875	199	-48.7	-82.7	-	-	N	1	-	-	-	U
1410	20130518:1200	13262	161	-50.9	-84.9	-	-	N	1	-	-	-	U
1410	20130518:1200	13721	150	-52.7	-85.7	300	35.5	Y	0	0	0	P	U
1410	20130518:1200	13807	148	-	-	300	36	N	-	2	-	P	U
1410	20130518:1200	14256	138	-55.9	-87.9	-	-	N	3	-	-	-	U
1410	20130518:1200	15626	111	-	-	295	23.7	N	-	1	-	H	U
1410	20130518:1200	15926	106	-	-	295	28.3	N	-	1	-	H	U
1410	20130518:1200	16226	101	-	-	285	26.3	N	-	1	-	H	U
1410	20130518:1200	16295	100	-58.3	-89.3	280	25.7	Y	1	0	0	P	U
1410	20130518:1200	16526	96.4	-	-	280	20.6	N	-	1	-	H	U
1410	20130518:1200	17165	87	-61.7	-	-	-	N	1	-	-	-	U
1410	20130518:1200	17426	83.4	-	-	325	25.2	N	-	1	-	H	U
1410	20130518:1200	17726	79.5	-	-	290	19	N	-	1	-	H	U
1410	20130518:1200	18026	75.8	-	-	300	23.2	N	-	1	-	H	U
1410	20130518:1200	18326	72.3	-	-	295	25.7	N	-	1	-	H	U
1410	20130518:1200	18527	70	-57.1	-89.1	280	18	Y	0	0	0	P	U
1410	20130518:1200	18626	68.9	-	-	280	15.4	N	-	1	-	H	U
1410	20130518:1200	18804	67	-56.9	-88.9	-	-	N	1	-	-	-	U
1410	20130518:1200	18926	65.7	-	-	280	13.4	N	-	1	-	H	U
1410	20130518:1200	19226	62.6	-	-	305	11.8	N	-	1	-	H	U
1410	20130518:1200	19826	56.9	-	-	275	14.9	N	-	1	-	H	U
1410	20130518:1200	20126	54.3	-	-	300	13.4	N	-	1	-	H	U
1410	20130518:1200	20156	54	-61.7	-	-	-	N	1	-	-	-	U
1410	20130518:1200	20272	53	-59.3	-90.3	-	-	N	1	-	-	-	U
1410	20130518:1200	20426	51.7	-	-	250	9.3	N	-	1	-	H	U
1410	20130518:1200	20636	50	-60.5	-	275	7.7	Y	0	0	0	P	U
1410	20130518:1200	21026	47	-	-	320	6.7	N	-	1	-	H	U
1410	20130518:1200	21326	44.8	-	-	340	10.3	N	-	1	-	H	U
1410	20130518:1200	21877	41	-58.9	-89.9	-	-	N	1	-	-	-	U
1410	20130518:1200	21926	40.7	-	-	280	16	N	-	1	-	H	U
1410	20130518:1200	22226	38.8	-	-	270	9.3	N	-	1	-	H	U
1410	20130518:1200	22826	35.3	-	-	300	13.9	N	-	1	-	H	U
1410	20130518:1200	23126	33.6	-	-	295	13.4	N	-	1	-	H	U
1410	20130518:1200	23726	30.6	-	-	255	8.8	N	-	1	-	H	U
1410	20130518:1200	23850	30	-56.3	-88.3	245	6.2	Y	0	0	0	P	U
1410	20130518:1200	24026	29.2	-	-	235	6.7	N	-	1	-	H	U
1410	20130518:1200	24326	27.8	-	-	290	11.3	N	-	1	-	H	U
1410	20130518:1200	24926	25.3	-	-	275	12.9	N	-	1	-	H	U
1410	20130518:1200	25226	24.2	-	-	290	8.2	N	-	1	-	H	U
1410	20130518:1200	25526	23.1	-	-	280	14.4	N	-	1	-	H	U
1410	20130518:1200	25826	22	-	-	275	11.3	N	-	1	-	H	U
1410	20130518:1200	26429	20	-55.9	-87.9	285	13.9	Y	0	0	0	P	U
1410	20130518:1200	27026	18.2	-	-	265	19	N	-	1	-	H	U
1410	20130518:1200	27326	17.4	-	-	290	19	N	-	1	-	H	U
1410	20130518:1200	27926	15.8	-	-	270	16	N	-	1	-	H	U
1410	20130518:1200	28273	15	-52.9	-85.9	-	-	N	1	-	-	-	U
1410	20130518:1200	28826	13.8	-	-	285	21.1	N	-	1	-	H	U
1410	20130518:1200	29703	12	-56.1	-87.1	-	-	N	1	-	-	-	U
1410	20130518:1200	30868	10	-53.9	-86.9	265	30.4	Y	1	0	0	P	U
1410	20130519:0000	26	1000	14.4	13.4	305	1.5	Y	4	4	-	H	U
1410	20130519:0000	326	965	-	-	320	5.7	N	-	1	-	H	U
1410	20130519:0000	336	964	14	12.2	-	-	N	1	-	-	-	U
1410	20130519:0000	626	931	-	-	310	11.3	N	-	1	-	H	U
1410	20130519:0000	684	925	11.4	9.9	-	-	Y	0	-	1	-	U
1410	20130519:0000	926	899	-	-	300	12.4	N	-	1	-	H	U
1410	20130519:0000	1185	871	8.4	4.9	-	-	N	1	-	-	-	U
1410	20130519:0000	1226	867	-	-	290	12.4	N	-	1	-	H	U
1410	20130519:0000	1387	850	7	4.3	290	12.9	Y	0	0	0	P	U
1410	20130519:0000	1526	836	-	-	290	12.9	N	-	1	-	H	U
1410	20130519:0000	1826	805	-	-	295	13.9	N	-	1	-	H	U
1410	20130519:0000	2129	776	1	0.4	295	12.9	N	1	1	-	H	U
1410	20130519:0000	2426	748	-	-	280	12.9	N	-	1	-	H	U
1410	20130519:0000	2726	720	-	-	285	14.4	N	-	1	-	H	U
1410	20130519:0000	2953	700	-2.9	-3	290	16	Y	0	0	0	P	U
1410	20130519:0000	3626	642	-	-	295	13.9	N	-	1	-	H	U
1410	20130519:0000	4097	605	-9.3	-9.7	-	-	N	1	-	-	-	U
1410	20130519:0000	4226	595	-	-	280	14.9	N	-	1	-	H	U
1410	20130519:0000	4526	572	-	-	285	13.9	N	-	1	-	H	U
1410	20130519:0000	5396	510	-18.7	-21.5	-	-	N	1	-	-	-	U
1410	20130519:0000	5426	508	-	-	285	27.8	N	-	1	-	H	U
1410	20130519:0000	5529	501	-19.7	-32.7	-	-	N	1	-	-	-	U
1410	20130519:0000	5544	500	-19.7	-30.7	290	24.2	Y	0	0	0	P	U
1410	20130519:0000	5679	491	-20.9	-30.9	-	-	N	1	-	-	-	U
1410	20130519:0000	5709	489	-20.9	-38.9	-	-	N	1	-	-	-	U
1410	20130519:0000	5726	488	-	-	290	24.2	N	-	1	-	H	U
1410	20130519:0000	6628	431	-28.7	-52.7	-	-	N	1	-	-	-	U
1410	20130519:0000	6983	410	-31.9	-48.9	-	-	N	1	-	-	-	U
1410	20130519:0000	7035	407	-32.5	-39.5	-	-	N	1	-	-	-	U
1410	20130519:0000	7157	400	-32.7	-37.4	295	31.4	Y	0	0	0	P	U
1410	20130519:0000	7192	398	-32.9	-37.3	-	-	N	1	-	-	-	U
1410	20130519:0000	7226	396	-	-	295	30.9	N	-	1	-	H	U
1410	20130519:0000	7826	363	-	-	285	30.4	N	-	1	-	H	U
1410	20130519:0000	8024	353	-39.9	-44.6	-	-	N	1	-	-	-	U
1410	20130519:0000	8063	351	-39.9	-50.9	-	-	N	1	-	-	-	U
1410	20130519:0000	8102	349	-40.5	-61.5	-	-	N	1	-	-	-	U
1410	20130519:0000	9119	300	-47.1	-69.1	285	35	Y	0	0	0	P	U
1410	20130519:0000	9343	290	-48.5	-66.5	-	-	N	3	-	-	-	U
1410	20130519:0000	10321	250	-47.9	-72.9	290	42.2	Y	0	0	0	P	U
1410	20130519:0000	10374	248	-	-	290	42.7	N	-	2	-	P	U
1410	20130519:0000	10526	242	-	-	290	42.7	N	-	1	-	H	U
1410	20130519:0000	10902	229	-46.7	-76.7	-	-	N	1	-	-	-	U
1410	20130519:0000	11798	200	-48.1	-82.1	295	37.6	Y	0	0	0	P	U
1410	20130519:0000	13681	150	-51.5	-84.5	295	36	Y	0	0	0	P	U
1410	20130519:0000	13826	147	-	-	295	34	N	-	1	-	H	U
1410	20130519:0000	14426	134	-	-	280	37.1	N	-	1	-	H	U
1410	20130519:0000	14552	131	-55.7	-87.7	-	-	N	3	-	-	-	U
1410	20130519:0000	15026	122	-	-	280	30.9	N	-	1	-	H	U
1410	20130519:0000	15381	115	-56.3	-88.3	-	-	N	1	-	-	-	U
1410	20130519:0000	15607	111	-54.7	-86.7	295	23.7	N	1	1	-	H	U
1410	20130519:0000	15926	106	-	-	300	25.7	N	-	1	-	H	U
1410	20130519:0000	16206	101	-58.7	-89.7	300	30.9	N	1	1	-	H	U
1410	20130519:0000	16269	100	-58.5	-89.5	300	30.9	Y	1	0	0	P	U
1410	20130519:0000	17126	87.2	-	-	285	23.7	N	-	1	-	H	U
1410	20130519:0000	17664	80	-61.1	-	-	-	N	1	-	-	-	U
1410	20130519:0000	17726	79.2	-	-	300	16.5	N	-	1	-	H	U
1410	20130519:1200	26	1001	16.8	14.4	295	6.7	Y	4	4	-	H	U
1410	20130519:1200	35	1000	16.8	14	-	-	Y	0	-	2	-	U
1410	20130519:1200	104	992	16.8	10.8	-	-	N	1	-	-	-	U
1410	20130519:1200	326	966	-	-	285	15.4	N	-	1	-	H	U
1410	20130519:1200	626	933	-	-	300	19	N	-	1	-	H	U
1410	20130519:1200	696	925	12.2	8.7	-	-	Y	0	-	0	-	U
1410	20130519:1200	916	901	10.2	7.6	-	-	N	1	-	-	-	U
1410	20130519:1200	926	900	-	-	295	19.6	N	-	1	-	H	U
1410	20130519:1200	1398	850	6.4	3.4	285	22.1	Y	0	0	0	P	U
1410	20130519:1200	1446	845	6	3.3	-	-	N	1	-	-	-	U
1410	20130519:1200	1526	837	-	-	285	22.1	N	-	1	-	H	U
1410	20130519:1200	2126	777	-	-	285	19.6	N	-	1	-	H	U
1410	20130519:1200	2726	721	-	-	285	20.6	N	-	1	-	H	U
1410	20130519:1200	2965	700	-2.9	-12.9	285	22.6	Y	0	0	0	P	U
1410	20130519:1200	3326	669	-	-	280	22.1	N	-	1	-	H	U
1410	20130519:1200	3548	650	-6.7	-20.7	-	-	N	1	-	-	-	U
1410	20130519:1200	3730	635	-7.1	-17.1	-	-	N	1	-	-	-	U
1410	20130519:1200	4195	598	-11.1	-21.1	-	-	N	1	-	-	-	U
1410	20130519:1200	4226	596	-	-	290	24.7	N	-	1	-	H	U
1410	20130519:1200	4628	565	-14.5	-18.6	-	-	N	1	-	-	-	U
1410	20130519:1200	4826	550	-	-	295	26.8	N	-	1	-	H	U
