date,Kidson,Temp.original,found.correctly,updated.values,temp.updated,temp.final,siggi.original,found.correctly,updated.value,siggi.updated,siggi.final,wd,ws,tair,
28/04/14 12:00,HSE,NA,0,NA,NA,NA,1373,1,NA,1373,1373,255,9,17,
29/04/14 12:00,HSE,2121,0,NA,2121,NA,1602,0,NA,1602,NA,250,7,18,
30/04/14 12:00,TSW,34,1,NA,34,34,190,1,NA,190,190,260,2,18,
1/05/14 12:00,TNW,1945,1,NA,1945,1945,"""NA""",1,NA,"""NA""",NA,239,2,18,
2/05/14 12:00,TNW,51,0,NA,51,NA,1154,1,NA,1154,1154,252,2,18,
3/05/14 12:00,NE,1542,1,NA,1542,1542,881,0,NA,881,NA,313,3,20,
4/05/14 12:00,HE,2040,0,NA,2040,NA,"""NA""",0,NA,"""NA""",NA,12,3,21,
5/05/14 12:00,W,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,29,7,19,
6/05/14 12:00,W,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,258,5,22,
7/05/14 12:00,T,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,317,4,20,
8/05/14 12:00,SW,NA,0,NA,NA,NA,730,1,NA,730,730,354,2,20,
9/05/14 12:00,SW,2319,0,NA,2319,NA,"""NA""",0,NA,"""NA""",NA,328,4,18,
10/05/14 12:00,HNW,455,1,NA,455,455,"""NA""",0,NA,"""NA""",NA,176,3,17,
11/05/14 12:00,,NA,0,NA,NA,NA,1057,0,NA,1057,NA,267,1,19,
12/05/14 12:00,,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,353,2,18,
13/05/14 12:00,NE,1501,0,NA,1501,NA,881,0,NA,881,NA,314,3,18,
14/05/14 12:00,HE,NA,0,NA,NA,NA,803,0,NA,803,NA,246,6,15,
15/05/14 12:00,W,2069,1,NA,2069,2069,959,0,NA,959,NA,219,9,17,
16/05/14 12:00,W,983,1,NA,983,983,"""NA""",1,NA,"""NA""",NA,206,4,15,
17/05/14 12:00,T,1221,1,NA,1221,1221,1169,1,NA,1169,1169,215,6,16,
18/05/14 12:00,SW,1250,0,NA,1250,NA,721,1,NA,721,721,246,1,18,
19/05/14 12:00,SW,1458,0,NA,1458,NA,862,1,NA,862,862,214,6,19,
20/05/14 12:00,W,1392,0,NA,1392,NA,740,0,NA,740,NA,232,3,18,
21/05/14 12:00,TNW,NA,1,NA,NA,NA,302,1,NA,302,302,276,5,19,
22/05/14 12:00,TNW,1456,0,NA,1456,NA,1091,1,NA,1091,1091,220,8,16,
23/05/14 12:00,NE,1609,0,NA,1609,NA,915,1,NA,915,915,272,8,17,
24/05/14 12:00,HE,2100,1,NA,2100,2100,803,1,NA,803,803,297,9,19,
25/05/14 12:00,W,NA,0,NA,NA,NA,526,1,NA,526,526,300,4,19,
26/05/14 12:00,W,1776,0,NA,1776,NA,1330,0,NA,1330,NA,217,10,14,
27/05/14 12:00,T,421,1,NA,421,421,"""NA""",0,NA,"""NA""",NA,148,2,12,
28/05/14 12:00,SW,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,269,1,13,
29/05/14 12:00,SW,2217,0,NA,2217,NA,730,1,NA,730,730,311,6,16,
30/05/14 12:00,HW,NA,0,NA,NA,NA,652,1,NA,652,652,218,5,17,
31/05/14 12:00,TNW,NA,1,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,155,2,15,
1/06/14 12:00,H,1590,UPDATE,292,292,292,"""NA""",0,NA,"""NA""",NA,173,2,14,
2/06/14 12:00,H,NA,1,NA,NA,NA,1529,0,NA,1529,NA,201,3,12,
3/06/14 12:00,HSE,1195,UPDATE,1195,1195,1195,"""NA""",0,NA,"""NA""",NA,261,2,17,
4/06/14 12:00,,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,342,2,17,
5/06/14 12:00,H,469,1,NA,469,469,"""NA""",0,NA,"""NA""",NA,263,1,16,
6/06/14 12:00,HSE,2159,0,NA,2159,NA,384,0,NA,384,NA,314,1,16,
7/06/14 12:00,HSE,764,1,NA,764,764,"""NA""",0,NA,"""NA""",NA,38,4,18,
8/06/14 12:00,HSE,1918,0,NA,1918,NA,633,1,NA,633,633,61,5,17,
9/06/14 12:00,HSE,NA,0,NA,NA,NA,867,1,NA,867,867,42,7,18,
10/06/14 12:00,HSE,NA,0,NA,NA,NA,711,1,NA,711,711,66,7,14,
11/06/14 12:00,H,NA,0,NA,NA,NA,214,1,NA,214,214,19,5,17,
12/06/14 12:00,H,436,1,NA,436,436,764,1,NA,764,764,132,3,17,
13/06/14 12:00,HSE,1482,1,NA,1482,1482,1349,1,NA,1349,1349,148,4,16,
14/06/14 12:00,HSE,1710,0,NA,1710,NA,"""NA""",0,NA,"""NA""",NA,243,3,14,
15/06/14 12:00,H,NA,0,NA,NA,NA,794,"""UPDATE""",300,300,300,252,1,15,
16/06/14 12:00,HSE,796,1,NA,796,796,618,0,NA,618,NA,25,6,16,
17/06/14 12:00,HSE,1301,UPDATE,700,700,700,608,1,NA,608,608,287,9,17,
18/06/14 12:00,HSE,NA,0,NA,NA,NA,935,0,NA,935,NA,264,6,17,
19/06/14 12:00,HSE,NA,0,NA,NA,NA,292,0,NA,292,NA,260,6,14,
20/06/14 12:00,W,340,0,NA,340,NA,1183,0,NA,1183,NA,225,9,15,
21/06/14 12:00,H,1522,1,NA,1522,1522,1573,1,NA,1573,1573,287,5,16,
22/06/14 12:00,H,NA,0,NA,NA,NA,1154,0,NA,1154,NA,270,2,17,
23/06/14 12:00,HSE,150,1,NA,150,150,228,1,NA,228,228,246,1,13,
24/06/14 12:00,HSE,1737,0,NA,1737,NA,881,1,NA,881,881,32,7,17,
25/06/14 12:00,H,639,1,NA,639,639,794,1,NA,794,794,34,11,17,
26/06/14 12:00,HSE,NA,0,NA,NA,NA,243,1,NA,243,243,342,2,18,
27/06/14 12:00,HSE,NA,0,NA,NA,NA,1003,0,NA,1003,NA,316,4,15,
28/06/14 12:00,HSE,1490,0,NA,1490,NA,1242,0,NA,1242,NA,240,11,15,
29/06/14 12:00,HSE,1210,0,NA,1210,NA,1115,"""UPDATE""",200,200,200,294,1,16,
30/06/14 12:00,T,NA,1,NA,NA,NA,662,1,NA,662,662,33,8,15,
1/07/14 12:00,T,NA,0,NA,NA,NA,433,1,NA,433,433,343,3,14,
2/07/14 12:00,SW,NA,0,NA,NA,NA,394,0,NA,394,NA,267,9,11,
3/07/14 12:00,SW,NA,0,NA,NA,NA,2051,0,NA,2051,NA,257,6,13,
4/07/14 12:00,SW,1341,0,NA,1341,NA,789,1,NA,789,789,203,3,12,
5/07/14 12:00,SW,1590,0,NA,1590,NA,1027,1,NA,1027,1027,255,11,16,
6/07/14 12:00,HSE,1270,0,NA,1270,NA,623,1,NA,623,623,47,2,16,
7/07/14 12:00,HSE,NA,0,NA,NA,NA,433,1,NA,433,433,70,5,14,
8/07/14 12:00,NE,1512,0,NA,1512,NA,194,1,NA,194,194,68,9,14,
9/07/14 12:00,NE,NA,0,NA,NA,NA,243,0,NA,243,NA,72,9,14,
10/07/14 12:00,HE,NA,0,NA,NA,NA,331,1,NA,331,331,63,9,14,
11/07/14 12:00,T,NA,0,NA,NA,NA,1281,1,NA,1281,1281,52,10,16,
12/07/14 12:00,SW,101,1,NA,101,101,277,1,NA,277,277,59,4,13,
13/07/14 12:00,SW,NA,0,NA,NA,NA,613,1,NA,613,613,334,3,15,
14/07/14 12:00,SW,150,1,NA,150,150,126,1,NA,126,126,163,1,10,
15/07/14 12:00,SW,1405,0,NA,1405,NA,"""NA""",0,NA,"""NA""",NA,163,3,13,
16/07/14 12:00,HSE,1415,1,NA,1415,1415,"""NA""",0,NA,"""NA""",NA,186,2,12,
17/07/14 12:00,HSE,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,163,3,11,
18/07/14 12:00,NE,853,1,NA,853,853,496,1,NA,496,496,188,2,10,
19/07/14 12:00,NE,1090,0,NA,1090,NA,"""NA""",0,NA,"""NA""",NA,144,1,10,
20/07/14 12:00,TSW,NA,0,NA,NA,NA,1315,0,NA,1315,NA,177,3,14,
21/07/14 12:00,T,NA,0,NA,NA,NA,1334,0,NA,1334,NA,243,10,15,
22/07/14 12:00,SW,NA,0,NA,NA,NA,589,0,NA,589,NA,221,4,9,
23/07/14 12:00,SW,1400,0,NA,1400,NA,1607,0,NA,1607,NA,218,9,14,
24/07/14 12:00,SW,NA,0,NA,NA,NA,433,0,NA,433,NA,222,2,12,
25/07/14 12:00,SW,NA,0,NA,NA,NA,1174,0,NA,1174,NA,226,9,14,
26/07/14 12:00,HSE,NA,UPDATE,900,900,900,"""NA""",0,NA,"""NA""",NA,260,2,15,
27/07/14 12:00,HSE,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,222,4,14,
28/07/14 12:00,NE,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,264,2,12,
29/07/14 12:00,NE,1260,1,NA,1260,1260,"""NA""",0,NA,"""NA""",NA,10,4,16,
30/07/14 12:00,W,1650,0,NA,1650,NA,716,1,NA,716,716,326,4,17,
31/07/14 12:00,T,862,1,NA,862,862,643,1,NA,643,643,321,2,17,
1/08/14 12:00,W,NA,0,NA,NA,NA,209,1,NA,209,209,40,4,17,
2/08/14 12:00,HNW,1147,0,NA,1147,NA,341,1,NA,341,341,6,6,19,
3/08/14 12:00,H,NA,0,NA,NA,NA,267,1,NA,267,267,311,3,13,
4/08/14 12:00,HNW,958,0,NA,958,NA,462,1,NA,462,462,235,2,15,
5/08/14 12:00,HNW,1604,0,NA,1604,NA,1588,0,NA,1588,NA,220,11,14,
6/08/14 12:00,W,2010,0,NA,2010,NA,355,0,NA,355,NA,274,9,14,
7/08/14 12:00,SW,1479,1,NA,1479,1479,1368,1,NA,1368,1368,250,5,14,
8/08/14 12:00,HNW,1869,1,NA,1869,1869,1593,1,NA,1593,NA,243,11,14,
9/08/14 12:00,H,1683,0,NA,1683,NA,"""NA""",0,NA,"""NA""",NA,180,4,12,
10/08/14 12:00,W,1672,0,NA,1672,NA,798,0,NA,798,NA,284,2,15,
11/08/14 12:00,W,1746,0,NA,1746,NA,1237,1,NA,1237,1237,327,5,15,
12/08/14 12:00,HNW,NA,0,NA,NA,NA,1208,0,NA,1208,NA,264,8,14,
13/08/14 12:00,H,2179,0,NA,2179,NA,389,0,NA,389,NA,255,9,13,
14/08/14 12:00,,NA,0,NA,NA,NA,979,1,NA,979,979,248,12,11,
15/08/14 12:00,HNW,1374,0,NA,1374,NA,1320,1,NA,1320,1320,217,10,14,
16/08/14 12:00,W,1507,0,NA,1507,NA,755,1,NA,755,755,220,7,14,
17/08/14 12:00,SW,1385,0,NA,1385,NA,803,1,NA,803,803,227,3,15,
18/08/14 12:00,HNW,1568,0,NA,1568,NA,1344,1,NA,1344,1344,266,2,15,
19/08/14 12:00,H,NA,0,NA,NA,NA,740,1,NA,740,740,46,7,14,
20/08/14 12:00,SW,NA,0,NA,NA,NA,306,1,NA,306,306,29,4,16,
21/08/14 12:00,W,738,0,NA,738,NA,443,1,NA,443,443,212,9,15,
22/08/14 12:00,HNW,1006,1,NA,1006,1006,886,1,NA,886,886,190,3,11,
23/08/14 12:00,H,892,1,NA,892,892,682,1,NA,682,682,215,7,14,
24/08/14 12:00,HNW,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,248,3,15,
25/08/14 12:00,HNW,1480,0,NA,1480,NA,1398,1,NA,1398,1398,240,2,14,
26/08/14 12:00,W,884,1,NA,884,884,"""NA""",0,NA,"""NA""",NA,31,3,15,
27/08/14 12:00,SW,NA,0,NA,NA,NA,638,0,NA,638,NA,54,5,14,
28/08/14 12:00,HNW,1951,0,NA,1951,NA,1427,1,NA,1427,1000,68,6,15,
29/08/14 12:00,H,1384,0,NA,1384,NA,146,1,NA,146,NA,70,6,16,
30/08/14 12:00,HSE,NA,0,NA,NA,NA,643,1,NA,643,643,77,6,14,
31/08/14 12:00,W,NA,0,NA,NA,NA,1149,1,NA,1149,1149,79,5,13,
1/09/14 12:00,R,1099,0,NA,1099,NA,428,1,NA,428,428,196,4,11,
2/09/14 12:00,NE,NA,0,NA,NA,NA,1734,0,NA,1734,NA,212,6,17,
3/09/14 12:00,NE,NA,0,NA,NA,NA,774,1,NA,774,774,339,2,16,
4/09/14 12:00,TSW,1419,0,NA,1419,NA,711,"""UPDATE""",100,100,100,47,7,17,
5/09/14 12:00,TSW,NA,0,NA,NA,NA,418,1,NA,418,418,38,6,18,
6/09/14 12:00,HW,1238,0,NA,1238,NA,745,1,NA,745,745,117,4,17,
7/09/14 12:00,HNW,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,147,5,18,
8/09/14 12:00,H,1254,1,NA,1254,1254,1364,1,NA,1364,1364,238,7,15,
9/09/14 12:00,H,1236,1,NA,1236,1236,1870,0,NA,1870,NA,39,6,17,
10/09/14 12:00,HE,1381,1,NA,1381,1381,1120,1,NA,1120,1120,37,6,16,
11/09/14 12:00,R,1082,0,NA,1082,NA,769,1,NA,769,769,51,5,17,
12/09/14 12:00,NE,NA,0,NA,NA,NA,258,1,NA,258,258,44,7,15,
13/09/14 12:00,NE,NA,0,NA,NA,NA,560,"""UPDATE""",400,400,400,49,6,17,
14/09/14 12:00,TSW,NA,1,NA,NA,NA,560,"""UPDATE""",900,900,900,238,16,15,
15/09/14 12:00,,NA,0,NA,NA,NA,842,1,NA,842,842,250,4,17,
16/09/14 12:00,HW,NA,0,NA,NA,NA,808,1,NA,808,808,277,8,18,
17/09/14 12:00,HNW,2124,0,NA,2124,NA,1232,0,NA,1232,NA,243,10,16,
18/09/14 12:00,H,1000,0,NA,1000,NA,418,1,NA,418,418,26,4,13,
19/09/14 12:00,H,NA,0,NA,NA,NA,876,1,NA,876,876,270,9,18,
20/09/14 12:00,SW,NA,0,NA,NA,NA,443,0,NA,443,NA,258,11,16,
21/09/14 12:00,R,1957,0,NA,1957,NA,988,0,NA,988,NA,326,2,13,
22/09/14 12:00,NE,NA,0,NA,NA,NA,555,1,NA,555,555,227,16,11,
23/09/14 12:00,NE,939,1,NA,939,939,1086,1,NA,1086,1086,243,10,15,
24/09/14 12:00,TSW,873,0,NA,873,NA,243,1,NA,243,243,226,10,16,
25/09/14 12:00,TSW,790,1,NA,790,790,794,1,NA,794,794,222,7,16,
26/09/14 12:00,HW,1107,1,NA,1107,1107,1140,1,NA,1140,1140,236,7,17,
27/09/14 12:00,HNW,1884,0,NA,1884,NA,1427,1,NA,1427,1427,344,3,17,
28/09/14 12:00,H,1167,1,NA,1167,1167,414,"""UPDATE""",800,800,800,331,6,17,
29/09/14 12:00,H,1057,1,NA,1057,1057,1081,1,NA,1081,1081,98,6,18,
30/09/14 12:00,R,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,205,4,17,
1/10/14 12:00,TNW,1238,1,NA,1238,1238,974,0,NA,974,NA,220,7,18,
2/10/14 12:00,T,1494,1,NA,1494,1494,1495,1,NA,1495,1495,288,7,16,
3/10/14 12:00,SW,NA,0,NA,NA,NA,643,0,NA,643,NA,300,10,15,
4/10/14 12:00,SW,NA,0,NA,NA,NA,535,0,NA,535,NA,250,15,13,
5/10/14 12:00,T,1878,0,NA,1878,NA,1339,1,NA,1339,1339,246,9,16,
6/10/14 12:00,SW,2280,0,NA,2280,NA,375,1,NA,375,375,294,10,15,
7/10/14 12:00,W,1428,0,NA,1428,NA,867,1,NA,867,867,224,12,15,
8/10/14 12:00,SW,2060,0,NA,2060,NA,628,1,NA,628,628,286,6,16,
9/10/14 12:00,H,NA,0,NA,NA,NA,316,1,NA,316,316,215,6,16,
10/10/14 12:00,R,1204,0,NA,1204,NA,224,1,NA,224,224,38,4,17,
11/10/14 12:00,TNW,NA,0,NA,NA,NA,"""NA""",0,NA,"""NA""",NA,199,4,18,
12/10/14 12:00,T,1420,0,NA,1420,NA,935,1,NA,935,935,216,9,16,
13/10/14 12:00,SW,1174,1,NA,1174,1174,1193,1,NA,1193,1193,246,3,19,
14/10/14 12:00,SW,1425,1,NA,1425,1425,1057,1,NA,1057,1057,235,5,19,
15/10/14 12:00,T,816,1,NA,816,816,584,1,NA,584,584,219,5,19,
16/10/14 12:00,SW,1090,0,NA,1090,NA,1398,"""UPDATE""",250,250,250,14,5,19,
17/10/14 12:00,W,1795,0,NA,1795,NA,238,1,NA,238,NA,15,6,19,
18/10/14 12:00,SW,NA,0,NA,NA,NA,253,1,NA,253,253,28,6,18,
19/10/14 12:00,H,1250,UPDATE,800,800,800,1203,"""UPDATE""",900,900,900,210,6,18,
20/10/14 12:00,HNW,NA,1,NA,NA,NA,1427,1,NA,1427,1427,234,9,17,
21/10/14 12:00,TNW,NA,0,NA,NA,NA,1023,1,NA,1023,1023,237,4,19,
22/10/14 12:00,T,NA,0,NA,NA,NA,1076,0,NA,1076,NA,28,4,19,
23/10/14 12:00,SW,NA,0,NA,NA,NA,1237,0,NA,1237,NA,235,5,18,
24/10/14 12:00,SW,1711,0,NA,1711,NA,1047,1,NA,1047,1047,246,10,17,
25/10/14 12:00,T,838,1,NA,838,838,"""NA""",0,NA,"""NA""",NA,202,3,15,
26/10/14 12:00,,NA,0,NA,NA,NA,1183,1,NA,1183,1183,244,8,16,
27/10/14 12:00,W,1173,0,NA,1173,NA,954,1,NA,954,954,291,9,17,
28/10/14 12:00,SW,NA,0,NA,NA,NA,350,1,NA,350,350,308,4,18,
29/10/14 12:00,H,NA,0,NA,NA,NA,224,1,NA,224,NA,235,7,16,
30/10/14 12:00,SW,1819,0,NA,1819,NA,1271,1,NA,1271,1271,244,15,17,
31/10/14 12:00,TNW,1780,UPDATE,800,800,800,974,1,NA,974,974,255,10,18,
1/11/14 12:00,TNW,1472,0,NA,1472,NA,1062,1,NA,1062,1062,234,8,19,
2/11/14 12:00,T,1167,1,NA,1167,1167,974,1,NA,974,974,282,7,19,
3/11/14 12:00,T,733,0,NA,733,NA,988,1,NA,988,988,241,6,16,
4/11/14 12:00,T,NA,0,NA,NA,NA,1208,0,NA,1208,NA,234,5,17,
5/11/14 12:00,SW,NA,0,NA,NA,NA,1739,0,NA,1739,NA,255,3,16,
6/11/14 12:00,T,1318,1,NA,1318,1318,979,1,NA,979,979,219,11,15,
7/11/14 12:00,T,2292,0,NA,2292,NA,1310,1,NA,1310,1310,258,8,17,
8/11/14 12:00,SW,1906,0,NA,1906,NA,"""NA""",0,NA,"""NA""",NA,214,7,17,
9/11/14 12:00,HNW,908,1,NA,908,908,1671,0,NA,1671,NA,233,5,19,
10/11/14 12:00,HNW,1724,1,NA,1724,1724,1529,1,NA,1529,1529,233,6,19,
11/11/14 12:00,TNW,1110,1,NA,1110,1110,984,1,NA,984,984,282,10,19,
12/11/14 12:00,T,NA,0,NA,NA,NA,1368,0,NA,1368,NA,266,12,16,
13/11/14 12:00,T,NA,0,NA,NA,NA,73,0,NA,73,NA,240,8,14,
14/11/14 12:00,T,1981,0,NA,1981,NA,565,0,NA,565,NA,242,12,17,
15/11/14 12:00,SW,1089,0,NA,1089,NA,686,1,NA,686,686,295,11,17,
16/11/14 12:00,T,1641,0,NA,1641,NA,1252,1,NA,1252,1252,238,12,18,
17/11/14 12:00,T,NA,0,NA,NA,NA,204,1,NA,204,204,30,6,15,
18/11/14 12:00,SW,1881,0,NA,1881,NA,1062,1,NA,1062,1062,243,12,19,
19/11/14 12:00,HNW,1455,UPDATE,900,900,900,1276,1,NA,1276,1276,263,9,21,
20/11/14 12:00,TSW,1388,0,NA,1388,NA,267,0,NA,267,NA,239,10,17,
21/11/14 12:00,,NA,0,NA,NA,NA,1247,1,NA,1247,1247,231,9,19,
22/11/14 12:00,T,1523,0,NA,1523,NA,774,1,NA,774,774,279,7,20,
23/11/14 12:00,T,978,1,NA,978,978,901,1,NA,901,901,220,5,19,
24/11/14 12:00,T,NA,0,NA,NA,NA,511,1,NA,511,511,297,3,20,
25/11/14 12:00,SW,1320,0,NA,1320,NA,652,1,NA,652,652,236,6,22,
26/11/14 12:00,T,1620,0,NA,1620,NA,375,1,NA,375,375,253,9,18,
27/11/14 12:00,T,1000,0,NA,1000,NA,911,1,NA,911,911,230,8,20,
28/11/14 12:00,SW,NA,0,NA,NA,NA,1388,1,NA,1388,1388,280,8,20,
29/11/14 12:00,HNW,2373,0,NA,2373,NA,1490,1,NA,1490,1490,243,12,18,
30/11/14 12:00,R,2017,0,NA,2017,NA,1865,1,NA,1865,1865,255,9,20,
1/12/14 12:00,R,2273,0,NA,2273,NA,282,0,NA,282,NA,227,10,17,
2/12/14 12:00,HSE,2377,0,NA,2377,NA,1700,0,NA,1700,NA,213,4,18,
3/12/14 12:00,HSE,1307,1,NA,1307,1307,1164,1,NA,1164,1164,219,5,18,
4/12/14 12:00,NE,1588,1,NA,1588,1588,1500,1,NA,1500,1500,239,9,19,
5/12/14 12:00,HW,1061,1,NA,1061,1061,1125,1,NA,1125,1125,241,11,20,
6/12/14 12:00,HSE,1967,0,NA,1967,NA,1110,1,NA,1110,1110,272,4,22,
7/12/14 12:00,HSE,827,1,NA,827,827,1252,1,NA,1252,1252,234,11,20,
8/12/14 12:00,HSE,1608,0,NA,1608,NA,950,1,NA,950,950,221,3,23,
9/12/14 12:00,R,1764,0,NA,1764,NA,267,1,NA,267,267,315,2,22,
10/12/14 12:00,R,1277,0,NA,1277,NA,1286,1,NA,1286,1286,282,9,22,
11/12/14 12:00,R,1617,0,NA,1617,NA,589,1,NA,589,589,230,4,22,
12/12/14 12:00,HSE,NA,0,NA,NA,NA,954,1,NA,954,954,231,5,18,
13/12/14 12:00,HSE,1086,1,NA,1086,1086,886,1,NA,886,886,236,1,19,
14/12/14 12:00,NE,NA,0,NA,NA,NA,545,1,NA,545,545,89,5,17,
15/12/14 12:00,HW,NA,0,NA,NA,NA,1066,1,NA,1066,1066,108,6,18,
16/12/14 12:00,HSE,NA,0,NA,NA,NA,672,1,NA,672,672,79,7,18,
17/12/14 12:00,HSE,NA,0,NA,NA,NA,428,1,NA,428,428,63,7,19,
18/12/14 12:00,HSE,1345,0,NA,1345,NA,813,1,NA,813,813,283,7,21,
19/12/14 12:00,R,958,1,NA,958,958,"""NA""",0,NA,"""NA""",NA,339,3,26,
20/12/14 12:00,NE,NA,0,NA,NA,NA,209,1,NA,209,209,39,7,21,
21/12/14 12:00,,NA,0,NA,NA,NA,974,1,NA,974,974,252,4,24,
22/12/14 12:00,HSE,1181,1,NA,1181,1181,1222,1,NA,1222,1222,220,5,22,
23/12/14 12:00,HSE,550,1,NA,550,550,1500,0,NA,1500,NA,76,3,25,
24/12/14 12:00,NE,NA,0,NA,NA,NA,1242,1,NA,1242,1242,41,6,21,
25/12/14 12:00,HW,1440,0,NA,1440,NA,1607,1,NA,1607,1607,49,5,22,
26/12/14 12:00,HSE,1578,0,NA,1578,NA,1096,1,NA,1096,1096,54,5,23,
27/12/14 12:00,HSE,1808,0,NA,1808,NA,1573,0,NA,1573,NA,38,6,23,
28/12/14 12:00,HSE,NA,0,NA,NA,NA,277,1,NA,277,NA,24,4,24,
29/12/14 12:00,R,2378,0,NA,2378,NA,1783,0,NA,1783,NA,37,4,24,
30/12/14 12:00,TNW,2300,0,NA,2300,NA,1934,0,NA,1934,NA,37,7,23,
31/12/14 12:00,R,1586,0,NA,1586,NA,618,1,NA,618,618,21,7,21,
1/01/15 12:00,H,1488,1,NA,1488,1488,1451,1,NA,1451,1451,212,7,21,
2/01/15 12:00,H,1110,1,NA,1110,1110,1417,1,NA,1417,1417,234,5,23,
3/01/15 12:00,H,1123,1,NA,1123,1123,1222,1,NA,1222,1222,216,6,21,
4/01/15 12:00,H,1035,1,NA,1035,1035,"""NA""",0,NA,"""NA""",NA,42,3,26,
5/01/15 12:00,H,NA,0,NA,NA,NA,974,1,NA,974,974,240,5,23,
6/01/15 12:00,HW,844,1,NA,844,844,1101,1,NA,1101,1101,232,6,23,
7/01/15 12:00,HW,1208,1,NA,1208,1208,1222,1,NA,1222,1222,239,7,24,
8/01/15 12:00,HSE,1228,0,NA,1228,NA,701,1,NA,701,701,38,5,24,
9/01/15 12:00,HSE,NA,0,NA,NA,NA,380,1,NA,380,380,23,4,23,
10/01/15 12:00,HE,NA,0,NA,NA,NA,1081,1,NA,1081,1081,216,7,24,
11/01/15 12:00,H,1364,1,NA,1364,1364,1217,1,NA,1217,1217,220,7,24,
12/01/15 12:00,H,1575,0,NA,1575,NA,1115,1,NA,1115,1115,219,8,24,
13/01/15 12:00,H,900,UPDATE,750,750,750,745,1,NA,745,745,219,7,24,
14/01/15 12:00,H,1010,UPDATE,1000,1000,1000,1105,1,NA,1105,1105,220,5,23,
15/01/15 12:00,H,1183,1,NA,1183,1183,"""NA""",0,NA,"""NA""",NA,228,3,25,
16/01/15 12:00,HW,1328,1,NA,1328,1328,1349,1,NA,1349,1349,8,4,25,
17/01/15 12:00,HW,NA,0,NA,NA,NA,1481,1,NA,1481,1481,315,4,25,
18/01/15 12:00,HSE,973,1,NA,973,973,"""NA""",0,NA,"""NA""",NA,238,6,24,
19/01/15 12:00,HSE,NA,1,NA,NA,NA,1656,1,NA,1656,1656,233,5,26,
20/01/15 12:00,HSE,NA,0,NA,NA,NA,1154,0,NA,1154,NA,229,7,24,
21/01/15 12:00,H,890,0,NA,890,NA,1753,0,NA,1753,NA,211,5,23,
22/01/15 12:00,H,1500,0,NA,1500,NA,209,1,NA,209,209,58,8,24,
23/01/15 12:00,H,1102,0,NA,1102,NA,823,1,NA,823,823,1,4,24,
24/01/15 12:00,H,1257,1,NA,1257,1257,1378,1,NA,1378,1378,240,4,26,
25/01/15 12:00,H,1221,1,NA,1221,1221,1174,1,NA,1174,1174,16,4,26,
26/01/15 12:00,HW,1649,1,NA,1649,1649,1554,1,NA,1554,1554,35,5,24,
27/01/15 12:00,HW,1085,0,NA,1085,NA,1934,0,NA,1934,NA,153,3,26,
28/01/15 12:00,HSE,NA,0,NA,NA,NA,1154,1,NA,1154,1154,97,3,25,
29/01/15 12:00,HSE,NA,0,NA,NA,NA,1076,1,NA,1076,1076,100,4,26,
30/01/15 12:00,NE,1120,1,NA,1120,1120,774,0,NA,774,NA,44,7,26,
31/01/15 12:00,H,NA,0,NA,NA,NA,492,1,NA,492,492,25,4,23,
1/02/15 12:00,TNW,NA,0,NA,NA,NA,579,1,NA,579,579,32,5,23,
2/02/15 12:00,T,1752,0,NA,1752,NA,915,0,NA,915,NA,306,5,26,
3/02/15 12:00,T,1029,0,NA,1029,NA,1188,1,NA,1188,1188,237,10,25,
4/02/15 12:00,SW,1111,0,NA,1111,NA,487,0,NA,487,NA,337,2,19,
5/02/15 12:00,SW,1806,0,NA,1806,NA,1490,1,NA,1490,1490,232,11,22,
6/02/15 12:00,SW,2000,0,NA,2000,NA,282,0,NA,282,NA,226,15,21,
7/02/15 12:00,HNW,1640,1,NA,1640,1640,1368,1,NA,1368,1368,216,6,21,
8/02/15 12:00,HNW,1272,1,NA,1272,1272,1101,1,NA,1101,1101,249,3,21,
9/02/15 12:00,H,1679,1,NA,1679,1679,1495,1,NA,1495,1495,240,4,23,
10/02/15 12:00,HSE,1566,0,NA,1566,NA,837,0,NA,837,NA,250,2,23,
11/02/15 12:00,TNW,1596,1,NA,1596,1596,1807,1,NA,1807,1807,63,3,23,
12/02/15 12:00,T,1131,1,NA,1131,1131,1208,1,NA,1208,1208,92,4,23,
13/02/15 12:00,T,2285,0,NA,2285,NA,2148,0,NA,2148,NA,208,5,24,
14/02/15 12:00,SW,NA,0,NA,NA,NA,1032,0,NA,1032,NA,37,3,24,
15/02/15 12:00,SW,783,1,NA,783,783,1510,0,NA,1510,NA,33,2,24,
