"","station","date","wd","ws","sd_wd","sd_ws","period","freq"
"709",22719,2015-11-30 16:00:00,52,5.7,14,1,1,"H"
"710",22719,2015-11-30 17:00:00,49,4.8,15,0.9,1,"H"
"711",22719,2015-11-30 18:00:00,49,4.7,13,1,1,"H"
"712",22719,2015-11-30 19:00:00,53,3.7,13,0.7,1,"H"
"713",22719,2015-11-30 20:00:00,50,3.6,14,0.8,1,"H"
"714",22719,2015-11-30 21:00:00,44,4,13,0.7,1,"H"
"715",22719,2015-11-30 22:00:00,58,4.2,11,0.8,1,"H"
"716",22719,2015-11-30 23:00:00,52,3,14,0.8,1,"H"
"717",22719,2015-12-01 00:00:00,64,2.9,12,0.5,1,"H"
"718",22719,2015-12-01 01:00:00,64,3.1,11,0.7,1,"H"
"719",22719,2015-12-01 02:00:00,52,3.5,14,0.9,1,"H"
"720",22719,2015-12-01 03:00:00,52,3.6,13,0.7,1,"H"
"721",22719,2015-12-01 04:00:00,50,3.9,15,0.9,1,"H"
"722",22719,2015-12-01 05:00:00,64,3,14,0.7,1,"H"
"723",22719,2015-12-01 06:00:00,54,4,13,0.9,1,"H"
"724",22719,2015-12-01 07:00:00,53,3.7,12,0.8,1,"H"
"725",22719,2015-12-01 08:00:00,52,4.2,14,0.9,1,"H"
"726",22719,2015-12-01 09:00:00,56,4.2,13,0.8,1,"H"
"727",22719,2015-12-01 10:00:00,60,5.1,16,1.2,1,"H"
"728",22719,2015-12-01 11:00:00,59,5.2,15,1.2,1,"H"
"729",22719,2015-12-01 12:00:00,49,5.9,12,1,1,"H"
"730",22719,2015-12-01 13:00:00,54,6.5,15,1.5,1,"H"
"731",22719,2015-12-01 14:00:00,59,6.4,16,1.5,1,"H"
"732",22719,2015-12-01 15:00:00,58,5.9,15,1.3,1,"H"
"733",22719,2015-12-01 16:00:00,60,5.8,16,1.4,1,"H"
"734",22719,2015-12-01 17:00:00,56,5.5,14,1.1,1,"H"
"735",22719,2015-12-01 18:00:00,54,5.1,14,1,1,"H"
"736",22719,2015-12-01 19:00:00,51,4,16,0.9,1,"H"
"737",22719,2015-12-01 20:00:00,56,4,14,0.9,1,"H"
"738",22719,2015-12-01 21:00:00,42,4.1,13,0.9,1,"H"
"739",22719,2015-12-01 22:00:00,47,3.3,13,1,1,"H"
"740",22719,2015-12-01 23:00:00,36,3,12,0.7,1,"H"
"741",22719,2015-12-02 00:00:00,33,3.6,13,0.8,1,"H"
"742",22719,2015-12-02 01:00:00,33,3.3,15,0.7,1,"H"
"743",22719,2015-12-02 02:00:00,37,2.8,21,0.7,1,"H"
"744",22719,2015-12-02 03:00:00,44,3,15,0.7,1,"H"
"745",22719,2015-12-02 04:00:00,59,1.5,25,1.1,1,"H"
"746",22719,2015-12-02 05:00:00,61,2,13,0.6,1,"H"
"747",22719,2015-12-02 06:00:00,61,2.4,12,0.5,1,"H"
"748",22719,2015-12-02 07:00:00,66,2.5,17,0.7,1,"H"
"749",22719,2015-12-02 08:00:00,53,3.6,16,0.7,1,"H"
"750",22719,2015-12-02 09:00:00,49,3.7,16,0.8,1,"H"
"751",22719,2015-12-02 10:00:00,32,3.4,20,0.9,1,"H"
"752",22719,2015-12-02 11:00:00,45,4.3,16,0.8,1,"H"
"753",22719,2015-12-02 12:00:00,46,4.4,22,1.1,1,"H"
"754",22719,2015-12-02 13:00:00,52,4.7,16,1,1,"H"
"755",22719,2015-12-02 14:00:00,34,4,26,1.3,1,"H"
"756",22719,2015-12-02 15:00:00,34,4,24,0.9,1,"H"
"757",22719,2015-12-02 16:00:00,48,4.6,18,0.9,1,"H"
"758",22719,2015-12-02 17:00:00,43,4.6,17,0.9,1,"H"
"759",22719,2015-12-02 18:00:00,44,4.5,16,0.8,1,"H"
"760",22719,2015-12-02 19:00:00,29,4,17,0.7,1,"H"
"761",22719,2015-12-02 20:00:00,30,4.6,16,0.9,1,"H"
"762",22719,2015-12-02 21:00:00,44,3.7,14,0.9,1,"H"
"763",22719,2015-12-02 22:00:00,31,3.3,12,0.7,1,"H"
"764",22719,2015-12-02 23:00:00,37,3.1,15,0.7,1,"H"
"765",22719,2015-12-03 00:00:00,57,3.6,11,0.7,1,"H"
"766",22719,2015-12-03 01:00:00,56,3.9,11,0.9,1,"H"
"767",22719,2015-12-03 02:00:00,59,2.9,11,0.7,1,"H"
"768",22719,2015-12-03 03:00:00,75,1.9,18,0.5,1,"H"
"769",22719,2015-12-03 04:00:00,85,1.4,16,0.5,1,"H"
"770",22719,2015-12-03 05:00:00,125,0.6,15,0.2,1,"H"
"771",22719,2015-12-03 06:00:00,74,1.2,35,0.2,1,"H"
"772",22719,2015-12-03 07:00:00,65,2.1,11,0.8,1,"H"
"773",22719,2015-12-03 08:00:00,55,3.8,17,0.8,1,"H"
"774",22719,2015-12-03 09:00:00,51,4,19,0.9,1,"H"
"775",22719,2015-12-03 10:00:00,41,4.8,21,1.1,1,"H"
"776",22719,2015-12-03 11:00:00,24,4.4,24,1.3,1,"H"
"777",22719,2015-12-03 12:00:00,26,4,25,1.3,1,"H"
"778",22719,2015-12-03 13:00:00,34,4,28,1.3,1,"H"
"779",22719,2015-12-03 14:00:00,7,3.5,32,1.1,1,"H"
"780",22719,2015-12-03 15:00:00,26,4,28,1,1,"H"
"781",22719,2015-12-03 16:00:00,8,3.9,27,1.1,1,"H"
"782",22719,2015-12-03 17:00:00,9,3.7,28,1.1,1,"H"
"783",22719,2015-12-03 18:00:00,12,3.6,26,1,1,"H"
"784",22719,2015-12-03 19:00:00,15,3.7,22,0.9,1,"H"
"785",22719,2015-12-03 20:00:00,12,3,20,1.1,1,"H"
"786",22719,2015-12-03 21:00:00,34,2.7,13,0.5,1,"H"
"787",22719,2015-12-03 22:00:00,11,2,22,0.6,1,"H"
"788",22719,2015-12-03 23:00:00,338,1.7,19,0.4,1,"H"
"789",22719,2015-12-04 00:00:00,8,1.1,33,0.4,1,"H"
"790",22719,2015-12-04 01:00:00,343,1.3,19,0.4,1,"H"
"791",22719,2015-12-04 02:00:00,325,1.4,17,0.4,1,"H"
"792",22719,2015-12-04 03:00:00,316,1.6,8,0.6,1,"H"
"793",22719,2015-12-04 04:00:00,10,0.5,56,0.3,1,"H"
"794",22719,2015-12-04 05:00:00,320,1.3,24,0.8,1,"H"
"795",22719,2015-12-04 06:00:00,20,0.5,23,0.3,1,"H"
"796",22719,2015-12-04 07:00:00,321,1.3,17,0.4,1,"H"
"797",22719,2015-12-04 08:00:00,286,1.9,15,0.4,1,"H"
"798",22719,2015-12-04 09:00:00,273,1.7,26,0.6,1,"H"
"799",22719,2015-12-04 10:00:00,262,2,30,0.9,1,"H"
"800",22719,2015-12-04 11:00:00,229,3.4,16,0.7,1,"H"
"801",22719,2015-12-04 12:00:00,230,3.9,14,0.9,1,"H"
"802",22719,2015-12-04 13:00:00,231,5.3,13,1.4,1,"H"
"803",22719,2015-12-04 14:00:00,228,5.3,11,0.9,1,"H"
"804",22719,2015-12-04 15:00:00,232,6.2,11,1,1,"H"
"805",22719,2015-12-04 16:00:00,231,7.4,10,0.9,1,"H"
"806",22719,2015-12-04 17:00:00,228,7.9,8,0.8,1,"H"
"807",22719,2015-12-04 18:00:00,232,8.5,6,0.9,1,"H"
"808",22719,2015-12-04 19:00:00,238,5.7,9,1.3,1,"H"
"809",22719,2015-12-04 20:00:00,224,5.9,11,1,1,"H"
"810",22719,2015-12-04 21:00:00,217,4.8,9,0.8,1,"H"
"811",22719,2015-12-04 22:00:00,212,4.1,12,1.1,1,"H"
"812",22719,2015-12-04 23:00:00,216,3.7,9,0.7,1,"H"
"813",22719,2015-12-05 00:00:00,225,3.2,12,0.5,1,"H"
"814",22719,2015-12-05 01:00:00,229,3.3,9,0.4,1,"H"
"815",22719,2015-12-05 02:00:00,217,2.6,7,0.4,1,"H"
"816",22719,2015-12-05 03:00:00,217,2.7,8,0.4,1,"H"
"817",22719,2015-12-05 04:00:00,217,3.3,8,0.7,1,"H"
"818",22719,2015-12-05 05:00:00,216,3.7,9,0.7,1,"H"
"819",22719,2015-12-05 06:00:00,223,4.6,8,0.8,1,"H"
"820",22719,2015-12-05 07:00:00,228,5.2,9,0.7,1,"H"
"821",22719,2015-12-05 08:00:00,227,5.6,9,0.9,1,"H"
"822",22719,2015-12-05 09:00:00,239,7.1,9,1.1,1,"H"
"823",22719,2015-12-05 10:00:00,238,8.1,9,1.1,1,"H"
"824",22719,2015-12-05 11:00:00,240,9.3,9,1.2,1,"H"
"825",22719,2015-12-05 12:00:00,241,9.5,11,1.3,1,"H"
"826",22719,2015-12-05 13:00:00,240,9,10,1.3,1,"H"
"827",22719,2015-12-05 14:00:00,237,8.9,10,1.3,1,"H"
"828",22719,2015-12-05 15:00:00,236,9.1,10,1.1,1,"H"
"829",22719,2015-12-05 16:00:00,235,9.9,8,1,1,"H"
"830",22719,2015-12-05 17:00:00,237,9.7,8,1,1,"H"
"831",22719,2015-12-05 18:00:00,242,8.7,10,1.1,1,"H"
"832",22719,2015-12-05 19:00:00,246,7.9,11,1.3,1,"H"
"833",22719,2015-12-05 20:00:00,249,7.3,10,1.1,1,"H"
"834",22719,2015-12-05 21:00:00,262,6.4,9,1,1,"H"
"835",22719,2015-12-05 22:00:00,257,5.4,11,0.9,1,"H"
"836",22719,2015-12-05 23:00:00,248,6,25,1.3,1,"H"
"837",22719,2015-12-06 00:00:00,237,6.4,9,1.4,1,"H"
"838",22719,2015-12-06 01:00:00,235,6.4,8,0.9,1,"H"
"839",22719,2015-12-06 02:00:00,225,4.9,6,0.6,1,"H"
"840",22719,2015-12-06 03:00:00,230,5.1,8,0.8,1,"H"
"841",22719,2015-12-06 04:00:00,232,5.8,9,1.1,1,"H"
"842",22719,2015-12-06 05:00:00,256,5.6,14,0.9,1,"H"
"843",22719,2015-12-06 06:00:00,252,5.6,13,1.3,1,"H"
"844",22719,2015-12-06 07:00:00,235,5.5,12,0.8,1,"H"
"845",22719,2015-12-06 08:00:00,237,7.8,10,1,1,"H"
"846",22719,2015-12-06 09:00:00,244,8.6,9,1,1,"H"
"847",22719,2015-12-06 10:00:00,242,8.6,10,1,1,"H"
"848",22719,2015-12-06 11:00:00,238,8.5,8,0.9,1,"H"
"849",22719,2015-12-06 12:00:00,247,7.5,12,1.7,1,"H"
"850",22719,2015-12-06 13:00:00,234,8.4,9,1.3,1,"H"
"851",22719,2015-12-06 14:00:00,232,9.2,9,1.1,1,"H"
"852",22719,2015-12-06 15:00:00,234,9.8,8,0.9,1,"H"
"853",22719,2015-12-06 16:00:00,236,9.1,8,1,1,"H"
"854",22719,2015-12-06 17:00:00,241,7.7,10,1.1,1,"H"
"855",22719,2015-12-06 18:00:00,257,6.4,13,1.1,1,"H"
"856",22719,2015-12-06 19:00:00,258,5.5,11,0.8,1,"H"
"857",22719,2015-12-06 20:00:00,258,5.3,13,0.9,1,"H"
"858",22719,2015-12-06 21:00:00,281,4.8,10,0.7,1,"H"
"859",22719,2015-12-06 22:00:00,285,3.7,20,0.9,1,"H"
"860",22719,2015-12-06 23:00:00,311,2.7,9,0.5,1,"H"
"861",22719,2015-12-07 00:00:00,310,2.6,7,0.4,1,"H"
"862",22719,2015-12-07 01:00:00,295,2.5,12,0.4,1,"H"
"863",22719,2015-12-07 02:00:00,304,2.6,13,0.5,1,"H"
"864",22719,2015-12-07 03:00:00,318,2.4,8,0.4,1,"H"
"865",22719,2015-12-07 04:00:00,321,1.8,9,0.4,1,"H"
"866",22719,2015-12-07 05:00:00,326,2.2,9,0.6,1,"H"
"867",22719,2015-12-07 06:00:00,308,3.1,12,0.6,1,"H"
"868",22719,2015-12-07 07:00:00,314,2.3,12,0.4,1,"H"
"869",22719,2015-12-07 08:00:00,297,3.8,14,0.9,1,"H"
"870",22719,2015-12-07 09:00:00,277,4,17,0.7,1,"H"
"871",22719,2015-12-07 10:00:00,271,6.3,12,1.3,1,"H"
"872",22719,2015-12-07 11:00:00,269,7.8,21,1.6,1,"H"
"873",22719,2015-12-07 12:00:00,274,7.4,15,1.1,1,"H"
"874",22719,2015-12-07 13:00:00,250,8.5,14,1.6,1,"H"
"875",22719,2015-12-07 14:00:00,238,9.6,18,1.6,1,"H"
"876",22719,2015-12-07 15:00:00,231,8.4,11,1.2,1,"H"
"877",22719,2015-12-07 16:00:00,224,6.4,16,1.4,1,"H"
"878",22719,2015-12-07 17:00:00,216,7.5,10,1.5,1,"H"
"879",22719,2015-12-07 18:00:00,228,6.4,11,1.3,1,"H"
"880",22719,2015-12-07 19:00:00,221,6.4,11,1.2,1,"H"
"881",22719,2015-12-07 20:00:00,223,7,10,1.3,1,"H"
"882",22719,2015-12-07 21:00:00,222,7.3,9,1.1,1,"H"
"883",22719,2015-12-07 22:00:00,226,7.5,9,1.3,1,"H"
"884",22719,2015-12-07 23:00:00,225,7.8,8,1,1,"H"
"885",22719,2015-12-08 00:00:00,226,8.5,8,1.4,1,"H"
"886",22719,2015-12-08 01:00:00,225,7.9,7,1.3,1,"H"
"887",22719,2015-12-08 02:00:00,224,6.7,7,1.2,1,"H"
"888",22719,2015-12-08 03:00:00,227,8,7,1.6,1,"H"
"889",22719,2015-12-08 04:00:00,224,8.3,10,1.1,1,"H"
"890",22719,2015-12-08 05:00:00,224,7.3,10,1.2,1,"H"
"891",22719,2015-12-08 06:00:00,215,8.2,10,1.4,1,"H"
"892",22719,2015-12-08 07:00:00,223,8.2,9,1.2,1,"H"
"893",22719,2015-12-08 08:00:00,217,8.4,13,2.2,1,"H"
"894",22719,2015-12-08 09:00:00,214,8.3,11,1.8,1,"H"
"895",22719,2015-12-08 10:00:00,220,10,12,1.7,1,"H"
"896",22719,2015-12-08 11:00:00,226,11.3,9,1.7,1,"H"
"897",22719,2015-12-08 12:00:00,226,10.8,12,2.1,1,"H"
"898",22719,2015-12-08 13:00:00,236,10.5,14,1.7,1,"H"
"899",22719,2015-12-08 14:00:00,227,12.8,10,1.9,1,"H"
"900",22719,2015-12-08 15:00:00,221,10.7,9,1.5,1,"H"
"901",22719,2015-12-08 16:00:00,229,11.4,11,1.5,1,"H"
"902",22719,2015-12-08 17:00:00,229,11,9,1.4,1,"H"
"903",22719,2015-12-08 18:00:00,224,11.1,9,1.6,1,"H"
"904",22719,2015-12-08 19:00:00,223,10.8,8,1.5,1,"H"
"905",22719,2015-12-08 20:00:00,222,10.4,9,1.5,1,"H"
"906",22719,2015-12-08 21:00:00,223,9.7,9,1.6,1,"H"
"907",22719,2015-12-08 22:00:00,218,9.1,9,1.7,1,"H"
"908",22719,2015-12-08 23:00:00,222,9.5,11,1.6,1,"H"
"909",22719,2015-12-09 00:00:00,223,9.8,7,1.3,1,"H"
"910",22719,2015-12-09 01:00:00,222,9.1,8,1.3,1,"H"
"911",22719,2015-12-09 02:00:00,223,9.3,8,1.5,1,"H"
"912",22719,2015-12-09 03:00:00,224,9.6,8,1.2,1,"H"
"913",22719,2015-12-09 04:00:00,218,8.8,11,1.9,1,"H"
"914",22719,2015-12-09 05:00:00,219,9.2,10,1.5,1,"H"
"915",22719,2015-12-09 06:00:00,217,8.2,10,1.6,1,"H"
"916",22719,2015-12-09 07:00:00,219,8.1,9,1.4,1,"H"
"917",22719,2015-12-09 08:00:00,220,8.8,11,1.4,1,"H"
"918",22719,2015-12-09 09:00:00,217,8.6,9,1.3,1,"H"
"919",22719,2015-12-09 10:00:00,220,8.6,10,1.5,1,"H"
"920",22719,2015-12-09 11:00:00,232,9.2,9,1.2,1,"H"
"921",22719,2015-12-09 12:00:00,219,8.2,14,1.7,1,"H"
"922",22719,2015-12-09 13:00:00,226,8.4,11,1.4,1,"H"
"923",22719,2015-12-09 14:00:00,222,8.1,12,1.5,1,"H"
"924",22719,2015-12-09 15:00:00,233,8.4,14,1.4,1,"H"
"925",22719,2015-12-09 16:00:00,236,9.2,8,1.1,1,"H"
"926",22719,2015-12-09 17:00:00,235,8.9,11,1.1,1,"H"
"927",22719,2015-12-09 18:00:00,233,8.8,10,1,1,"H"
"928",22719,2015-12-09 19:00:00,224,8.3,7,1.2,1,"H"
"929",22719,2015-12-09 20:00:00,224,7.7,11,1.4,1,"H"
"930",22719,2015-12-09 21:00:00,219,7.3,9,1.1,1,"H"
"931",22719,2015-12-09 22:00:00,215,6.2,9,1.3,1,"H"
"932",22719,2015-12-09 23:00:00,214,5.5,11,1.2,1,"H"
"933",22719,2015-12-10 00:00:00,220,5.6,9,1,1,"H"
"934",22719,2015-12-10 01:00:00,221,5.7,8,1,1,"H"
"935",22719,2015-12-10 02:00:00,216,5.1,9,1,1,"H"
"936",22719,2015-12-10 03:00:00,232,6.7,11,1.3,1,"H"
"937",22719,2015-12-10 04:00:00,229,5.9,10,1,1,"H"
"938",22719,2015-12-10 05:00:00,236,7,11,1.1,1,"H"
"939",22719,2015-12-10 06:00:00,219,4.8,10,0.9,1,"H"
"940",22719,2015-12-10 07:00:00,241,7.7,9,1.6,1,"H"
"941",22719,2015-12-10 08:00:00,238,8.1,9,1.1,1,"H"
"942",22719,2015-12-10 09:00:00,235,7.6,11,1,1,"H"
"943",22719,2015-12-10 10:00:00,236,9.2,9,1.2,1,"H"
"944",22719,2015-12-10 11:00:00,244,9.4,9,1.1,1,"H"
"945",22719,2015-12-10 12:00:00,246,8.8,11,1.1,1,"H"
"946",22719,2015-12-10 13:00:00,239,10.7,8,1.3,1,"H"
"947",22719,2015-12-10 14:00:00,239,11.4,7,1,1,"H"
"948",22719,2015-12-10 15:00:00,240,12.4,7,1.1,1,"H"
"949",22719,2015-12-10 16:00:00,246,11.1,10,1.4,1,"H"
"950",22719,2015-12-10 17:00:00,246,10.4,8,1.2,1,"H"
"951",22719,2015-12-10 18:00:00,246,9.7,9,1.3,1,"H"
"952",22719,2015-12-10 19:00:00,252,7.4,9,1.2,1,"H"
"953",22719,2015-12-10 20:00:00,259,6.6,10,1,1,"H"
"954",22719,2015-12-10 21:00:00,264,6.8,9,1,1,"H"
"955",22719,2015-12-10 22:00:00,267,5.2,11,1,1,"H"
"956",22719,2015-12-10 23:00:00,269,5,11,0.7,1,"H"
"957",22719,2015-12-11 00:00:00,271,5.6,9,0.8,1,"H"
"958",22719,2015-12-11 01:00:00,277,6.1,8,0.8,1,"H"
"959",22719,2015-12-11 02:00:00,273,5.5,9,0.7,1,"H"
"960",22719,2015-12-11 03:00:00,300,3.9,14,1.1,1,"H"
"961",22719,2015-12-11 04:00:00,314,2.2,10,0.5,1,"H"
"962",22719,2015-12-11 05:00:00,281,3.2,24,1.8,1,"H"
"963",22719,2015-12-11 06:00:00,259,5.5,9,0.9,1,"H"
"964",22719,2015-12-11 07:00:00,256,5.5,10,0.9,1,"H"
"965",22719,2015-12-11 08:00:00,254,5.9,9,1,1,"H"
"966",22719,2015-12-11 09:00:00,259,4.7,10,0.9,1,"H"
"967",22719,2015-12-11 10:00:00,251,5.6,9,0.9,1,"H"
"968",22719,2015-12-11 11:00:00,253,5.2,16,1,1,"H"
"969",22719,2015-12-11 12:00:00,236,6.1,7,0.5,1,"H"
"970",22719,2015-12-11 13:00:00,233,5.9,6,0.6,1,"H"
"971",22719,2015-12-11 14:00:00,231,5.7,7,0.5,1,"H"
"972",22719,2015-12-11 15:00:00,234,6.2,6,0.6,1,"H"
"973",22719,2015-12-11 16:00:00,243,6.1,9,0.8,1,"H"
"974",22719,2015-12-11 17:00:00,247,5.5,10,0.9,1,"H"
"975",22719,2015-12-11 18:00:00,246,5.5,9,1.1,1,"H"
"976",22719,2015-12-11 19:00:00,266,6,10,0.8,1,"H"
"977",22719,2015-12-11 20:00:00,264,5.3,8,0.9,1,"H"
"978",22719,2015-12-11 21:00:00,285,3.6,15,0.8,1,"H"
"979",22719,2015-12-11 22:00:00,292,4.1,9,1.1,1,"H"
"980",22719,2015-12-11 23:00:00,290,5.1,7,0.6,1,"H"
"981",22719,2015-12-12 00:00:00,283,3.8,9,0.5,1,"H"
"982",22719,2015-12-12 01:00:00,287,4.6,8,0.8,1,"H"
"983",22719,2015-12-12 02:00:00,300,4.1,10,0.8,1,"H"
"984",22719,2015-12-12 03:00:00,302,4.1,11,1,1,"H"
"985",22719,2015-12-12 04:00:00,313,3.1,11,0.6,1,"H"
"986",22719,2015-12-12 05:00:00,317,2.5,12,0.6,1,"H"
"987",22719,2015-12-12 06:00:00,321,2.6,14,1.1,1,"H"
"988",22719,2015-12-12 07:00:00,307,5,13,1.2,1,"H"
"989",22719,2015-12-12 08:00:00,285,4.4,16,1.1,1,"H"
"990",22719,2015-12-12 09:00:00,290,6.7,10,1.2,1,"H"
"991",22719,2015-12-12 10:00:00,282,5.9,12,0.9,1,"H"
"992",22719,2015-12-12 11:00:00,282,7.3,10,1,1,"H"
"993",22719,2015-12-12 12:00:00,277,8.6,7,1.1,1,"H"
"994",22719,2015-12-12 13:00:00,279,10,6,1,1,"H"
"995",22719,2015-12-12 14:00:00,276,9.4,7,1,1,"H"
"996",22719,2015-12-12 15:00:00,275,9.4,7,1.2,1,"H"
"997",22719,2015-12-12 16:00:00,288,9.5,10,1.5,1,"H"
"998",22719,2015-12-12 17:00:00,288,8.6,10,1.4,1,"H"
"999",22719,2015-12-12 18:00:00,287,7.5,9,1.3,1,"H"
"1000",22719,2015-12-12 19:00:00,292,6.3,12,1.7,1,"H"
"1001",22719,2015-12-12 20:00:00,305,3.9,15,1.2,1,"H"
"1002",22719,2015-12-12 21:00:00,316,2.6,17,0.9,1,"H"
"1003",22719,2015-12-12 22:00:00,306,4.7,14,1.1,1,"H"
"1004",22719,2015-12-12 23:00:00,314,4.4,13,1,1,"H"
"1005",22719,2015-12-13 00:00:00,320,4.8,13,1.1,1,"H"
"1006",22719,2015-12-13 01:00:00,333,3,21,1.1,1,"H"
"1007",22719,2015-12-13 02:00:00,331,2.7,18,0.8,1,"H"
"1008",22719,2015-12-13 03:00:00,323,3.8,14,1,1,"H"
"1009",22719,2015-12-13 04:00:00,328,3,20,0.9,1,"H"
"1010",22719,2015-12-13 05:00:00,316,3.3,14,1,1,"H"
"1011",22719,2015-12-13 06:00:00,315,4.6,13,1,1,"H"
"1012",22719,2015-12-13 07:00:00,282,8.8,23,2,1,"H"
"1013",22719,2015-12-13 08:00:00,244,9.2,8,1.1,1,"H"
"1014",22719,2015-12-13 09:00:00,248,7.2,13,1.5,1,"H"
"1015",22719,2015-12-13 10:00:00,247,7.5,16,1.9,1,"H"
"1016",22719,2015-12-13 11:00:00,239,9.9,8,1.5,1,"H"
"1017",22719,2015-12-13 12:00:00,243,9.8,9,1.4,1,"H"
"1018",22719,2015-12-13 13:00:00,242,10.7,7,1.2,1,"H"
"1019",22719,2015-12-13 14:00:00,238,10.4,8,1.1,1,"H"
"1020",22719,2015-12-13 15:00:00,239,11,9,1.2,1,"H"
"1021",22719,2015-12-13 16:00:00,247,11.2,10,1.5,1,"H"
"1022",22719,2015-12-13 17:00:00,238,11.3,9,1.2,1,"H"
"1023",22719,2015-12-13 18:00:00,232,10.6,9,1.2,1,"H"
"1024",22719,2015-12-13 19:00:00,225,8.4,10,1.4,1,"H"
"1025",22719,2015-12-13 20:00:00,226,7.9,7,1.1,1,"H"
"1026",22719,2015-12-13 21:00:00,228,7.2,7,0.8,1,"H"
"1027",22719,2015-12-13 22:00:00,224,6.2,6,0.7,1,"H"
"1028",22719,2015-12-13 23:00:00,216,6.4,11,1.3,1,"H"
"1029",22719,2015-12-14 00:00:00,217,5.8,10,1.1,1,"H"
"1030",22719,2015-12-14 01:00:00,219,6,9,1.2,1,"H"
"1031",22719,2015-12-14 02:00:00,223,5.8,7,0.8,1,"H"
"1032",22719,2015-12-14 03:00:00,218,4.7,9,0.9,1,"H"
"1033",22719,2015-12-14 04:00:00,222,5.5,7,0.8,1,"H"
"1034",22719,2015-12-14 05:00:00,222,4.9,6,0.6,1,"H"
"1035",22719,2015-12-14 06:00:00,225,4,5,0.6,1,"H"
"1036",22719,2015-12-14 07:00:00,237,4.7,7,0.8,1,"H"
"1037",22719,2015-12-14 08:00:00,234,6.5,8,1,1,"H"
"1038",22719,2015-12-14 09:00:00,221,7.4,11,1.4,1,"H"
"1039",22719,2015-12-14 10:00:00,216,7.3,14,1.5,1,"H"
"1040",22719,2015-12-14 11:00:00,217,7.2,14,1.7,1,"H"
"1041",22719,2015-12-14 12:00:00,216,7.3,14,1.8,1,"H"
"1042",22719,2015-12-14 13:00:00,219,7.3,14,1.6,1,"H"
"1043",22719,2015-12-14 14:00:00,222,7.4,13,1.4,1,"H"
"1044",22719,2015-12-14 15:00:00,219,6.9,13,1.5,1,"H"
"1045",22719,2015-12-14 16:00:00,225,8.1,11,1.1,1,"H"
"1046",22719,2015-12-14 17:00:00,223,7.8,11,1.2,1,"H"
"1047",22719,2015-12-14 18:00:00,223,7.6,10,1.3,1,"H"
"1048",22719,2015-12-14 19:00:00,227,7.8,7,1,1,"H"
"1049",22719,2015-12-14 20:00:00,227,6.2,6,0.9,1,"H"
"1050",22719,2015-12-14 21:00:00,224,5,6,0.9,1,"H"
"1051",22719,2015-12-14 22:00:00,222,5.2,8,0.9,1,"H"
"1052",22719,2015-12-14 23:00:00,219,4.5,7,0.7,1,"H"
"1053",22719,2015-12-15 00:00:00,220,5.5,8,1,1,"H"
"1054",22719,2015-12-15 01:00:00,220,4.5,9,0.8,1,"H"
"1055",22719,2015-12-15 02:00:00,218,4.4,10,0.8,1,"H"
"1056",22719,2015-12-15 03:00:00,216,4.3,9,0.8,1,"H"
"1057",22719,2015-12-15 04:00:00,215,4.1,8,0.7,1,"H"
"1058",22719,2015-12-15 05:00:00,215,4.2,8,0.7,1,"H"
"1059",22719,2015-12-15 06:00:00,222,5.1,10,0.8,1,"H"
"1060",22719,2015-12-15 07:00:00,226,5,10,1,1,"H"
"1061",22719,2015-12-15 08:00:00,226,5,9,0.8,1,"H"
"1062",22719,2015-12-15 09:00:00,221,6.5,12,1.4,1,"H"
"1063",22719,2015-12-15 10:00:00,222,6.6,13,1.2,1,"H"
"1064",22719,2015-12-15 11:00:00,224,6.4,12,1.3,1,"H"
"1065",22719,2015-12-15 12:00:00,239,6.9,14,1,1,"H"
"1066",22719,2015-12-15 13:00:00,243,8.3,9,1,1,"H"
"1067",22719,2015-12-15 14:00:00,240,8,9,0.9,1,"H"
"1068",22719,2015-12-15 15:00:00,238,8.2,12,1.6,1,"H"
"1069",22719,2015-12-15 16:00:00,252,6.7,11,1.4,1,"H"
"1070",22719,2015-12-15 17:00:00,229,7.5,15,1,1,"H"
"1071",22719,2015-12-15 18:00:00,221,7.6,10,1.3,1,"H"
"1072",22719,2015-12-15 19:00:00,224,7.3,8,0.9,1,"H"
"1073",22719,2015-12-15 20:00:00,228,5.4,9,0.8,1,"H"
"1074",22719,2015-12-15 21:00:00,238,5.2,8,0.9,1,"H"
"1075",22719,2015-12-15 22:00:00,244,4.9,10,0.7,1,"H"
"1076",22719,2015-12-15 23:00:00,228,5,6,0.5,1,"H"
"1077",22719,2015-12-16 00:00:00,243,6,9,0.7,1,"H"
"1078",22719,2015-12-16 01:00:00,242,6.4,10,1,1,"H"
"1079",22719,2015-12-16 02:00:00,244,4.9,20,1.1,1,"H"
"1080",22719,2015-12-16 03:00:00,225,5.6,8,0.8,1,"H"
"1081",22719,2015-12-16 04:00:00,231,6.6,9,0.9,1,"H"
"1082",22719,2015-12-16 05:00:00,240,6.5,10,0.9,1,"H"
"1083",22719,2015-12-16 06:00:00,242,5.6,12,1,1,"H"
"1084",22719,2015-12-16 07:00:00,261,4.6,11,0.7,1,"H"
"1085",22719,2015-12-16 08:00:00,248,5.2,12,0.9,1,"H"
"1086",22719,2015-12-16 09:00:00,251,5.9,13,1.5,1,"H"
"1087",22719,2015-12-16 10:00:00,237,8.3,10,1.1,1,"H"
"1088",22719,2015-12-16 11:00:00,235,7.9,10,1.1,1,"H"
